pa, pp, ta, tp
a king teaches an employee .,an employee is taught by a king .,the king killed the employee .,the employee was killed by the king .
a guy washed an actress .,an actress was washed by a guy .,the guy drags the actress .,the actress is dragged by the guy .
a guy washed an actress .,an actress was washed by a guy .,the guy drags the actress .,the actress is dragged by the guy .
a guy washed an actress .,an actress was washed by a guy .,the guy drags the actress .,the actress is dragged by the guy .
a guy washed an actress .,an actress was washed by a guy .,the guy drags the actress .,the actress is dragged by the guy .
a guy washed an actress .,an actress was washed by a guy .,the guy drags the actress .,the actress is dragged by the guy .
a guy washed an actress .,an actress was washed by a guy .,the guy drags the actress .,the actress is dragged by the guy .
a guy washed an actress .,an actress was washed by a guy .,the guy drags the actress .,the actress is dragged by the guy .
a guy washed an actress .,an actress was washed by a guy .,the guy drags the actress .,the actress is dragged by the guy .
a guy washed an actress .,an actress was washed by a guy .,the guy drags the actress .,the actress is dragged by the guy .
a guy washed an actress .,an actress was washed by a guy .,the guy drags the actress .,the actress is dragged by the guy .
the winner bothered the club .,the club was bothered by the winner .,a winner chases a club .,a club is chased by a winner .
the winner hurt the club .,the club was hurt by the winner .,a winner chases a club .,a club is chased by a winner .
the winner bothered the club .,the club was bothered by the winner .,a winner chases a club .,a club is chased by a winner .
the winner forgave the club .,the club was forgiven by the winner .,a winner chases a club .,a club is chased by a winner .
the winner asked the club .,the club was asked by the winner .,a winner chases a club .,a club is chased by a winner .
the winner forgave the club .,the club was forgiven by the winner .,a winner chases a club .,a club is chased by a winner .
the winner bothered the club .,the club was bothered by the winner .,a winner chases a club .,a club is chased by a winner .
the winner judged the club .,the club was judged by the winner .,a winner chases a club .,a club is chased by a winner .
the winner asked the club .,the club was asked by the winner .,a winner chases a club .,a club is chased by a winner .
the winner asked the club .,the club was asked by the winner .,a winner chases a club .,a club is chased by a winner .
the captain comforts the guest .,the guest is comforted by the captain .,a captain embraced a guest .,a guest was embraced by a captain .
the captain beats the guest .,the guest is beaten by the captain .,a captain embraced a guest .,a guest was embraced by a captain .
the captain kills the guest .,the guest is killed by the captain .,a captain embraced a guest .,a guest was embraced by a captain .
the captain hurries the guest .,the guest is hurried by the captain .,a captain embraced a guest .,a guest was embraced by a captain .
the captain understands the guest .,the guest is understood by the captain .,a captain embraced a guest .,a guest was embraced by a captain .
the captain kills the guest .,the guest is killed by the captain .,a captain embraced a guest .,a guest was embraced by a captain .
the captain strikes the guest .,the guest is struck by the captain .,a captain embraced a guest .,a guest was embraced by a captain .
the captain surprises the guest .,the guest is surprised by the captain .,a captain embraced a guest .,a guest was embraced by a captain .
the captain strikes the guest .,the guest is struck by the captain .,a captain embraced a guest .,a guest was embraced by a captain .
the captain teaches the guest .,the guest is taught by the captain .,a captain embraced a guest .,a guest was embraced by a captain .
the business purchases the tea .,the tea is purchased by the business .,a business kept a tea .,a tea was kept by a business .
the business purchases the tea .,the tea is purchased by the business .,a business kept a tea .,a tea was kept by a business .
the business wants the tea .,the tea is wanted by the business .,a business kept a tea .,a tea was kept by a business .
the business wants the tea .,the tea is wanted by the business .,a business kept a tea .,a tea was kept by a business .
the business purchases the tea .,the tea is purchased by the business .,a business kept a tea .,a tea was kept by a business .
the business wants the tea .,the tea is wanted by the business .,a business kept a tea .,a tea was kept by a business .
the business purchases the tea .,the tea is purchased by the business .,a business kept a tea .,a tea was kept by a business .
the business wants the tea .,the tea is wanted by the business .,a business kept a tea .,a tea was kept by a business .
the business purchases the tea .,the tea is purchased by the business .,a business kept a tea .,a tea was kept by a business .
the business purchases the tea .,the tea is purchased by the business .,a business kept a tea .,a tea was kept by a business .
the woman accepted the flower .,the flower was accepted by the woman .,a woman leaves a flower .,a flower is left by a woman .
the woman broke the flower .,the flower was broken by the woman .,a woman leaves a flower .,a flower is left by a woman .
the woman broke the flower .,the flower was broken by the woman .,a woman leaves a flower .,a flower is left by a woman .
the woman wrapped the flower .,the flower was wrapped by the woman .,a woman leaves a flower .,a flower is left by a woman .
the woman accepted the flower .,the flower was accepted by the woman .,a woman leaves a flower .,a flower is left by a woman .
the woman wrapped the flower .,the flower was wrapped by the woman .,a woman leaves a flower .,a flower is left by a woman .
the woman wrapped the flower .,the flower was wrapped by the woman .,a woman leaves a flower .,a flower is left by a woman .
the woman broke the flower .,the flower was broken by the woman .,a woman leaves a flower .,a flower is left by a woman .
the woman wrapped the flower .,the flower was wrapped by the woman .,a woman leaves a flower .,a flower is left by a woman .
the woman accepted the flower .,the flower was accepted by the woman .,a woman leaves a flower .,a flower is left by a woman .
the hero understood the cop .,the cop was understood by the hero .,a hero strikes a cop .,a cop is struck by a hero .
the hero killed the cop .,the cop was killed by the hero .,a hero strikes a cop .,a cop is struck by a hero .
the hero killed the cop .,the cop was killed by the hero .,a hero strikes a cop .,a cop is struck by a hero .
the hero surprised the cop .,the cop was surprised by the hero .,a hero strikes a cop .,a cop is struck by a hero .
the hero taught the cop .,the cop was taught by the hero .,a hero strikes a cop .,a cop is struck by a hero .
the hero killed the cop .,the cop was killed by the hero .,a hero strikes a cop .,a cop is struck by a hero .
the hero kissed the cop .,the cop was kissed by the hero .,a hero strikes a cop .,a cop is struck by a hero .
the hero understood the cop .,the cop was understood by the hero .,a hero strikes a cop .,a cop is struck by a hero .
the hero taught the cop .,the cop was taught by the hero .,a hero strikes a cop .,a cop is struck by a hero .
the hero hurried the cop .,the cop was hurried by the hero .,a hero strikes a cop .,a cop is struck by a hero .
a pilot raised a worker .,a worker was raised by a pilot .,the pilot catches the worker .,the worker is caught by the pilot .
a pilot carried a worker .,a worker was carried by a pilot .,the pilot catches the worker .,the worker is caught by the pilot .
a pilot destroyed a worker .,a worker was destroyed by a pilot .,the pilot catches the worker .,the worker is caught by the pilot .
a pilot raised a worker .,a worker was raised by a pilot .,the pilot catches the worker .,the worker is caught by the pilot .
a pilot carried a worker .,a worker was carried by a pilot .,the pilot catches the worker .,the worker is caught by the pilot .
a pilot carried a worker .,a worker was carried by a pilot .,the pilot catches the worker .,the worker is caught by the pilot .
a pilot discovered a worker .,a worker was discovered by a pilot .,the pilot catches the worker .,the worker is caught by the pilot .
a pilot forgot a worker .,a worker was forgotten by a pilot .,the pilot catches the worker .,the worker is caught by the pilot .
a pilot carried a worker .,a worker was carried by a pilot .,the pilot catches the worker .,the worker is caught by the pilot .
a pilot destroyed a worker .,a worker was destroyed by a pilot .,the pilot catches the worker .,the worker is caught by the pilot .
a professor destroys a cheese .,a cheese is destroyed by a professor .,the professor grabbed the cheese .,the cheese was grabbed by the professor .
a professor discovers a cheese .,a cheese is discovered by a professor .,the professor grabbed the cheese .,the cheese was grabbed by the professor .
a professor raises a cheese .,a cheese is raised by a professor .,the professor grabbed the cheese .,the cheese was grabbed by the professor .
a professor raises a cheese .,a cheese is raised by a professor .,the professor grabbed the cheese .,the cheese was grabbed by the professor .
a professor raises a cheese .,a cheese is raised by a professor .,the professor grabbed the cheese .,the cheese was grabbed by the professor .
a professor forgets a cheese .,a cheese is forgotten by a professor .,the professor grabbed the cheese .,the cheese was grabbed by the professor .
a professor discovers a cheese .,a cheese is discovered by a professor .,the professor grabbed the cheese .,the cheese was grabbed by the professor .
a professor destroys a cheese .,a cheese is destroyed by a professor .,the professor grabbed the cheese .,the cheese was grabbed by the professor .
a professor forgets a cheese .,a cheese is forgotten by a professor .,the professor grabbed the cheese .,the cheese was grabbed by the professor .
a professor forgets a cheese .,a cheese is forgotten by a professor .,the professor grabbed the cheese .,the cheese was grabbed by the professor .
an actress bothers a business .,a business is bothered by an actress .,the actress forgave the business .,the business was forgiven by the actress .
an actress asks a business .,a business is asked by an actress .,the actress forgave the business .,the business was forgiven by the actress .
an actress judges a business .,a business is judged by an actress .,the actress forgave the business .,the business was forgiven by the actress .
an actress chases a business .,a business is chased by an actress .,the actress forgave the business .,the business was forgiven by the actress .
an actress bothers a business .,a business is bothered by an actress .,the actress forgave the business .,the business was forgiven by the actress .
an actress chases a business .,a business is chased by an actress .,the actress forgave the business .,the business was forgiven by the actress .
an actress joins a business .,a business is joined by an actress .,the actress forgave the business .,the business was forgiven by the actress .
an actress hurts a business .,a business is hurt by an actress .,the actress forgave the business .,the business was forgiven by the actress .
an actress bothers a business .,a business is bothered by an actress .,the actress forgave the business .,the business was forgiven by the actress .
an actress judges a business .,a business is judged by an actress .,the actress forgave the business .,the business was forgiven by the actress .
an employee asks a king .,a king is asked by an employee .,the employee joined the king .,the king was joined by the employee .
an employee chases a king .,a king is chased by an employee .,the employee joined the king .,the king was joined by the employee .
an employee judges a king .,a king is judged by an employee .,the employee joined the king .,the king was joined by the employee .
an employee bothers a king .,a king is bothered by an employee .,the employee joined the king .,the king was joined by the employee .
an employee asks a king .,a king is asked by an employee .,the employee joined the king .,the king was joined by the employee .
an employee judges a king .,a king is judged by an employee .,the employee joined the king .,the king was joined by the employee .
an employee follows a king .,a king is followed by an employee .,the employee joined the king .,the king was joined by the employee .
an employee chases a king .,a king is chased by an employee .,the employee joined the king .,the king was joined by the employee .
an employee forgives a king .,a king is forgiven by an employee .,the employee joined the king .,the king was joined by the employee .
an employee bothers a king .,a king is bothered by an employee .,the employee joined the king .,the king was joined by the employee .
the doctor forgets the mayor .,the mayor is forgotten by the doctor .,a doctor destroyed a mayor .,a mayor was destroyed by a doctor .
the doctor discovers the mayor .,the mayor is discovered by the doctor .,a doctor destroyed a mayor .,a mayor was destroyed by a doctor .
the doctor carries the mayor .,the mayor is carried by the doctor .,a doctor destroyed a mayor .,a mayor was destroyed by a doctor .
the doctor describes the mayor .,the mayor is described by the doctor .,a doctor destroyed a mayor .,a mayor was destroyed by a doctor .
the doctor raises the mayor .,the mayor is raised by the doctor .,a doctor destroyed a mayor .,a mayor was destroyed by a doctor .
the doctor forgets the mayor .,the mayor is forgotten by the doctor .,a doctor destroyed a mayor .,a mayor was destroyed by a doctor .
the doctor carries the mayor .,the mayor is carried by the doctor .,a doctor destroyed a mayor .,a mayor was destroyed by a doctor .
the doctor describes the mayor .,the mayor is described by the doctor .,a doctor destroyed a mayor .,a mayor was destroyed by a doctor .
the doctor carries the mayor .,the mayor is carried by the doctor .,a doctor destroyed a mayor .,a mayor was destroyed by a doctor .
the doctor discovers the mayor .,the mayor is discovered by the doctor .,a doctor destroyed a mayor .,a mayor was destroyed by a doctor .
the winner hurt the prince .,the prince was hurt by the winner .,a winner follows a prince .,a prince is followed by a winner .
the winner hurt the prince .,the prince was hurt by the winner .,a winner follows a prince .,a prince is followed by a winner .
the winner judged the prince .,the prince was judged by the winner .,a winner follows a prince .,a prince is followed by a winner .
the winner joined the prince .,the prince was joined by the winner .,a winner follows a prince .,a prince is followed by a winner .
the winner bothered the prince .,the prince was bothered by the winner .,a winner follows a prince .,a prince is followed by a winner .
the winner judged the prince .,the prince was judged by the winner .,a winner follows a prince .,a prince is followed by a winner .
the winner bothered the prince .,the prince was bothered by the winner .,a winner follows a prince .,a prince is followed by a winner .
the winner judged the prince .,the prince was judged by the winner .,a winner follows a prince .,a prince is followed by a winner .
the winner bothered the prince .,the prince was bothered by the winner .,a winner follows a prince .,a prince is followed by a winner .
the winner judged the prince .,the prince was judged by the winner .,a winner follows a prince .,a prince is followed by a winner .
the chief grabbed the president .,the president was grabbed by the chief .,a chief destroys a president .,a president is destroyed by a chief .
the chief forgot the president .,the president was forgotten by the chief .,a chief destroys a president .,a president is destroyed by a chief .
the chief caught the president .,the president was caught by the chief .,a chief destroys a president .,a president is destroyed by a chief .
the chief described the president .,the president was described by the chief .,a chief destroys a president .,a president is destroyed by a chief .
the chief described the president .,the president was described by the chief .,a chief destroys a president .,a president is destroyed by a chief .
the chief forgot the president .,the president was forgotten by the chief .,a chief destroys a president .,a president is destroyed by a chief .
the chief selected the president .,the president was selected by the chief .,a chief destroys a president .,a president is destroyed by a chief .
the chief carried the president .,the president was carried by the chief .,a chief destroys a president .,a president is destroyed by a chief .
the chief selected the president .,the president was selected by the chief .,a chief destroys a president .,a president is destroyed by a chief .
the chief caught the president .,the president was caught by the chief .,a chief destroys a president .,a president is destroyed by a chief .
a prince taught a bishop .,a bishop was taught by a prince .,the prince beats the bishop .,the bishop is beaten by the prince .
a prince taught a bishop .,a bishop was taught by a prince .,the prince beats the bishop .,the bishop is beaten by the prince .
a prince understood a bishop .,a bishop was understood by a prince .,the prince beats the bishop .,the bishop is beaten by the prince .
a prince embraced a bishop .,a bishop was embraced by a prince .,the prince beats the bishop .,the bishop is beaten by the prince .
a prince kissed a bishop .,a bishop was kissed by a prince .,the prince beats the bishop .,the bishop is beaten by the prince .
a prince punched a bishop .,a bishop was punched by a prince .,the prince beats the bishop .,the bishop is beaten by the prince .
a prince comforted a bishop .,a bishop was comforted by a prince .,the prince beats the bishop .,the bishop is beaten by the prince .
a prince surprised a bishop .,a bishop was surprised by a prince .,the prince beats the bishop .,the bishop is beaten by the prince .
a prince embraced a bishop .,a bishop was embraced by a prince .,the prince beats the bishop .,the bishop is beaten by the prince .
a prince embraced a bishop .,a bishop was embraced by a prince .,the prince beats the bishop .,the bishop is beaten by the prince .
a lady collects a tea .,a tea is collected by a lady .,the lady smelled the tea .,the tea was smelled by the lady .
a lady prepares a tea .,a tea is prepared by a lady .,the lady smelled the tea .,the tea was smelled by the lady .
a lady prepares a tea .,a tea is prepared by a lady .,the lady smelled the tea .,the tea was smelled by the lady .
a lady prepares a tea .,a tea is prepared by a lady .,the lady smelled the tea .,the tea was smelled by the lady .
a lady collects a tea .,a tea is collected by a lady .,the lady smelled the tea .,the tea was smelled by the lady .
a lady prepares a tea .,a tea is prepared by a lady .,the lady smelled the tea .,the tea was smelled by the lady .
a lady prepares a tea .,a tea is prepared by a lady .,the lady smelled the tea .,the tea was smelled by the lady .
a lady collects a tea .,a tea is collected by a lady .,the lady smelled the tea .,the tea was smelled by the lady .
a lady collects a tea .,a tea is collected by a lady .,the lady smelled the tea .,the tea was smelled by the lady .
a lady collects a tea .,a tea is collected by a lady .,the lady smelled the tea .,the tea was smelled by the lady .
a worker wrapped a cigarette .,a cigarette was wrapped by a worker .,the worker accepts the cigarette .,the cigarette is accepted by the worker .
a worker left a cigarette .,a cigarette was left by a worker .,the worker accepts the cigarette .,the cigarette is accepted by the worker .
a worker broke a cigarette .,a cigarette was broken by a worker .,the worker accepts the cigarette .,the cigarette is accepted by the worker .
a worker broke a cigarette .,a cigarette was broken by a worker .,the worker accepts the cigarette .,the cigarette is accepted by the worker .
a worker wrapped a cigarette .,a cigarette was wrapped by a worker .,the worker accepts the cigarette .,the cigarette is accepted by the worker .
a worker removed a cigarette .,a cigarette was removed by a worker .,the worker accepts the cigarette .,the cigarette is accepted by the worker .
a worker broke a cigarette .,a cigarette was broken by a worker .,the worker accepts the cigarette .,the cigarette is accepted by the worker .
a worker wrapped a cigarette .,a cigarette was wrapped by a worker .,the worker accepts the cigarette .,the cigarette is accepted by the worker .
a worker broke a cigarette .,a cigarette was broken by a worker .,the worker accepts the cigarette .,the cigarette is accepted by the worker .
a worker broke a cigarette .,a cigarette was broken by a worker .,the worker accepts the cigarette .,the cigarette is accepted by the worker .
a colonel taught a friend .,a friend was taught by a colonel .,the colonel embraces the friend .,the friend is embraced by the colonel .
a colonel struck a friend .,a friend was struck by a colonel .,the colonel embraces the friend .,the friend is embraced by the colonel .
a colonel hurried a friend .,a friend was hurried by a colonel .,the colonel embraces the friend .,the friend is embraced by the colonel .
a colonel understood a friend .,a friend was understood by a colonel .,the colonel embraces the friend .,the friend is embraced by the colonel .
a colonel killed a friend .,a friend was killed by a colonel .,the colonel embraces the friend .,the friend is embraced by the colonel .
a colonel struck a friend .,a friend was struck by a colonel .,the colonel embraces the friend .,the friend is embraced by the colonel .
a colonel beat a friend .,a friend was beaten by a colonel .,the colonel embraces the friend .,the friend is embraced by the colonel .
a colonel killed a friend .,a friend was killed by a colonel .,the colonel embraces the friend .,the friend is embraced by the colonel .
a colonel killed a friend .,a friend was killed by a colonel .,the colonel embraces the friend .,the friend is embraced by the colonel .
a colonel hurried a friend .,a friend was hurried by a colonel .,the colonel embraces the friend .,the friend is embraced by the colonel .
a worker raised a cheese .,a cheese was raised by a worker .,the worker carries the cheese .,the cheese is carried by the worker .
a worker described a cheese .,a cheese was described by a worker .,the worker carries the cheese .,the cheese is carried by the worker .
a worker caught a cheese .,a cheese was caught by a worker .,the worker carries the cheese .,the cheese is carried by the worker .
a worker grabbed a cheese .,a cheese was grabbed by a worker .,the worker carries the cheese .,the cheese is carried by the worker .
a worker destroyed a cheese .,a cheese was destroyed by a worker .,the worker carries the cheese .,the cheese is carried by the worker .
a worker described a cheese .,a cheese was described by a worker .,the worker carries the cheese .,the cheese is carried by the worker .
a worker selected a cheese .,a cheese was selected by a worker .,the worker carries the cheese .,the cheese is carried by the worker .
a worker caught a cheese .,a cheese was caught by a worker .,the worker carries the cheese .,the cheese is carried by the worker .
a worker forgot a cheese .,a cheese was forgotten by a worker .,the worker carries the cheese .,the cheese is carried by the worker .
a worker caught a cheese .,a cheese was caught by a worker .,the worker carries the cheese .,the cheese is carried by the worker .
a priest embraces a prince .,a prince is embraced by a priest .,the priest hurried the prince .,the prince was hurried by the priest .
a priest teaches a prince .,a prince is taught by a priest .,the priest hurried the prince .,the prince was hurried by the priest .
a priest embraces a prince .,a prince is embraced by a priest .,the priest hurried the prince .,the prince was hurried by the priest .
a priest beats a prince .,a prince is beaten by a priest .,the priest hurried the prince .,the prince was hurried by the priest .
a priest punches a prince .,a prince is punched by a priest .,the priest hurried the prince .,the prince was hurried by the priest .
a priest kisses a prince .,a prince is kissed by a priest .,the priest hurried the prince .,the prince was hurried by the priest .
a priest kisses a prince .,a prince is kissed by a priest .,the priest hurried the prince .,the prince was hurried by the priest .
a priest beats a prince .,a prince is beaten by a priest .,the priest hurried the prince .,the prince was hurried by the priest .
a priest strikes a prince .,a prince is struck by a priest .,the priest hurried the prince .,the prince was hurried by the priest .
a priest understands a prince .,a prince is understood by a priest .,the priest hurried the prince .,the prince was hurried by the priest .
the opponent describes the professor .,the professor is described by the opponent .,an opponent discovered a professor .,a professor was discovered by an opponent .
the opponent grabs the professor .,the professor is grabbed by the opponent .,an opponent discovered a professor .,a professor was discovered by an opponent .
the opponent forgets the professor .,the professor is forgotten by the opponent .,an opponent discovered a professor .,a professor was discovered by an opponent .
the opponent carries the professor .,the professor is carried by the opponent .,an opponent discovered a professor .,a professor was discovered by an opponent .
the opponent selects the professor .,the professor is selected by the opponent .,an opponent discovered a professor .,a professor was discovered by an opponent .
the opponent forgets the professor .,the professor is forgotten by the opponent .,an opponent discovered a professor .,a professor was discovered by an opponent .
the opponent raises the professor .,the professor is raised by the opponent .,an opponent discovered a professor .,a professor was discovered by an opponent .
the opponent catches the professor .,the professor is caught by the opponent .,an opponent discovered a professor .,a professor was discovered by an opponent .
the opponent forgets the professor .,the professor is forgotten by the opponent .,an opponent discovered a professor .,a professor was discovered by an opponent .
the opponent carries the professor .,the professor is carried by the opponent .,an opponent discovered a professor .,a professor was discovered by an opponent .
a hero leaves a television .,a television is left by a hero .,the hero broke the television .,the television was broken by the hero .
a hero leaves a television .,a television is left by a hero .,the hero broke the television .,the television was broken by the hero .
a hero leaves a television .,a television is left by a hero .,the hero broke the television .,the television was broken by the hero .
a hero accepts a television .,a television is accepted by a hero .,the hero broke the television .,the television was broken by the hero .
a hero accepts a television .,a television is accepted by a hero .,the hero broke the television .,the television was broken by the hero .
a hero accepts a television .,a television is accepted by a hero .,the hero broke the television .,the television was broken by the hero .
a hero wraps a television .,a television is wrapped by a hero .,the hero broke the television .,the television was broken by the hero .
a hero wraps a television .,a television is wrapped by a hero .,the hero broke the television .,the television was broken by the hero .
a hero leaves a television .,a television is left by a hero .,the hero broke the television .,the television was broken by the hero .
a hero wraps a television .,a television is wrapped by a hero .,the hero broke the television .,the television was broken by the hero .
the lawyer punches the cousin .,the cousin is punched by the lawyer .,a lawyer understood a cousin .,a cousin was understood by a lawyer .
the lawyer surprises the cousin .,the cousin is surprised by the lawyer .,a lawyer understood a cousin .,a cousin was understood by a lawyer .
the lawyer strikes the cousin .,the cousin is struck by the lawyer .,a lawyer understood a cousin .,a cousin was understood by a lawyer .
the lawyer punches the cousin .,the cousin is punched by the lawyer .,a lawyer understood a cousin .,a cousin was understood by a lawyer .
the lawyer kisses the cousin .,the cousin is kissed by the lawyer .,a lawyer understood a cousin .,a cousin was understood by a lawyer .
the lawyer kills the cousin .,the cousin is killed by the lawyer .,a lawyer understood a cousin .,a cousin was understood by a lawyer .
the lawyer teaches the cousin .,the cousin is taught by the lawyer .,a lawyer understood a cousin .,a cousin was understood by a lawyer .
the lawyer kisses the cousin .,the cousin is kissed by the lawyer .,a lawyer understood a cousin .,a cousin was understood by a lawyer .
the lawyer embraces the cousin .,the cousin is embraced by the lawyer .,a lawyer understood a cousin .,a cousin was understood by a lawyer .
the lawyer strikes the cousin .,the cousin is struck by the lawyer .,a lawyer understood a cousin .,a cousin was understood by a lawyer .
the woman taught the princess .,the princess was taught by the woman .,a woman punches a princess .,a princess is punched by a woman .
the woman understood the princess .,the princess was understood by the woman .,a woman punches a princess .,a princess is punched by a woman .
the woman beat the princess .,the princess was beaten by the woman .,a woman punches a princess .,a princess is punched by a woman .
the woman killed the princess .,the princess was killed by the woman .,a woman punches a princess .,a princess is punched by a woman .
the woman embraced the princess .,the princess was embraced by the woman .,a woman punches a princess .,a princess is punched by a woman .
the woman taught the princess .,the princess was taught by the woman .,a woman punches a princess .,a princess is punched by a woman .
the woman comforted the princess .,the princess was comforted by the woman .,a woman punches a princess .,a princess is punched by a woman .
the woman comforted the princess .,the princess was comforted by the woman .,a woman punches a princess .,a princess is punched by a woman .
the woman understood the princess .,the princess was understood by the woman .,a woman punches a princess .,a princess is punched by a woman .
the woman understood the princess .,the princess was understood by the woman .,a woman punches a princess .,a princess is punched by a woman .
a singer embraced a leader .,a leader was embraced by a singer .,the singer punches the leader .,the leader is punched by the singer .
a singer surprised a leader .,a leader was surprised by a singer .,the singer punches the leader .,the leader is punched by the singer .
a singer killed a leader .,a leader was killed by a singer .,the singer punches the leader .,the leader is punched by the singer .
a singer surprised a leader .,a leader was surprised by a singer .,the singer punches the leader .,the leader is punched by the singer .
a singer comforted a leader .,a leader was comforted by a singer .,the singer punches the leader .,the leader is punched by the singer .
a singer embraced a leader .,a leader was embraced by a singer .,the singer punches the leader .,the leader is punched by the singer .
a singer hurried a leader .,a leader was hurried by a singer .,the singer punches the leader .,the leader is punched by the singer .
a singer taught a leader .,a leader was taught by a singer .,the singer punches the leader .,the leader is punched by the singer .
a singer embraced a leader .,a leader was embraced by a singer .,the singer punches the leader .,the leader is punched by the singer .
a singer comforted a leader .,a leader was comforted by a singer .,the singer punches the leader .,the leader is punched by the singer .
the girl kissed the employer .,the employer was kissed by the girl .,a girl strikes an employer .,an employer is struck by a girl .
the girl kissed the employer .,the employer was kissed by the girl .,a girl strikes an employer .,an employer is struck by a girl .
the girl embraced the employer .,the employer was embraced by the girl .,a girl strikes an employer .,an employer is struck by a girl .
the girl taught the employer .,the employer was taught by the girl .,a girl strikes an employer .,an employer is struck by a girl .
the girl embraced the employer .,the employer was embraced by the girl .,a girl strikes an employer .,an employer is struck by a girl .
the girl kissed the employer .,the employer was kissed by the girl .,a girl strikes an employer .,an employer is struck by a girl .
the girl embraced the employer .,the employer was embraced by the girl .,a girl strikes an employer .,an employer is struck by a girl .
the girl embraced the employer .,the employer was embraced by the girl .,a girl strikes an employer .,an employer is struck by a girl .
the girl embraced the employer .,the employer was embraced by the girl .,a girl strikes an employer .,an employer is struck by a girl .
the girl comforted the employer .,the employer was comforted by the girl .,a girl strikes an employer .,an employer is struck by a girl .
the cousin taught the nurse .,the nurse was taught by the cousin .,a cousin embraces a nurse .,a nurse is embraced by a cousin .
the cousin hurried the nurse .,the nurse was hurried by the cousin .,a cousin embraces a nurse .,a nurse is embraced by a cousin .
the cousin struck the nurse .,the nurse was struck by the cousin .,a cousin embraces a nurse .,a nurse is embraced by a cousin .
the cousin punched the nurse .,the nurse was punched by the cousin .,a cousin embraces a nurse .,a nurse is embraced by a cousin .
the cousin hurried the nurse .,the nurse was hurried by the cousin .,a cousin embraces a nurse .,a nurse is embraced by a cousin .
the cousin beat the nurse .,the nurse was beaten by the cousin .,a cousin embraces a nurse .,a nurse is embraced by a cousin .
the cousin taught the nurse .,the nurse was taught by the cousin .,a cousin embraces a nurse .,a nurse is embraced by a cousin .
the cousin hurried the nurse .,the nurse was hurried by the cousin .,a cousin embraces a nurse .,a nurse is embraced by a cousin .
the cousin comforted the nurse .,the nurse was comforted by the cousin .,a cousin embraces a nurse .,a nurse is embraced by a cousin .
the cousin understood the nurse .,the nurse was understood by the cousin .,a cousin embraces a nurse .,a nurse is embraced by a cousin .
an adult asked a husband .,a husband was asked by an adult .,the adult joins the husband .,the husband is joined by the adult .
an adult followed a husband .,a husband was followed by an adult .,the adult joins the husband .,the husband is joined by the adult .
an adult followed a husband .,a husband was followed by an adult .,the adult joins the husband .,the husband is joined by the adult .
an adult followed a husband .,a husband was followed by an adult .,the adult joins the husband .,the husband is joined by the adult .
an adult forgave a husband .,a husband was forgiven by an adult .,the adult joins the husband .,the husband is joined by the adult .
an adult judged a husband .,a husband was judged by an adult .,the adult joins the husband .,the husband is joined by the adult .
an adult forgave a husband .,a husband was forgiven by an adult .,the adult joins the husband .,the husband is joined by the adult .
an adult hurt a husband .,a husband was hurt by an adult .,the adult joins the husband .,the husband is joined by the adult .
an adult asked a husband .,a husband was asked by an adult .,the adult joins the husband .,the husband is joined by the adult .
an adult asked a husband .,a husband was asked by an adult .,the adult joins the husband .,the husband is joined by the adult .
a cousin strikes a reader .,a reader is struck by a cousin .,the cousin embraced the reader .,the reader was embraced by the cousin .
a cousin surprises a reader .,a reader is surprised by a cousin .,the cousin embraced the reader .,the reader was embraced by the cousin .
a cousin beats a reader .,a reader is beaten by a cousin .,the cousin embraced the reader .,the reader was embraced by the cousin .
a cousin punches a reader .,a reader is punched by a cousin .,the cousin embraced the reader .,the reader was embraced by the cousin .
a cousin understands a reader .,a reader is understood by a cousin .,the cousin embraced the reader .,the reader was embraced by the cousin .
a cousin comforts a reader .,a reader is comforted by a cousin .,the cousin embraced the reader .,the reader was embraced by the cousin .
a cousin kills a reader .,a reader is killed by a cousin .,the cousin embraced the reader .,the reader was embraced by the cousin .
a cousin beats a reader .,a reader is beaten by a cousin .,the cousin embraced the reader .,the reader was embraced by the cousin .
a cousin comforts a reader .,a reader is comforted by a cousin .,the cousin embraced the reader .,the reader was embraced by the cousin .
a cousin kills a reader .,a reader is killed by a cousin .,the cousin embraced the reader .,the reader was embraced by the cousin .
a soldier strikes a boy .,a boy is struck by a soldier .,the soldier kissed the boy .,the boy was kissed by the soldier .
a soldier surprises a boy .,a boy is surprised by a soldier .,the soldier kissed the boy .,the boy was kissed by the soldier .
a soldier strikes a boy .,a boy is struck by a soldier .,the soldier kissed the boy .,the boy was kissed by the soldier .
a soldier surprises a boy .,a boy is surprised by a soldier .,the soldier kissed the boy .,the boy was kissed by the soldier .
a soldier strikes a boy .,a boy is struck by a soldier .,the soldier kissed the boy .,the boy was kissed by the soldier .
a soldier strikes a boy .,a boy is struck by a soldier .,the soldier kissed the boy .,the boy was kissed by the soldier .
a soldier strikes a boy .,a boy is struck by a soldier .,the soldier kissed the boy .,the boy was kissed by the soldier .
a soldier comforts a boy .,a boy is comforted by a soldier .,the soldier kissed the boy .,the boy was kissed by the soldier .
a soldier kills a boy .,a boy is killed by a soldier .,the soldier kissed the boy .,the boy was kissed by the soldier .
a soldier hurries a boy .,a boy is hurried by a soldier .,the soldier kissed the boy .,the boy was kissed by the soldier .
the actor kisses the priest .,the priest is kissed by the actor .,an actor comforted a priest .,a priest was comforted by an actor .
