pa, pp, ta, tp
the juice describes the uncle .,the uncle is described by the juice .,an author protected a mayor .,a mayor was protected by an author .
the chocolate understands the boy .,the boy is understood by the chocolate .,an author protected a mayor .,a mayor was protected by an author .
the bag wraps the candidate .,the candidate is wrapped by the bag .,an author protected a mayor .,a mayor was protected by an author .
the television breaks the chocolate .,the chocolate is broken by the television .,an author protected a mayor .,a mayor was protected by an author .
the hat hurries the girl .,the girl is hurried by the hat .,an author protected a mayor .,a mayor was protected by an author .
the machine grabs the button .,the button is grabbed by the machine .,an author protected a mayor .,a mayor was protected by an author .
a beer prepares a student .,a student is prepared by a beer .,the actor dragged the machine .,the machine was dragged by the actor .
a tea describes a box .,a box is described by a tea .,the actor dragged the machine .,the machine was dragged by the actor .
a newspaper teaches a tea .,a tea is taught by a newspaper .,the actor dragged the machine .,the machine was dragged by the actor .
a cup drinks a soldier .,a soldier is drunk by a cup .,the actor dragged the machine .,the machine was dragged by the actor .
a cheese wants a physician .,a physician is wanted by a cheese .,the actor dragged the machine .,the machine was dragged by the actor .
a salad grabs a log .,a log is grabbed by a salad .,the actor dragged the machine .,the machine was dragged by the actor .
a meal purchases a glass .,a glass is purchased by a meal .,the actor dragged the machine .,the machine was dragged by the actor .
a meal hurries a minister .,a minister is hurried by a meal .,the actor dragged the machine .,the machine was dragged by the actor .
an instrument removes a cheese .,a cheese is removed by an instrument .,the actor dragged the machine .,the machine was dragged by the actor .
a knife chases a bowl .,a bowl is chased by a knife .,the actor dragged the machine .,the machine was dragged by the actor .
the machine bothers the log .,the log is bothered by the machine .,a prince chased a company .,a company was chased by a prince .
the machine wants the beer .,the beer is wanted by the machine .,a prince chased a company .,a company was chased by a prince .
the chicken grabs the minister .,the minister is grabbed by the chicken .,a prince chased a company .,a company was chased by a prince .
the television carries the bishop .,the bishop is carried by the television .,a prince chased a company .,a company was chased by a prince .
the coat prepares the child .,the child is prepared by the coat .,a prince chased a company .,a company was chased by a prince .
the gun punches the cup .,the cup is punched by the gun .,a prince chased a company .,a company was chased by a prince .
the jacket accepts the soldier .,the soldier is accepted by the jacket .,a prince chased a company .,a company was chased by a prince .
the motor kills the camera .,the camera is killed by the motor .,a prince chased a company .,a company was chased by a prince .
the engine tastes the candidate .,the candidate is tasted by the engine .,a prince chased a company .,a company was chased by a prince .
the flower destroys the candidate .,the candidate is destroyed by the flower .,a prince chased a company .,a company was chased by a prince .
the guitar punches the actor .,the actor is punched by the guitar .,a mother taught a parent .,a parent was taught by a mother .
the coffee chases the aunt .,the aunt is chased by the coffee .,a mother taught a parent .,a parent was taught by a mother .
the bag smells the cup .,the cup is smelled by the bag .,a mother taught a parent .,a parent was taught by a mother .
the glass tastes the hero .,the hero is tasted by the glass .,a mother taught a parent .,a parent was taught by a mother .
the book asks the instrument .,the instrument is asked by the book .,a mother taught a parent .,a parent was taught by a mother .
the ball understands the bag .,the bag is understood by the ball .,a mother taught a parent .,a parent was taught by a mother .
the bottle hurries the jacket .,the jacket is hurried by the bottle .,a mother taught a parent .,a parent was taught by a mother .
the cup helps the pilot .,the pilot is helped by the cup .,a mother taught a parent .,a parent was taught by a mother .
the cheese judges the man .,the man is judged by the cheese .,a mother taught a parent .,a parent was taught by a mother .
the chocolate washes the sheriff .,the sheriff is washed by the chocolate .,a mother taught a parent .,a parent was taught by a mother .
a ball kept a nurse .,a nurse was kept by a ball .,the professor judges the bishop .,the bishop is judged by the professor .
a bell described a singer .,a singer was described by a bell .,the professor judges the bishop .,the bishop is judged by the professor .
a bell killed a bowl .,a bowl was killed by a bell .,the professor judges the bishop .,the bishop is judged by the professor .
a gun followed an employer .,an employer was followed by a gun .,the professor judges the bishop .,the bishop is judged by the professor .
a tea followed a crystal .,a crystal was followed by a tea .,the professor judges the bishop .,the bishop is judged by the professor .
a crystal removed a champion .,a champion was removed by a crystal .,the professor judges the bishop .,the bishop is judged by the professor .
a beer hurried a bowl .,a bowl was hurried by a beer .,the professor judges the bishop .,the bishop is judged by the professor .
a candy destroyed a key .,a key was destroyed by a candy .,the professor judges the bishop .,the bishop is judged by the professor .
a book beat a bell .,a bell was beaten by a book .,the professor judges the bishop .,the bishop is judged by the professor .
a pie protected a partner .,a partner was protected by a pie .,the professor judges the bishop .,the bishop is judged by the professor .
the knife collected the anchor .,the anchor was collected by the knife .,an actress drags a hat .,a hat is dragged by an actress .
the bowl struck the iron .,the iron was struck by the bowl .,an actress drags a hat .,a hat is dragged by an actress .
the chicken broke the juice .,the juice was broken by the chicken .,an actress drags a hat .,a hat is dragged by an actress .
the bag purchased the mayor .,the mayor was purchased by the bag .,an actress drags a hat .,a hat is dragged by an actress .
the jacket kept the juice .,the juice was kept by the jacket .,an actress drags a hat .,a hat is dragged by an actress .
the knife understood the telephone .,the telephone was understood by the knife .,an actress drags a hat .,a hat is dragged by an actress .
the knife taught the telephone .,the telephone was taught by the knife .,an actress drags a hat .,a hat is dragged by an actress .
the beer forgot the bowl .,the bowl was forgotten by the beer .,an actress drags a hat .,a hat is dragged by an actress .
the gun removed the jacket .,the jacket was removed by the gun .,an actress drags a hat .,a hat is dragged by an actress .
the iron ate the son .,the son was eaten by the iron .,an actress drags a hat .,a hat is dragged by an actress .
a camera forgave an uncle .,an uncle was forgiven by a camera .,the physician strikes the guest .,the guest is struck by the physician .
a coat surprised a juice .,a juice was surprised by a coat .,the physician strikes the guest .,the guest is struck by the physician .
a tea surprised a gun .,a gun was surprised by a tea .,the physician strikes the guest .,the guest is struck by the physician .
an iron carried a coffee .,a coffee was carried by an iron .,the physician strikes the guest .,the guest is struck by the physician .
a book carried a leader .,a leader was carried by a book .,the physician strikes the guest .,the guest is struck by the physician .
a button tasted a king .,a king was tasted by a button .,the physician strikes the guest .,the guest is struck by the physician .
a guitar understood a girl .,a girl was understood by a guitar .,the physician strikes the guest .,the guest is struck by the physician .
a jacket asked a daughter .,a daughter was asked by a jacket .,the physician strikes the guest .,the guest is struck by the physician .
a motor forgot a wire .,a wire was forgotten by a motor .,the physician strikes the guest .,the guest is struck by the physician .
a bell destroyed a jacket .,a jacket was destroyed by a bell .,the physician strikes the guest .,the guest is struck by the physician .
the book comforted the computer .,the computer was comforted by the book .,a woman describes a cup .,a cup is described by a woman .
the engine protected the leader .,the leader was protected by the engine .,a woman describes a cup .,a cup is described by a woman .
the meal wrapped the attorney .,the attorney was wrapped by the meal .,a woman describes a cup .,a cup is described by a woman .
the wire forgave the employee .,the employee was forgiven by the wire .,a woman describes a cup .,a cup is described by a woman .
the chicken struck the juice .,the juice was struck by the chicken .,a woman describes a cup .,a cup is described by a woman .
the instrument forgot the engine .,the engine was forgotten by the instrument .,a woman describes a cup .,a cup is described by a woman .
the pot washed the coat .,the coat was washed by the pot .,a woman describes a cup .,a cup is described by a woman .
the telephone chased the opponent .,the opponent was chased by the telephone .,a woman describes a cup .,a cup is described by a woman .
the juice destroyed the leader .,the leader was destroyed by the juice .,a woman describes a cup .,a cup is described by a woman .
the beer left the daughter .,the daughter was left by the beer .,a woman describes a cup .,a cup is described by a woman .
the chocolate embraces the bag .,the bag is embraced by the chocolate .,an aunt bothered an attorney .,an attorney was bothered by an aunt .
the salad discovers the princess .,the princess is discovered by the salad .,an aunt bothered an attorney .,an attorney was bothered by an aunt .
the salad drinks the priest .,the priest is drunk by the salad .,an aunt bothered an attorney .,an attorney was bothered by an aunt .
the instrument purchases the plate .,the plate is purchased by the instrument .,an aunt bothered an attorney .,an attorney was bothered by an aunt .
the bottle kills the lady .,the lady is killed by the bottle .,an aunt bothered an attorney .,an attorney was bothered by an aunt .
the machine comforts the child .,the child is comforted by the machine .,an aunt bothered an attorney .,an attorney was bothered by an aunt .
the iron prepares the teacher .,the teacher is prepared by the iron .,an aunt bothered an attorney .,an attorney was bothered by an aunt .
the wire grabs the plate .,the plate is grabbed by the wire .,an aunt bothered an attorney .,an attorney was bothered by an aunt .
the motor grabs the box .,the box is grabbed by the motor .,an aunt bothered an attorney .,an attorney was bothered by an aunt .
the bell destroys the chief .,the chief is destroyed by the bell .,an aunt bothered an attorney .,an attorney was bothered by an aunt .
the bowl chases the company .,the company is chased by the bowl .,a colonel accepted a book .,a book was accepted by a colonel .
the box wraps the flower .,the flower is wrapped by the box .,a colonel accepted a book .,a book was accepted by a colonel .
the candy catches the television .,the television is caught by the candy .,a colonel accepted a book .,a book was accepted by a colonel .
the cup kills the scientist .,the scientist is killed by the cup .,a colonel accepted a book .,a book was accepted by a colonel .
the flower kisses the buddy .,the buddy is kissed by the flower .,a colonel accepted a book .,a book was accepted by a colonel .
the bag asks the chocolate .,the chocolate is asked by the bag .,a colonel accepted a book .,a book was accepted by a colonel .
the button removes the attorney .,the attorney is removed by the button .,a colonel accepted a book .,a book was accepted by a colonel .
the beer helps the card .,the card is helped by the beer .,a colonel accepted a book .,a book was accepted by a colonel .
the newspaper destroys the candy .,the candy is destroyed by the newspaper .,a colonel accepted a book .,a book was accepted by a colonel .
the motor catches the husband .,the husband is caught by the motor .,a colonel accepted a book .,a book was accepted by a colonel .
a cheese raised a cigarette .,a cigarette was raised by a cheese .,the employee hurts the army .,the army is hurt by the employee .
a chicken followed a bishop .,a bishop was followed by a chicken .,the employee hurts the army .,the army is hurt by the employee .
a coat kept a king .,a king was kept by a coat .,the employee hurts the army .,the army is hurt by the employee .
a wire raised an actor .,an actor was raised by a wire .,the employee hurts the army .,the army is hurt by the employee .
a flower kept a kid .,a kid was kept by a flower .,the employee hurts the army .,the army is hurt by the employee .
a cup dragged a machine .,a machine was dragged by a cup .,the employee hurts the army .,the army is hurt by the employee .
a juice smelled a president .,a president was smelled by a juice .,the employee hurts the army .,the army is hurt by the employee .
an instrument kept a newspaper .,a newspaper was kept by an instrument .,the employee hurts the army .,the army is hurt by the employee .
an iron raised a president .,a president was raised by an iron .,the employee hurts the army .,the army is hurt by the employee .
a pot followed a princess .,a princess was followed by a pot .,the employee hurts the army .,the army is hurt by the employee .
the salad raises the leader .,the leader is raised by the salad .,a professor collected a tea .,a tea was collected by a professor .
the bowl strikes the worker .,the worker is struck by the bowl .,a professor collected a tea .,a tea was collected by a professor .
the beer carries the guy .,the guy is carried by the beer .,a professor collected a tea .,a tea was collected by a professor .
the log comforts the parent .,the parent is comforted by the log .,a professor collected a tea .,a tea was collected by a professor .
the beer kisses the winner .,the winner is kissed by the beer .,a professor collected a tea .,a tea was collected by a professor .
the ball chases the husband .,the husband is chased by the ball .,a professor collected a tea .,a tea was collected by a professor .
the knife wants the chocolate .,the chocolate is wanted by the knife .,a professor collected a tea .,a tea was collected by a professor .
the card hurts the guitar .,the guitar is hurt by the card .,a professor collected a tea .,a tea was collected by a professor .
the anchor grabs the president .,the president is grabbed by the anchor .,a professor collected a tea .,a tea was collected by a professor .
the bowl comforts the girl .,the girl is comforted by the bowl .,a professor collected a tea .,a tea was collected by a professor .
an anchor embraces a box .,a box is embraced by an anchor .,the candidate destroyed the iron .,the iron was destroyed by the candidate .
a flower bothers an aunt .,an aunt is bothered by a flower .,the candidate destroyed the iron .,the iron was destroyed by the candidate .
a cheese punches a writer .,a writer is punched by a cheese .,the candidate destroyed the iron .,the iron was destroyed by the candidate .
a crystal bothers a log .,a log is bothered by a crystal .,the candidate destroyed the iron .,the iron was destroyed by the candidate .
a motor wraps a physician .,a physician is wrapped by a motor .,the candidate destroyed the iron .,the iron was destroyed by the candidate .
a television describes a hat .,a hat is described by a television .,the candidate destroyed the iron .,the iron was destroyed by the candidate .
a card follows a salad .,a salad is followed by a card .,the candidate destroyed the iron .,the iron was destroyed by the candidate .
a log smells a camera .,a camera is smelled by a log .,the candidate destroyed the iron .,the iron was destroyed by the candidate .
a flower raises an employer .,an employer is raised by a flower .,the candidate destroyed the iron .,the iron was destroyed by the candidate .
a glass hurries a bottle .,a bottle is hurried by a glass .,the candidate destroyed the iron .,the iron was destroyed by the candidate .
a chicken bothered a glass .,a glass was bothered by a chicken .,the singer smells the salad .,the salad is smelled by the singer .
a cup surprised a motor .,a motor was surprised by a cup .,the singer smells the salad .,the salad is smelled by the singer .
a knife beat a business .,a business was beaten by a knife .,the singer smells the salad .,the salad is smelled by the singer .
a computer left a bag .,a bag was left by a computer .,the singer smells the salad .,the salad is smelled by the singer .
a tea hurt a key .,a key was hurt by a tea .,the singer smells the salad .,the salad is smelled by the singer .
a plate chased an actress .,an actress was chased by a plate .,the singer smells the salad .,the salad is smelled by the singer .
an anchor beat a cop .,a cop was beaten by an anchor .,the singer smells the salad .,the salad is smelled by the singer .
a knife prepared a beer .,a beer was prepared by a knife .,the singer smells the salad .,the salad is smelled by the singer .
a gun chased a company .,a company was chased by a gun .,the singer smells the salad .,the salad is smelled by the singer .
a coat helped a colonel .,a colonel was helped by a coat .,the singer smells the salad .,the salad is smelled by the singer .
a bag bothers an actor .,an actor is bothered by a bag .,the adult kissed the buddy .,the buddy was kissed by the adult .
a bell hurts a lawyer .,a lawyer is hurt by a bell .,the adult kissed the buddy .,the buddy was kissed by the adult .
a crystal carries a glass .,a glass is carried by a crystal .,the adult kissed the buddy .,the buddy was kissed by the adult .
a newspaper surprises a hat .,a hat is surprised by a newspaper .,the adult kissed the buddy .,the buddy was kissed by the adult .
a candy protects a chief .,a chief is protected by a candy .,the adult kissed the buddy .,the buddy was kissed by the adult .
a salad keeps a plate .,a plate is kept by a salad .,the adult kissed the buddy .,the buddy was kissed by the adult .
a cigarette wants a chief .,a chief is wanted by a cigarette .,the adult kissed the buddy .,the buddy was kissed by the adult .
a bag accepts a cigarette .,a cigarette is accepted by a bag .,the adult kissed the buddy .,the buddy was kissed by the adult .
a bag protects a lady .,a lady is protected by a bag .,the adult kissed the buddy .,the buddy was kissed by the adult .
a coat tastes a television .,a television is tasted by a coat .,the adult kissed the buddy .,the buddy was kissed by the adult .
the iron teaches the plate .,the plate is taught by the iron .,a soldier judged a company .,a company was judged by a soldier .
the pot discovers the pie .,the pie is discovered by the pot .,a soldier judged a company .,a company was judged by a soldier .
the cup wraps the adult .,the adult is wrapped by the cup .,a soldier judged a company .,a company was judged by a soldier .
the wire protects the candidate .,the candidate is protected by the wire .,a soldier judged a company .,a company was judged by a soldier .
the newspaper forgives the pie .,the pie is forgiven by the newspaper .,a soldier judged a company .,a company was judged by a soldier .
the bottle kisses the adult .,the adult is kissed by the bottle .,a soldier judged a company .,a company was judged by a soldier .
the instrument describes the club .,the club is described by the instrument .,a soldier judged a company .,a company was judged by a soldier .
the machine leaves the mother .,the mother is left by the machine .,a soldier judged a company .,a company was judged by a soldier .
the chicken kisses the ball .,the ball is kissed by the chicken .,a soldier judged a company .,a company was judged by a soldier .
the guitar raises the employee .,the employee is raised by the guitar .,a soldier judged a company .,a company was judged by a soldier .
a newspaper breaks a woman .,a woman is broken by a newspaper .,the son led the club .,the club was led by the son .
a key prepares a crystal .,a crystal is prepared by a key .,the son led the club .,the club was led by the son .
a cheese discovers a button .,a button is discovered by a cheese .,the son led the club .,the club was led by the son .
a telephone forgets a tea .,a tea is forgotten by a telephone .,the son led the club .,the club was led by the son .
a motor leaves an army .,an army is left by a motor .,the son led the club .,the club was led by the son .
a glass hurts a scientist .,a scientist is hurt by a glass .,the son led the club .,the club was led by the son .
an instrument raises a guitar .,a guitar is raised by an instrument .,the son led the club .,the club was led by the son .
a cheese collects a professor .,a professor is collected by a cheese .,the son led the club .,the club was led by the son .
a cup tastes a parent .,a parent is tasted by a cup .,the son led the club .,the club was led by the son .
a beer comforts a candidate .,a candidate is comforted by a beer .,the son led the club .,the club was led by the son .
the box joins the guy .,the guy is joined by the box .,a wife asked an opponent .,an opponent was asked by a wife .
the crystal hurries the knife .,the knife is hurried by the crystal .,a wife asked an opponent .,an opponent was asked by a wife .
the glass teaches the beer .,the beer is taught by the glass .,a wife asked an opponent .,an opponent was asked by a wife .
the bell removes the attorney .,the attorney is removed by the bell .,a wife asked an opponent .,an opponent was asked by a wife .
the newspaper kisses the meal .,the meal is kissed by the newspaper .,a wife asked an opponent .,an opponent was asked by a wife .
the instrument tastes the engine .,the engine is tasted by the instrument .,a wife asked an opponent .,an opponent was asked by a wife .
the bell prepares the hat .,the hat is prepared by the bell .,a wife asked an opponent .,an opponent was asked by a wife .
the card bothers the chocolate .,the chocolate is bothered by the card .,a wife asked an opponent .,an opponent was asked by a wife .
the pie carries the girl .,the girl is carried by the pie .,a wife asked an opponent .,an opponent was asked by a wife .
the key hurries the physician .,the physician is hurried by the key .,a wife asked an opponent .,an opponent was asked by a wife .
the book eats the priest .,the priest is eaten by the book .,a guy broke a jacket .,a jacket was broken by a guy .
the ball punches the cousin .,the cousin is punched by the ball .,a guy broke a jacket .,a jacket was broken by a guy .
the card punches the engine .,the engine is punched by the card .,a guy broke a jacket .,a jacket was broken by a guy .
the wire leads the camera .,the camera is led by the wire .,a guy broke a jacket .,a jacket was broken by a guy .
the gun wraps the singer .,the singer is wrapped by the gun .,a guy broke a jacket .,a jacket was broken by a guy .
the card forgives the kid .,the kid is forgiven by the card .,a guy broke a jacket .,a jacket was broken by a guy .
the cheese hurries the author .,the author is hurried by the cheese .,a guy broke a jacket .,a jacket was broken by a guy .
the bottle chases the cigarette .,the cigarette is chased by the bottle .,a guy broke a jacket .,a jacket was broken by a guy .
the telephone hurts the book .,the book is hurt by the telephone .,a guy broke a jacket .,a jacket was broken by a guy .
the card accepts the lawyer .,the lawyer is accepted by the card .,a guy broke a jacket .,a jacket was broken by a guy .
the iron tastes the chief .,the chief is tasted by the iron .,a nurse bothered a manager .,a manager was bothered by a nurse .
the salad joins the priest .,the priest is joined by the salad .,a nurse bothered a manager .,a manager was bothered by a nurse .
the coffee drags the motor .,the motor is dragged by the coffee .,a nurse bothered a manager .,a manager was bothered by a nurse .
the bottle wraps the knife .,the knife is wrapped by the bottle .,a nurse bothered a manager .,a manager was bothered by a nurse .
the cheese raises the singer .,the singer is raised by the cheese .,a nurse bothered a manager .,a manager was bothered by a nurse .
the newspaper punches the computer .,the computer is punched by the newspaper .,a nurse bothered a manager .,a manager was bothered by a nurse .
the wire uses the bag .,the bag is used by the wire .,a nurse bothered a manager .,a manager was bothered by a nurse .
the crystal uses the motor .,the motor is used by the crystal .,a nurse bothered a manager .,a manager was bothered by a nurse .
the juice accepts the coat .,the coat is accepted by the juice .,a nurse bothered a manager .,a manager was bothered by a nurse .
the engine kisses the coat .,the coat is kissed by the engine .,a nurse bothered a manager .,a manager was bothered by a nurse .
a jacket uses a son .,a son is used by a jacket .,the chief comforted the prince .,the prince was comforted by the chief .
a newspaper breaks a salad .,a salad is broken by a newspaper .,the chief comforted the prince .,the prince was comforted by the chief .
a tea smells an actress .,an actress is smelled by a tea .,the chief comforted the prince .,the prince was comforted by the chief .
a gun wraps a ball .,a ball is wrapped by a gun .,the chief comforted the prince .,the prince was comforted by the chief .
a button chases a guitar .,a guitar is chased by a button .,the chief comforted the prince .,the prince was comforted by the chief .
an engine destroys a pie .,a pie is destroyed by an engine .,the chief comforted the prince .,the prince was comforted by the chief .
a coffee joins a cup .,a cup is joined by a coffee .,the chief comforted the prince .,the prince was comforted by the chief .
a candy uses a glass .,a glass is used by a candy .,the chief comforted the prince .,the prince was comforted by the chief .
a bell forgets a girl .,a girl is forgotten by a bell .,the chief comforted the prince .,the prince was comforted by the chief .
a glass hurries a guest .,a guest is hurried by a glass .,the chief comforted the prince .,the prince was comforted by the chief .
an iron forgave a priest .,a priest was forgiven by an iron .,the administration protects the brother .,the brother is protected by the administration .
a motor accepted a lady .,a lady was accepted by a motor .,the administration protects the brother .,the brother is protected by the administration .
an iron discovered a bishop .,a bishop was discovered by an iron .,the administration protects the brother .,the brother is protected by the administration .
a ball wanted a meal .,a meal was wanted by a ball .,the administration protects the brother .,the brother is protected by the administration .
a bag removed a worker .,a worker was removed by a bag .,the administration protects the brother .,the brother is protected by the administration .
a pie smelled a salad .,a salad was smelled by a pie .,the administration protects the brother .,the brother is protected by the administration .
a ball surprised an employee .,an employee was surprised by a ball .,the administration protects the brother .,the brother is protected by the administration .
an iron collected a machine .,a machine was collected by an iron .,the administration protects the brother .,the brother is protected by the administration .
a coffee collected a child .,a child was collected by a coffee .,the administration protects the brother .,the brother is protected by the administration .
an engine dragged a priest .,a priest was dragged by an engine .,the administration protects the brother .,the brother is protected by the administration .
a coffee breaks a mother .,a mother is broken by a coffee .,the company protected the chief .,the chief was protected by the company .
an instrument joins a reader .,a reader is joined by an instrument .,the company protected the chief .,the chief was protected by the company .
a tea wants a box .,a box is wanted by a tea .,the company protected the chief .,the chief was protected by the company .
a bag understands a ball .,a ball is understood by a bag .,the company protected the chief .,the chief was protected by the company .
a flower chases a chocolate .,a chocolate is chased by a flower .,the company protected the chief .,the chief was protected by the company .
a box accepts an attorney .,an attorney is accepted by a box .,the company protected the chief .,the chief was protected by the company .
a hat forgets a partner .,a partner is forgotten by a hat .,the company protected the chief .,the chief was protected by the company .
a bag smells a guy .,a guy is smelled by a bag .,the company protected the chief .,the chief was protected by the company .
a chicken embraces a beer .,a beer is embraced by a chicken .,the company protected the chief .,the chief was protected by the company .
a coat purchases a scientist .,a scientist is purchased by a coat .,the company protected the chief .,the chief was protected by the company .
a crystal broke a daughter .,a daughter was broken by a crystal .,the professor forgives the student .,the student is forgiven by the professor .
a machine drank a coat .,a coat was drunk by a machine .,the professor forgives the student .,the student is forgiven by the professor .
a button drank a candidate .,a candidate was drunk by a button .,the professor forgives the student .,the student is forgiven by the professor .
a bottle ate a champion .,a champion was eaten by a bottle .,the professor forgives the student .,the student is forgiven by the professor .
a flower described a pilot .,a pilot was described by a flower .,the professor forgives the student .,the student is forgiven by the professor .
a motor killed an aunt .,an aunt was killed by a motor .,the professor forgives the student .,the student is forgiven by the professor .
a button joined a chocolate .,a chocolate was joined by a button .,the professor forgives the student .,the student is forgiven by the professor .
a motor selected a coat .,a coat was selected by a motor .,the professor forgives the student .,the student is forgiven by the professor .
a telephone carried a lady .,a lady was carried by a telephone .,the professor forgives the student .,the student is forgiven by the professor .
a cheese hurt a wire .,a wire was hurt by a cheese .,the professor forgives the student .,the student is forgiven by the professor .
the iron surprised the manager .,the manager was surprised by the iron .,a sheriff judges a captain .,a captain is judged by a sheriff .
the chicken raised the daughter .,the daughter was raised by the chicken .,a sheriff judges a captain .,a captain is judged by a sheriff .
the knife beat the candy .,the candy was beaten by the knife .,a sheriff judges a captain .,a captain is judged by a sheriff .
the key broke the husband .,the husband was broken by the key .,a sheriff judges a captain .,a captain is judged by a sheriff .
the computer left the cheese .,the cheese was left by the computer .,a sheriff judges a captain .,a captain is judged by a sheriff .
the computer joined the minister .,the minister was joined by the computer .,a sheriff judges a captain .,a captain is judged by a sheriff .
the guitar selected the coffee .,the coffee was selected by the guitar .,a sheriff judges a captain .,a captain is judged by a sheriff .
the anchor killed the mayor .,the mayor was killed by the anchor .,a sheriff judges a captain .,a captain is judged by a sheriff .
the key punched the hero .,the hero was punched by the key .,a sheriff judges a captain .,a captain is judged by a sheriff .
the beer embraced the student .,the student was embraced by the beer .,a sheriff judges a captain .,a captain is judged by a sheriff .
an engine raises an actor .,an actor is raised by an engine .,the leader selected the meal .,the meal was selected by the leader .
a camera describes a child .,a child is described by a camera .,the leader selected the meal .,the meal was selected by the leader .
a bowl leaves an employee .,an employee is left by a bowl .,the leader selected the meal .,the meal was selected by the leader .
a beer washes a woman .,a woman is washed by a beer .,the leader selected the meal .,the meal was selected by the leader .
a television punches a knife .,a knife is punched by a television .,the leader selected the meal .,the meal was selected by the leader .
a guitar strikes a child .,a child is struck by a guitar .,the leader selected the meal .,the meal was selected by the leader .
a wire wants a candy .,a candy is wanted by a wire .,the leader selected the meal .,the meal was selected by the leader .
a candy collects a priest .,a priest is collected by a candy .,the leader selected the meal .,the meal was selected by the leader .
a ball tastes a teacher .,a teacher is tasted by a ball .,the leader selected the meal .,the meal was selected by the leader .
a beer hurts a television .,a television is hurt by a beer .,the leader selected the meal .,the meal was selected by the leader .
a card destroys a computer .,a computer is destroyed by a card .,the uncle selected the telephone .,the telephone was selected by the uncle .
a candy purchases a hat .,a hat is purchased by a candy .,the uncle selected the telephone .,the telephone was selected by the uncle .
a flower describes a corporation .,a corporation is described by a flower .,the uncle selected the telephone .,the telephone was selected by the uncle .
an engine wraps a child .,a child is wrapped by an engine .,the uncle selected the telephone .,the telephone was selected by the uncle .
a meal tastes a motor .,a motor is tasted by a meal .,the uncle selected the telephone .,the telephone was selected by the uncle .
a juice comforts a guitar .,a guitar is comforted by a juice .,the uncle selected the telephone .,the telephone was selected by the uncle .
a juice teaches a hat .,a hat is taught by a juice .,the uncle selected the telephone .,the telephone was selected by the uncle .
a coffee teaches a buddy .,a buddy is taught by a coffee .,the uncle selected the telephone .,the telephone was selected by the uncle .
a bottle leads a physician .,a physician is led by a bottle .,the uncle selected the telephone .,the telephone was selected by the uncle .
a bottle forgets a cheese .,a cheese is forgotten by a bottle .,the uncle selected the telephone .,the telephone was selected by the uncle .
the candy selected the coat .,the coat was selected by the candy .,a kid chases a husband .,a husband is chased by a kid .
the machine ate the flower .,the flower was eaten by the machine .,a kid chases a husband .,a husband is chased by a kid .
the bowl described the princess .,the princess was described by the bowl .,a kid chases a husband .,a husband is chased by a kid .
the plate helped the machine .,the machine was helped by the plate .,a kid chases a husband .,a husband is chased by a kid .
the box asked the instrument .,the instrument was asked by the box .,a kid chases a husband .,a husband is chased by a kid .
the instrument raised the teacher .,the teacher was raised by the instrument .,a kid chases a husband .,a husband is chased by a kid .
the cigarette ate the cheese .,the cheese was eaten by the cigarette .,a kid chases a husband .,a husband is chased by a kid .
the chocolate comforted the captain .,the captain was comforted by the chocolate .,a kid chases a husband .,a husband is chased by a kid .
the log tasted the writer .,the writer was tasted by the log .,a kid chases a husband .,a husband is chased by a kid .
the crystal judged the band .,the band was judged by the crystal .,a kid chases a husband .,a husband is chased by a kid .
the wire kisses the uncle .,the uncle is kissed by the wire .,an employee beat an actress .,an actress was beaten by an employee .
the camera breaks the coat .,the coat is broken by the camera .,an employee beat an actress .,an actress was beaten by an employee .
the cheese forgives the sheriff .,the sheriff is forgiven by the cheese .,an employee beat an actress .,an actress was beaten by an employee .
the engine purchases the husband .,the husband is purchased by the engine .,an employee beat an actress .,an actress was beaten by an employee .
the card asks the tea .,the tea is asked by the card .,an employee beat an actress .,an actress was beaten by an employee .
the key follows the bishop .,the bishop is followed by the key .,an employee beat an actress .,an actress was beaten by an employee .
the knife joins the soldier .,the soldier is joined by the knife .,an employee beat an actress .,an actress was beaten by an employee .
the wire forgives the king .,the king is forgiven by the wire .,an employee beat an actress .,an actress was beaten by an employee .
the meal forgets the motor .,the motor is forgotten by the meal .,an employee beat an actress .,an actress was beaten by an employee .
the crystal uses the pilot .,the pilot is used by the crystal .,an employee beat an actress .,an actress was beaten by an employee .
the anchor catches the manager .,the manager is caught by the anchor .,a sheriff embraced an employer .,an employer was embraced by a sheriff .
the knife removes the child .,the child is removed by the knife .,a sheriff embraced an employer .,an employer was embraced by a sheriff .
the log raises the club .,the club is raised by the log .,a sheriff embraced an employer .,an employer was embraced by a sheriff .
the pot asks the gun .,the gun is asked by the pot .,a sheriff embraced an employer .,an employer was embraced by a sheriff .
the instrument understands the minister .,the minister is understood by the instrument .,a sheriff embraced an employer .,an employer was embraced by a sheriff .
the box smells the king .,the king is smelled by the box .,a sheriff embraced an employer .,an employer was embraced by a sheriff .
the bowl kills the glass .,the glass is killed by the bowl .,a sheriff embraced an employer .,an employer was embraced by a sheriff .
the glass drinks the jacket .,the jacket is drunk by the glass .,a sheriff embraced an employer .,an employer was embraced by a sheriff .
the tea selects the cheese .,the cheese is selected by the tea .,a sheriff embraced an employer .,an employer was embraced by a sheriff .
the cheese catches the physician .,the physician is caught by the cheese .,a sheriff embraced an employer .,an employer was embraced by a sheriff .
