pa, pp, ta, tp
the army protects the author .,the author is protected by the army .,a business protected a winner .,a winner was protected by a business .
the nurse protects the actress .,the actress is protected by the nurse .,a business protected a winner .,a winner was protected by a business .
the band protects the actor .,the actor is protected by the band .,a business protected a winner .,a winner was protected by a business .
the colonel protects the singer .,the singer is protected by the colonel .,a business protected a winner .,a winner was protected by a business .
the son protects the bishop .,the bishop is protected by the son .,a business protected a winner .,a winner was protected by a business .
the band protects the lady .,the lady is protected by the band .,a business protected a winner .,a winner was protected by a business .
the guy kissed the lady .,the lady was kissed by the guy .,a guest kisses an actor .,an actor is kissed by a guest .
the author kissed the cousin .,the cousin was kissed by the author .,a guest kisses an actor .,an actor is kissed by a guest .
the hero kissed the minister .,the minister was kissed by the hero .,a guest kisses an actor .,an actor is kissed by a guest .
the student kissed the reader .,the reader was kissed by the student .,a guest kisses an actor .,an actor is kissed by a guest .
the lawyer kissed the parent .,the parent was kissed by the lawyer .,a guest kisses an actor .,an actor is kissed by a guest .
the girl kissed the physician .,the physician was kissed by the girl .,a guest kisses an actor .,an actor is kissed by a guest .
the priest kissed the minister .,the minister was kissed by the priest .,a guest kisses an actor .,an actor is kissed by a guest .
the candidate kissed the physician .,the physician was kissed by the candidate .,a guest kisses an actor .,an actor is kissed by a guest .
the lady kissed the champion .,the champion was kissed by the lady .,a guest kisses an actor .,an actor is kissed by a guest .
the mayor kissed the mother .,the mother was kissed by the mayor .,a guest kisses an actor .,an actor is kissed by a guest .
a captain beats an actor .,an actor is beaten by a captain .,the champion beat the daughter .,the daughter was beaten by the champion .
a friend beats a cop .,a cop is beaten by a friend .,the champion beat the daughter .,the daughter was beaten by the champion .
a manager beats a king .,a king is beaten by a manager .,the champion beat the daughter .,the daughter was beaten by the champion .
a singer beats a president .,a president is beaten by a singer .,the champion beat the daughter .,the daughter was beaten by the champion .
a candidate beats a parent .,a parent is beaten by a candidate .,the champion beat the daughter .,the daughter was beaten by the champion .
an actress beats a doctor .,a doctor is beaten by an actress .,the champion beat the daughter .,the daughter was beaten by the champion .
a professor beats a friend .,a friend is beaten by a professor .,the champion beat the daughter .,the daughter was beaten by the champion .
a minister beats a mayor .,a mayor is beaten by a minister .,the champion beat the daughter .,the daughter was beaten by the champion .
a professor beats a husband .,a husband is beaten by a professor .,the champion beat the daughter .,the daughter was beaten by the champion .
a pilot beats a buddy .,a buddy is beaten by a pilot .,the champion beat the daughter .,the daughter was beaten by the champion .
an opponent selected a knife .,a knife was selected by an opponent .,the singer selects the lady .,the lady is selected by the singer .
a child selected a ball .,a ball was selected by a child .,the singer selects the lady .,the lady is selected by the singer .
a daughter selected a brother .,a brother was selected by a daughter .,the singer selects the lady .,the lady is selected by the singer .
a friend selected a machine .,a machine was selected by a friend .,the singer selects the lady .,the lady is selected by the singer .
an aunt selected an iron .,an iron was selected by an aunt .,the singer selects the lady .,the lady is selected by the singer .
a kid selected a tea .,a tea was selected by a kid .,the singer selects the lady .,the lady is selected by the singer .
an author selected a bowl .,a bowl was selected by an author .,the singer selects the lady .,the lady is selected by the singer .
a son selected a camera .,a camera was selected by a son .,the singer selects the lady .,the lady is selected by the singer .
a guy selected an aunt .,an aunt was selected by a guy .,the singer selects the lady .,the lady is selected by the singer .
a guest selected a parent .,a parent was selected by a guest .,the singer selects the lady .,the lady is selected by the singer .
a girl bothered a corporation .,a corporation was bothered by a girl .,the wife bothers the adult .,the adult is bothered by the wife .
a reader bothered a soldier .,a soldier was bothered by a reader .,the wife bothers the adult .,the adult is bothered by the wife .
a champion bothered an opponent .,an opponent was bothered by a champion .,the wife bothers the adult .,the adult is bothered by the wife .
a worker bothered an army .,an army was bothered by a worker .,the wife bothers the adult .,the adult is bothered by the wife .
a bishop bothered a band .,a band was bothered by a bishop .,the wife bothers the adult .,the adult is bothered by the wife .
a friend bothered a company .,a company was bothered by a friend .,the wife bothers the adult .,the adult is bothered by the wife .
an employee bothered a company .,a company was bothered by an employee .,the wife bothers the adult .,the adult is bothered by the wife .
a manager bothered a partner .,a partner was bothered by a manager .,the wife bothers the adult .,the adult is bothered by the wife .
a pilot bothered an administration .,an administration was bothered by a pilot .,the wife bothers the adult .,the adult is bothered by the wife .
an employer bothered a business .,a business was bothered by an employer .,the wife bothers the adult .,the adult is bothered by the wife .
an uncle understands a candidate .,a candidate is understood by an uncle .,the teacher understood the hero .,the hero was understood by the teacher .
a mother understands a priest .,a priest is understood by a mother .,the teacher understood the hero .,the hero was understood by the teacher .
a princess understands a leader .,a leader is understood by a princess .,the teacher understood the hero .,the hero was understood by the teacher .
a soldier understands a cop .,a cop is understood by a soldier .,the teacher understood the hero .,the hero was understood by the teacher .
an actress understands a physician .,a physician is understood by an actress .,the teacher understood the hero .,the hero was understood by the teacher .
a mother understands a singer .,a singer is understood by a mother .,the teacher understood the hero .,the hero was understood by the teacher .
a woman understands a singer .,a singer is understood by a woman .,the teacher understood the hero .,the hero was understood by the teacher .
a candidate understands a mayor .,a mayor is understood by a candidate .,the teacher understood the hero .,the hero was understood by the teacher .
an employer understands a son .,a son is understood by an employer .,the teacher understood the hero .,the hero was understood by the teacher .
a woman understands a prince .,a prince is understood by a woman .,the teacher understood the hero .,the hero was understood by the teacher .
a man embraced a parent .,a parent was embraced by a man .,the employer embraces the scientist .,the scientist is embraced by the employer .
a singer embraced a friend .,a friend was embraced by a singer .,the employer embraces the scientist .,the scientist is embraced by the employer .
a pilot embraced a physician .,a physician was embraced by a pilot .,the employer embraces the scientist .,the scientist is embraced by the employer .
a cousin embraced a kid .,a kid was embraced by a cousin .,the employer embraces the scientist .,the scientist is embraced by the employer .
a mother embraced a writer .,a writer was embraced by a mother .,the employer embraces the scientist .,the scientist is embraced by the employer .
a sheriff embraced a chief .,a chief was embraced by a sheriff .,the employer embraces the scientist .,the scientist is embraced by the employer .
a minister embraced a winner .,a winner was embraced by a minister .,the employer embraces the scientist .,the scientist is embraced by the employer .
a kid embraced a wife .,a wife was embraced by a kid .,the employer embraces the scientist .,the scientist is embraced by the employer .
a boy embraced a parent .,a parent was embraced by a boy .,the employer embraces the scientist .,the scientist is embraced by the employer .
a child embraced a boy .,a boy was embraced by a child .,the employer embraces the scientist .,the scientist is embraced by the employer .
the guy comforted the teacher .,the teacher was comforted by the guy .,an uncle comforts a lawyer .,a lawyer is comforted by an uncle .
the nurse comforted the mayor .,the mayor was comforted by the nurse .,an uncle comforts a lawyer .,a lawyer is comforted by an uncle .
the partner comforted the soldier .,the soldier was comforted by the partner .,an uncle comforts a lawyer .,a lawyer is comforted by an uncle .
the mayor comforted the pilot .,the pilot was comforted by the mayor .,an uncle comforts a lawyer .,a lawyer is comforted by an uncle .
the actor comforted the priest .,the priest was comforted by the actor .,an uncle comforts a lawyer .,a lawyer is comforted by an uncle .
the actor comforted the guy .,the guy was comforted by the actor .,an uncle comforts a lawyer .,a lawyer is comforted by an uncle .
the wife comforted the actor .,the actor was comforted by the wife .,an uncle comforts a lawyer .,a lawyer is comforted by an uncle .
the guy comforted the princess .,the princess was comforted by the guy .,an uncle comforts a lawyer .,a lawyer is comforted by an uncle .
the king comforted the mother .,the mother was comforted by the king .,an uncle comforts a lawyer .,a lawyer is comforted by an uncle .
the daughter comforted the bishop .,the bishop was comforted by the daughter .,an uncle comforts a lawyer .,a lawyer is comforted by an uncle .
the winner collected the candy .,the candy was collected by the winner .,a priest collects a chicken .,a chicken is collected by a priest .
the woman collected the hat .,the hat was collected by the woman .,a priest collects a chicken .,a chicken is collected by a priest .
the brother collected the beer .,the beer was collected by the brother .,a priest collects a chicken .,a chicken is collected by a priest .
the actress collected the jacket .,the jacket was collected by the actress .,a priest collects a chicken .,a chicken is collected by a priest .
the sheriff collected the log .,the log was collected by the sheriff .,a priest collects a chicken .,a chicken is collected by a priest .
the partner collected the juice .,the juice was collected by the partner .,a priest collects a chicken .,a chicken is collected by a priest .
the captain collected the motor .,the motor was collected by the captain .,a priest collects a chicken .,a chicken is collected by a priest .
the author collected the knife .,the knife was collected by the author .,a priest collects a chicken .,a chicken is collected by a priest .
the princess collected the tea .,the tea was collected by the princess .,a priest collects a chicken .,a chicken is collected by a priest .
the writer collected the bell .,the bell was collected by the writer .,a priest collects a chicken .,a chicken is collected by a priest .
the priest forgives the club .,the club is forgiven by the priest .,a woman forgave a partner .,a partner was forgiven by a woman .
the opponent forgives the army .,the army is forgiven by the opponent .,a woman forgave a partner .,a partner was forgiven by a woman .
the student forgives the employer .,the employer is forgiven by the student .,a woman forgave a partner .,a partner was forgiven by a woman .
the priest forgives the manager .,the manager is forgiven by the priest .,a woman forgave a partner .,a partner was forgiven by a woman .
the champion forgives the guest .,the guest is forgiven by the champion .,a woman forgave a partner .,a partner was forgiven by a woman .
the employee forgives the prince .,the prince is forgiven by the employee .,a woman forgave a partner .,a partner was forgiven by a woman .
the worker forgives the company .,the company is forgiven by the worker .,a woman forgave a partner .,a partner was forgiven by a woman .
the winner forgives the soldier .,the soldier is forgiven by the winner .,a woman forgave a partner .,a partner was forgiven by a woman .
the opponent forgives the army .,the army is forgiven by the opponent .,a woman forgave a partner .,a partner was forgiven by a woman .
the child forgives the adult .,the adult is forgiven by the child .,a woman forgave a partner .,a partner was forgiven by a woman .
the band protected the winner .,the winner was protected by the band .,an administration protects an adult .,an adult is protected by an administration .
the author protected the teacher .,the teacher was protected by the author .,an administration protects an adult .,an adult is protected by an administration .
the manager protected the cousin .,the cousin was protected by the manager .,an administration protects an adult .,an adult is protected by an administration .
the corporation protected the minister .,the minister was protected by the corporation .,an administration protects an adult .,an adult is protected by an administration .
the attorney protected the pilot .,the pilot was protected by the attorney .,an administration protects an adult .,an adult is protected by an administration .
the student protected the employer .,the employer was protected by the student .,an administration protects an adult .,an adult is protected by an administration .
the company protected the prince .,the prince was protected by the company .,an administration protects an adult .,an adult is protected by an administration .
the company protected the wife .,the wife was protected by the company .,an administration protects an adult .,an adult is protected by an administration .
the captain protected the writer .,the writer was protected by the captain .,an administration protects an adult .,an adult is protected by an administration .
the corporation protected the aunt .,the aunt was protected by the corporation .,an administration protects an adult .,an adult is protected by an administration .
a writer chases an army .,an army is chased by a writer .,the princess chased the kid .,the kid was chased by the princess .
a scientist chases a club .,a club is chased by a scientist .,the princess chased the kid .,the kid was chased by the princess .
a guy chases a chief .,a chief is chased by a guy .,the princess chased the kid .,the kid was chased by the princess .
an author chases a club .,a club is chased by an author .,the princess chased the kid .,the kid was chased by the princess .
a lawyer chases a corporation .,a corporation is chased by a lawyer .,the princess chased the kid .,the kid was chased by the princess .
a leader chases a band .,a band is chased by a leader .,the princess chased the kid .,the kid was chased by the princess .
a champion chases an army .,an army is chased by a champion .,the princess chased the kid .,the kid was chased by the princess .
a buddy chases a club .,a club is chased by a buddy .,the princess chased the kid .,the kid was chased by the princess .
a champion chases a minister .,a minister is chased by a champion .,the princess chased the kid .,the kid was chased by the princess .
a parent chases a cop .,a cop is chased by a parent .,the princess chased the kid .,the kid was chased by the princess .
a company wants a wire .,a wire is wanted by a company .,the parent wanted the tea .,the tea was wanted by the parent .
a corporation wants a log .,a log is wanted by a corporation .,the parent wanted the tea .,the tea was wanted by the parent .
an army wants a juice .,a juice is wanted by an army .,the parent wanted the tea .,the tea was wanted by the parent .
a corporation wants an anchor .,an anchor is wanted by a corporation .,the parent wanted the tea .,the tea was wanted by the parent .
a business wants a salad .,a salad is wanted by a business .,the parent wanted the tea .,the tea was wanted by the parent .
a colonel wants an anchor .,an anchor is wanted by a colonel .,the parent wanted the tea .,the tea was wanted by the parent .
an author wants a beer .,a beer is wanted by an author .,the parent wanted the tea .,the tea was wanted by the parent .
a corporation wants a meal .,a meal is wanted by a corporation .,the parent wanted the tea .,the tea was wanted by the parent .
a band wants a juice .,a juice is wanted by a band .,the parent wanted the tea .,the tea was wanted by the parent .
an employer wants a pie .,a pie is wanted by an employer .,the parent wanted the tea .,the tea was wanted by the parent .
a princess kissed a woman .,a woman was kissed by a princess .,the scientist kisses the kid .,the kid is kissed by the scientist .
a buddy kissed a teacher .,a teacher was kissed by a buddy .,the scientist kisses the kid .,the kid is kissed by the scientist .
a bishop kissed a woman .,a woman was kissed by a bishop .,the scientist kisses the kid .,the kid is kissed by the scientist .
a student kissed an employee .,an employee was kissed by a student .,the scientist kisses the kid .,the kid is kissed by the scientist .
a mayor kissed a buddy .,a buddy was kissed by a mayor .,the scientist kisses the kid .,the kid is kissed by the scientist .
a man kissed a king .,a king was kissed by a man .,the scientist kisses the kid .,the kid is kissed by the scientist .
a king kissed a winner .,a winner was kissed by a king .,the scientist kisses the kid .,the kid is kissed by the scientist .
a champion kissed a princess .,a princess was kissed by a champion .,the scientist kisses the kid .,the kid is kissed by the scientist .
a manager kissed a parent .,a parent was kissed by a manager .,the scientist kisses the kid .,the kid is kissed by the scientist .
a priest kissed a girl .,a girl was kissed by a priest .,the scientist kisses the kid .,the kid is kissed by the scientist .
the husband forgave the company .,the company was forgiven by the husband .,a pilot forgives a girl .,a girl is forgiven by a pilot .
the prince forgave the king .,the king was forgiven by the prince .,a pilot forgives a girl .,a girl is forgiven by a pilot .
the winner forgave the son .,the son was forgiven by the winner .,a pilot forgives a girl .,a girl is forgiven by a pilot .
the chief forgave the business .,the business was forgiven by the chief .,a pilot forgives a girl .,a girl is forgiven by a pilot .
the father forgave the actor .,the actor was forgiven by the father .,a pilot forgives a girl .,a girl is forgiven by a pilot .
the worker forgave the priest .,the priest was forgiven by the worker .,a pilot forgives a girl .,a girl is forgiven by a pilot .
the scientist forgave the band .,the band was forgiven by the scientist .,a pilot forgives a girl .,a girl is forgiven by a pilot .
the minister forgave the company .,the company was forgiven by the minister .,a pilot forgives a girl .,a girl is forgiven by a pilot .
the actor forgave the administration .,the administration was forgiven by the actor .,a pilot forgives a girl .,a girl is forgiven by a pilot .
the winner forgave the administration .,the administration was forgiven by the winner .,a pilot forgives a girl .,a girl is forgiven by a pilot .
a president forgot a computer .,a computer was forgotten by a president .,the teacher forgets the prince .,the prince is forgotten by the teacher .
a champion forgot a cheese .,a cheese was forgotten by a champion .,the teacher forgets the prince .,the prince is forgotten by the teacher .
a lady forgot a juice .,a juice was forgotten by a lady .,the teacher forgets the prince .,the prince is forgotten by the teacher .
a pilot forgot an engine .,an engine was forgotten by a pilot .,the teacher forgets the prince .,the prince is forgotten by the teacher .
a husband forgot a salad .,a salad was forgotten by a husband .,the teacher forgets the prince .,the prince is forgotten by the teacher .
a bishop forgot a meal .,a meal was forgotten by a bishop .,the teacher forgets the prince .,the prince is forgotten by the teacher .
a candidate forgot a juice .,a juice was forgotten by a candidate .,the teacher forgets the prince .,the prince is forgotten by the teacher .
an actor forgot a girl .,a girl was forgotten by an actor .,the teacher forgets the prince .,the prince is forgotten by the teacher .
a buddy forgot an actress .,an actress was forgotten by a buddy .,the teacher forgets the prince .,the prince is forgotten by the teacher .
a president forgot a tea .,a tea was forgotten by a president .,the teacher forgets the prince .,the prince is forgotten by the teacher .
the reader chases the lady .,the lady is chased by the reader .,a friend chased a chief .,a chief was chased by a friend .
the attorney chases the parent .,the parent is chased by the attorney .,a friend chased a chief .,a chief was chased by a friend .
the actor chases the band .,the band is chased by the actor .,a friend chased a chief .,a chief was chased by a friend .
the professor chases the employer .,the employer is chased by the professor .,a friend chased a chief .,a chief was chased by a friend .
the nurse chases the reader .,the reader is chased by the nurse .,a friend chased a chief .,a chief was chased by a friend .
the professor chases the band .,the band is chased by the professor .,a friend chased a chief .,a chief was chased by a friend .
the writer chases the band .,the band is chased by the writer .,a friend chased a chief .,a chief was chased by a friend .
the son chases the actress .,the actress is chased by the son .,a friend chased a chief .,a chief was chased by a friend .
the bishop chases the administration .,the administration is chased by the bishop .,a friend chased a chief .,a chief was chased by a friend .
the employer chases the student .,the student is chased by the employer .,a friend chased a chief .,a chief was chased by a friend .
the nurse purchases the tea .,the tea is purchased by the nurse .,a partner purchased a meal .,a meal was purchased by a partner .
the army purchases the chocolate .,the chocolate is purchased by the army .,a partner purchased a meal .,a meal was purchased by a partner .
the administration purchases the salad .,the salad is purchased by the administration .,a partner purchased a meal .,a meal was purchased by a partner .
the manager purchases the plate .,the plate is purchased by the manager .,a partner purchased a meal .,a meal was purchased by a partner .
the company purchases the key .,the key is purchased by the company .,a partner purchased a meal .,a meal was purchased by a partner .
the company purchases the candy .,the candy is purchased by the company .,a partner purchased a meal .,a meal was purchased by a partner .
the company purchases the beer .,the beer is purchased by the company .,a partner purchased a meal .,a meal was purchased by a partner .
the champion purchases the cheese .,the cheese is purchased by the champion .,a partner purchased a meal .,a meal was purchased by a partner .
the sheriff purchases the cheese .,the cheese is purchased by the sheriff .,a partner purchased a meal .,a meal was purchased by a partner .
the army purchases the juice .,the juice is purchased by the army .,a partner purchased a meal .,a meal was purchased by a partner .
the professor prepared the meal .,the meal was prepared by the professor .,an actress prepares a juice .,a juice is prepared by an actress .
the candidate prepared the pot .,the pot was prepared by the candidate .,an actress prepares a juice .,a juice is prepared by an actress .
the leader prepared the candy .,the candy was prepared by the leader .,an actress prepares a juice .,a juice is prepared by an actress .
the employer prepared the meal .,the meal was prepared by the employer .,an actress prepares a juice .,a juice is prepared by an actress .
the opponent prepared the chicken .,the chicken was prepared by the opponent .,an actress prepares a juice .,a juice is prepared by an actress .
the husband prepared the tea .,the tea was prepared by the husband .,an actress prepares a juice .,a juice is prepared by an actress .
the scientist prepared the tea .,the tea was prepared by the scientist .,an actress prepares a juice .,a juice is prepared by an actress .
the guy prepared the beer .,the beer was prepared by the guy .,an actress prepares a juice .,a juice is prepared by an actress .
the hero prepared the meal .,the meal was prepared by the hero .,an actress prepares a juice .,a juice is prepared by an actress .
the president prepared the pie .,the pie was prepared by the president .,an actress prepares a juice .,a juice is prepared by an actress .
a king teaches a lawyer .,a lawyer is taught by a king .,the employee taught the pilot .,the pilot was taught by the employee .
an actress teaches a father .,a father is taught by an actress .,the employee taught the pilot .,the pilot was taught by the employee .
a parent teaches a singer .,a singer is taught by a parent .,the employee taught the pilot .,the pilot was taught by the employee .
a candidate teaches a hero .,a hero is taught by a candidate .,the employee taught the pilot .,the pilot was taught by the employee .
a daughter teaches a buddy .,a buddy is taught by a daughter .,the employee taught the pilot .,the pilot was taught by the employee .
a son teaches a father .,a father is taught by a son .,the employee taught the pilot .,the pilot was taught by the employee .
a nurse teaches a son .,a son is taught by a nurse .,the employee taught the pilot .,the pilot was taught by the employee .
a brother teaches a colonel .,a colonel is taught by a brother .,the employee taught the pilot .,the pilot was taught by the employee .
a girl teaches a winner .,a winner is taught by a girl .,the employee taught the pilot .,the pilot was taught by the employee .
a lawyer teaches a leader .,a leader is taught by a lawyer .,the employee taught the pilot .,the pilot was taught by the employee .
the princess wrapped the bottle .,the bottle was wrapped by the princess .,a colonel wraps a cigarette .,a cigarette is wrapped by a colonel .
the singer wrapped the machine .,the machine was wrapped by the singer .,a colonel wraps a cigarette .,a cigarette is wrapped by a colonel .
the guest wrapped the crystal .,the crystal was wrapped by the guest .,a colonel wraps a cigarette .,a cigarette is wrapped by a colonel .
the prince wrapped the key .,the key was wrapped by the prince .,a colonel wraps a cigarette .,a cigarette is wrapped by a colonel .
the actress wrapped the log .,the log was wrapped by the actress .,a colonel wraps a cigarette .,a cigarette is wrapped by a colonel .
the professor wrapped the bag .,the bag was wrapped by the professor .,a colonel wraps a cigarette .,a cigarette is wrapped by a colonel .
the manager wrapped the card .,the card was wrapped by the manager .,a colonel wraps a cigarette .,a cigarette is wrapped by a colonel .
the brother wrapped the anchor .,the anchor was wrapped by the brother .,a colonel wraps a cigarette .,a cigarette is wrapped by a colonel .
the daughter wrapped the cup .,the cup was wrapped by the daughter .,a colonel wraps a cigarette .,a cigarette is wrapped by a colonel .
the soldier wrapped the key .,the key was wrapped by the soldier .,a colonel wraps a cigarette .,a cigarette is wrapped by a colonel .
a teacher protects a soldier .,a soldier is protected by a teacher .,the corporation protected the brother .,the brother was protected by the corporation .
a band protects a king .,a king is protected by a band .,the corporation protected the brother .,the brother was protected by the corporation .
a manager protects a priest .,a priest is protected by a manager .,the corporation protected the brother .,the brother was protected by the corporation .
a princess protects a lady .,a lady is protected by a princess .,the corporation protected the brother .,the brother was protected by the corporation .
an army protects an actor .,an actor is protected by an army .,the corporation protected the brother .,the brother was protected by the corporation .
a club protects a king .,a king is protected by a club .,the corporation protected the brother .,the brother was protected by the corporation .
an army protects a champion .,a champion is protected by an army .,the corporation protected the brother .,the brother was protected by the corporation .
a club protects a secretary .,a secretary is protected by a club .,the corporation protected the brother .,the brother was protected by the corporation .
a band protects a nurse .,a nurse is protected by a band .,the corporation protected the brother .,the brother was protected by the corporation .
an author protects a manager .,a manager is protected by an author .,the corporation protected the brother .,the brother was protected by the corporation .
the aunt protects the soldier .,the soldier is protected by the aunt .,a nurse protected a physician .,a physician was protected by a nurse .
the princess protects the student .,the student is protected by the princess .,a nurse protected a physician .,a physician was protected by a nurse .
the administration protects the lady .,the lady is protected by the administration .,a nurse protected a physician .,a physician was protected by a nurse .
the corporation protects the father .,the father is protected by the corporation .,a nurse protected a physician .,a physician was protected by a nurse .
the band protects the mayor .,the mayor is protected by the band .,a nurse protected a physician .,a physician was protected by a nurse .
the business protects the champion .,the champion is protected by the business .,a nurse protected a physician .,a physician was protected by a nurse .
the professor protects the lady .,the lady is protected by the professor .,a nurse protected a physician .,a physician was protected by a nurse .
the band protects the father .,the father is protected by the band .,a nurse protected a physician .,a physician was protected by a nurse .
the priest protects the prince .,the prince is protected by the priest .,a nurse protected a physician .,a physician was protected by a nurse .
the partner protects the worker .,the worker is protected by the partner .,a nurse protected a physician .,a physician was protected by a nurse .
a friend wrapped a ball .,a ball was wrapped by a friend .,the singer wraps the bell .,the bell is wrapped by the singer .
a student wrapped a book .,a book was wrapped by a student .,the singer wraps the bell .,the bell is wrapped by the singer .
a hero wrapped a bowl .,a bowl was wrapped by a hero .,the singer wraps the bell .,the bell is wrapped by the singer .
a lawyer wrapped a flower .,a flower was wrapped by a lawyer .,the singer wraps the bell .,the bell is wrapped by the singer .
a partner wrapped a telephone .,a telephone was wrapped by a partner .,the singer wraps the bell .,the bell is wrapped by the singer .
a kid wrapped a book .,a book was wrapped by a kid .,the singer wraps the bell .,the bell is wrapped by the singer .
a kid wrapped a card .,a card was wrapped by a kid .,the singer wraps the bell .,the bell is wrapped by the singer .
a secretary wrapped an instrument .,an instrument was wrapped by a secretary .,the singer wraps the bell .,the bell is wrapped by the singer .
a pilot wrapped a motor .,a motor was wrapped by a pilot .,the singer wraps the bell .,the bell is wrapped by the singer .
an opponent wrapped a key .,a key was wrapped by an opponent .,the singer wraps the bell .,the bell is wrapped by the singer .
the kid hurries the winner .,the winner is hurried by the kid .,an actress hurried an employee .,an employee was hurried by an actress .
the pilot hurries the guest .,the guest is hurried by the pilot .,an actress hurried an employee .,an employee was hurried by an actress .
the daughter hurries the mother .,the mother is hurried by the daughter .,an actress hurried an employee .,an employee was hurried by an actress .
the opponent hurries the king .,the king is hurried by the opponent .,an actress hurried an employee .,an employee was hurried by an actress .
the opponent hurries the singer .,the singer is hurried by the opponent .,an actress hurried an employee .,an employee was hurried by an actress .
the priest hurries the brother .,the brother is hurried by the priest .,an actress hurried an employee .,an employee was hurried by an actress .
the wife hurries the man .,the man is hurried by the wife .,an actress hurried an employee .,an employee was hurried by an actress .
the father hurries the cop .,the cop is hurried by the father .,an actress hurried an employee .,an employee was hurried by an actress .
the adult hurries the president .,the president is hurried by the adult .,an actress hurried an employee .,an employee was hurried by an actress .
the man hurries the lawyer .,the lawyer is hurried by the man .,an actress hurried an employee .,an employee was hurried by an actress .
the daughter followed the scientist .,the scientist was followed by the daughter .,a minister follows a business .,a business is followed by a minister .
the lawyer followed the band .,the band was followed by the lawyer .,a minister follows a business .,a business is followed by a minister .
the king followed the bishop .,the bishop was followed by the king .,a minister follows a business .,a business is followed by a minister .
the winner followed the president .,the president was followed by the winner .,a minister follows a business .,a business is followed by a minister .
the physician followed the cousin .,the cousin was followed by the physician .,a minister follows a business .,a business is followed by a minister .
the reader followed the nurse .,the nurse was followed by the reader .,a minister follows a business .,a business is followed by a minister .
the nurse followed the band .,the band was followed by the nurse .,a minister follows a business .,a business is followed by a minister .
the cop followed the friend .,the friend was followed by the cop .,a minister follows a business .,a business is followed by a minister .
the daughter followed the prince .,the prince was followed by the daughter .,a minister follows a business .,a business is followed by a minister .
the student followed the band .,the band was followed by the student .,a minister follows a business .,a business is followed by a minister .
the husband collected the juice .,the juice was collected by the husband .,a professor collects a coffee .,a coffee is collected by a professor .
the winner collected the pie .,the pie was collected by the winner .,a professor collects a coffee .,a coffee is collected by a professor .
the buddy collected the plate .,the plate was collected by the buddy .,a professor collects a coffee .,a coffee is collected by a professor .
the president collected the candy .,the candy was collected by the president .,a professor collects a coffee .,a coffee is collected by a professor .
the pilot collected the beer .,the beer was collected by the pilot .,a professor collects a coffee .,a coffee is collected by a professor .
the captain collected the chicken .,the chicken was collected by the captain .,a professor collects a coffee .,a coffee is collected by a professor .
the daughter collected the meal .,the meal was collected by the daughter .,a professor collects a coffee .,a coffee is collected by a professor .
the prince collected the candy .,the candy was collected by the prince .,a professor collects a coffee .,a coffee is collected by a professor .
the husband collected the juice .,the juice was collected by the husband .,a professor collects a coffee .,a coffee is collected by a professor .
the daughter collected the instrument .,the instrument was collected by the daughter .,a professor collects a coffee .,a coffee is collected by a professor .
a guest wraps a cigarette .,a cigarette is wrapped by a guest .,the lady wrapped the telephone .,the telephone was wrapped by the lady .
an adult wraps a bell .,a bell is wrapped by an adult .,the lady wrapped the telephone .,the telephone was wrapped by the lady .
a physician wraps a motor .,a motor is wrapped by a physician .,the lady wrapped the telephone .,the telephone was wrapped by the lady .
a scientist wraps a computer .,a computer is wrapped by a scientist .,the lady wrapped the telephone .,the telephone was wrapped by the lady .
a student wraps a flower .,a flower is wrapped by a student .,the lady wrapped the telephone .,the telephone was wrapped by the lady .
an aunt wraps a guitar .,a guitar is wrapped by an aunt .,the lady wrapped the telephone .,the telephone was wrapped by the lady .
an actress wraps a bowl .,a bowl is wrapped by an actress .,the lady wrapped the telephone .,the telephone was wrapped by the lady .
a worker wraps a bowl .,a bowl is wrapped by a worker .,the lady wrapped the telephone .,the telephone was wrapped by the lady .
a mayor wraps a coat .,a coat is wrapped by a mayor .,the lady wrapped the telephone .,the telephone was wrapped by the lady .
a daughter wraps a computer .,a computer is wrapped by a daughter .,the lady wrapped the telephone .,the telephone was wrapped by the lady .
the writer describes the chocolate .,the chocolate is described by the writer .,a man described a jacket .,a jacket was described by a man .
the reader describes the log .,the log is described by the reader .,a man described a jacket .,a jacket was described by a man .
the sheriff describes the log .,the log is described by the sheriff .,a man described a jacket .,a jacket was described by a man .
the employer describes the beer .,the beer is described by the employer .,a man described a jacket .,a jacket was described by a man .
the lawyer describes the meal .,the meal is described by the lawyer .,a man described a jacket .,a jacket was described by a man .
the chief describes the minister .,the minister is described by the chief .,a man described a jacket .,a jacket was described by a man .
the daughter describes the meal .,the meal is described by the daughter .,a man described a jacket .,a jacket was described by a man .
the brother describes the chicken .,the chicken is described by the brother .,a man described a jacket .,a jacket was described by a man .
the minister describes the juice .,the juice is described by the minister .,a man described a jacket .,a jacket was described by a man .
the minister describes the tea .,the tea is described by the minister .,a man described a jacket .,a jacket was described by a man .
the lady comforts the actor .,the actor is comforted by the lady .,a soldier comforted a worker .,a worker was comforted by a soldier .
the child comforts the brother .,the brother is comforted by the child .,a soldier comforted a worker .,a worker was comforted by a soldier .
the cop comforts the champion .,the champion is comforted by the cop .,a soldier comforted a worker .,a worker was comforted by a soldier .
the husband comforts the wife .,the wife is comforted by the husband .,a soldier comforted a worker .,a worker was comforted by a soldier .
the woman comforts the buddy .,the buddy is comforted by the woman .,a soldier comforted a worker .,a worker was comforted by a soldier .
