pa, pp, ta, tp
an aunt followed a bishop .,a bishop was followed by an aunt .,a professor joined a business .,a business was joined by a professor .
an administration wanted a cigarette .,a cigarette was wanted by an administration .,a professor joined a business .,a business was joined by a professor .
a sheriff raised a box .,a box was raised by a sheriff .,a professor joined a business .,a business was joined by a professor .
the author prepared the tea .,the tea was prepared by the author .,the son used the guitar .,the guitar was used by the son .
the champion broke the motor .,the motor was broken by the champion .,the son used the guitar .,the guitar was used by the son .
the kid prepared the candy .,the candy was prepared by the kid .,the son used the guitar .,the guitar was used by the son .
the employee comforted the soldier .,the soldier was comforted by the employee .,the son used the guitar .,the guitar was used by the son .
the chief described the worker .,the worker was described by the chief .,the son used the guitar .,the guitar was used by the son .
the lady dragged the bell .,the bell was dragged by the lady .,the son used the guitar .,the guitar was used by the son .
the nurse chased the club .,the club was chased by the nurse .,the son used the guitar .,the guitar was used by the son .
the mayor punched the husband .,the husband was punched by the mayor .,the son used the guitar .,the guitar was used by the son .
the husband destroyed the tea .,the tea was destroyed by the husband .,the son used the guitar .,the guitar was used by the son .
the administration protected the captain .,the captain was protected by the administration .,the son used the guitar .,the guitar was used by the son .
the husband breaks the television .,the television is broken by the husband .,the king accepts the bottle .,the bottle is accepted by the king .
the nurse tastes the pie .,the pie is tasted by the nurse .,the king accepts the bottle .,the bottle is accepted by the king .
the kid tastes the chocolate .,the chocolate is tasted by the kid .,the king accepts the bottle .,the bottle is accepted by the king .
the parent comforts the adult .,the adult is comforted by the parent .,the king accepts the bottle .,the bottle is accepted by the king .
the brother chases the company .,the company is chased by the brother .,the king accepts the bottle .,the bottle is accepted by the king .
the writer prepares the juice .,the juice is prepared by the writer .,the king accepts the bottle .,the bottle is accepted by the king .
the uncle raises the captain .,the captain is raised by the uncle .,the king accepts the bottle .,the bottle is accepted by the king .
the candidate hurts the student .,the student is hurt by the candidate .,the king accepts the bottle .,the bottle is accepted by the king .
the lawyer bothers the company .,the company is bothered by the lawyer .,the king accepts the bottle .,the bottle is accepted by the king .
the soldier strikes the man .,the man is struck by the soldier .,the king accepts the bottle .,the bottle is accepted by the king .
the lawyer forgave the guest .,the guest was forgiven by the lawyer .,the child embraced the teacher .,the teacher was embraced by the child .
the brother accepted the bag .,the bag was accepted by the brother .,the child embraced the teacher .,the teacher was embraced by the child .
the opponent comforted the uncle .,the uncle was comforted by the opponent .,the child embraced the teacher .,the teacher was embraced by the child .
the lady washed the button .,the button was washed by the lady .,the child embraced the teacher .,the teacher was embraced by the child .
the employee prepared the chicken .,the chicken was prepared by the employee .,the child embraced the teacher .,the teacher was embraced by the child .
the aunt struck the uncle .,the uncle was struck by the aunt .,the child embraced the teacher .,the teacher was embraced by the child .
the manager followed the secretary .,the secretary was followed by the manager .,the child embraced the teacher .,the teacher was embraced by the child .
the writer left the camera .,the camera was left by the writer .,the child embraced the teacher .,the teacher was embraced by the child .
the lady purchased the cheese .,the cheese was purchased by the lady .,the child embraced the teacher .,the teacher was embraced by the child .
the mayor forgave the chief .,the chief was forgiven by the mayor .,the child embraced the teacher .,the teacher was embraced by the child .
the daughter chases the parent .,the parent is chased by the daughter .,the professor punches the manager .,the manager is punched by the professor .
the partner destroys the lawyer .,the lawyer is destroyed by the partner .,the professor punches the manager .,the manager is punched by the professor .
the singer understands the captain .,the captain is understood by the singer .,the professor punches the manager .,the manager is punched by the professor .
the singer catches the beer .,the beer is caught by the singer .,the professor punches the manager .,the manager is punched by the professor .
the attorney surprises the secretary .,the secretary is surprised by the attorney .,the professor punches the manager .,the manager is punched by the professor .
the mayor wraps the computer .,the computer is wrapped by the mayor .,the professor punches the manager .,the manager is punched by the professor .
the girl chases the club .,the club is chased by the girl .,the professor punches the manager .,the manager is punched by the professor .
the boy judges the business .,the business is judged by the boy .,the professor punches the manager .,the manager is punched by the professor .
the actress destroys the tea .,the tea is destroyed by the actress .,the professor punches the manager .,the manager is punched by the professor .
the partner collects the cup .,the cup is collected by the partner .,the professor punches the manager .,the manager is punched by the professor .
the nurse embraces the partner .,the partner is embraced by the nurse .,the husband hurts the president .,the president is hurt by the husband .
the manager discovers the cheese .,the cheese is discovered by the manager .,the husband hurts the president .,the president is hurt by the husband .
the father uses the coat .,the coat is used by the father .,the husband hurts the president .,the president is hurt by the husband .
the mother asks the captain .,the captain is asked by the mother .,the husband hurts the president .,the president is hurt by the husband .
the nurse follows the army .,the army is followed by the nurse .,the husband hurts the president .,the president is hurt by the husband .
the kid removes the anchor .,the anchor is removed by the kid .,the husband hurts the president .,the president is hurt by the husband .
the child selects the bag .,the bag is selected by the child .,the husband hurts the president .,the president is hurt by the husband .
the parent selects the meal .,the meal is selected by the parent .,the husband hurts the president .,the president is hurt by the husband .
the actress collects the beer .,the beer is collected by the actress .,the husband hurts the president .,the president is hurt by the husband .
the employer forgives the business .,the business is forgiven by the employer .,the husband hurts the president .,the president is hurt by the husband .
the guest chased the attorney .,the attorney was chased by the guest .,the scientist led the band .,the band was led by the scientist .
the teacher caught the tea .,the tea was caught by the teacher .,the scientist led the band .,the band was led by the scientist .
the wife taught the winner .,the winner was taught by the wife .,the scientist led the band .,the band was led by the scientist .
the son hurt the administration .,the administration was hurt by the son .,the scientist led the band .,the band was led by the scientist .
the mother washed the friend .,the friend was washed by the mother .,the scientist led the band .,the band was led by the scientist .
the pilot caught the beer .,the beer was caught by the pilot .,the scientist led the band .,the band was led by the scientist .
the corporation helped the winner .,the winner was helped by the corporation .,the scientist led the band .,the band was led by the scientist .
the reader broke the motor .,the motor was broken by the reader .,the scientist led the band .,the band was led by the scientist .
the company protected the guest .,the guest was protected by the company .,the scientist led the band .,the band was led by the scientist .
the husband hurt the chief .,the chief was hurt by the husband .,the scientist led the band .,the band was led by the scientist .
a cousin embraces a cop .,a cop is embraced by a cousin .,a lawyer wraps a motor .,a motor is wrapped by a lawyer .
a cousin raises a cheese .,a cheese is raised by a cousin .,a lawyer wraps a motor .,a motor is wrapped by a lawyer .
a scientist discovers a plate .,a plate is discovered by a scientist .,a lawyer wraps a motor .,a motor is wrapped by a lawyer .
a daughter raises a candy .,a candy is raised by a daughter .,a lawyer wraps a motor .,a motor is wrapped by a lawyer .
a boy raises a button .,a button is raised by a boy .,a lawyer wraps a motor .,a motor is wrapped by a lawyer .
a business protects a daughter .,a daughter is protected by a business .,a lawyer wraps a motor .,a motor is wrapped by a lawyer .
a wife punches a daughter .,a daughter is punched by a wife .,a lawyer wraps a motor .,a motor is wrapped by a lawyer .
a sheriff accepts a gun .,a gun is accepted by a sheriff .,a lawyer wraps a motor .,a motor is wrapped by a lawyer .
an opponent eats a salad .,a salad is eaten by an opponent .,a lawyer wraps a motor .,a motor is wrapped by a lawyer .
a king hurts a business .,a business is hurt by a king .,a lawyer wraps a motor .,a motor is wrapped by a lawyer .
a singer forgives a band .,a band is forgiven by a singer .,a manager hurts a club .,a club is hurt by a manager .
a daughter wants a telephone .,a telephone is wanted by a daughter .,a manager hurts a club .,a club is hurt by a manager .
a husband surprises a priest .,a priest is surprised by a husband .,a manager hurts a club .,a club is hurt by a manager .
an attorney chases a student .,a student is chased by an attorney .,a manager hurts a club .,a club is hurt by a manager .
a princess forgets a candy .,a candy is forgotten by a princess .,a manager hurts a club .,a club is hurt by a manager .
a corporation uses an iron .,an iron is used by a corporation .,a manager hurts a club .,a club is hurt by a manager .
a boy accepts a glass .,a glass is accepted by a boy .,a manager hurts a club .,a club is hurt by a manager .
a father grabs a sheriff .,a sheriff is grabbed by a father .,a manager hurts a club .,a club is hurt by a manager .
a prince understands a sheriff .,a sheriff is understood by a prince .,a manager hurts a club .,a club is hurt by a manager .
a sheriff forgives an administration .,an administration is forgiven by a sheriff .,a manager hurts a club .,a club is hurt by a manager .
the soldier asks the club .,the club is asked by the soldier .,the friend kills the actor .,the actor is killed by the friend .
the uncle eats the meal .,the meal is eaten by the uncle .,the friend kills the actor .,the actor is killed by the friend .
the winner embraces the secretary .,the secretary is embraced by the winner .,the friend kills the actor .,the actor is killed by the friend .
the hero drinks the beer .,the beer is drunk by the hero .,the friend kills the actor .,the actor is killed by the friend .
the employee keeps the beer .,the beer is kept by the employee .,the friend kills the actor .,the actor is killed by the friend .
the daughter understands the physician .,the physician is understood by the daughter .,the friend kills the actor .,the actor is killed by the friend .
the cop tastes the meal .,the meal is tasted by the cop .,the friend kills the actor .,the actor is killed by the friend .
the attorney forgets the cheese .,the cheese is forgotten by the attorney .,the friend kills the actor .,the actor is killed by the friend .
the attorney smells the jacket .,the jacket is smelled by the attorney .,the friend kills the actor .,the actor is killed by the friend .
the nurse forgives the colonel .,the colonel is forgiven by the nurse .,the friend kills the actor .,the actor is killed by the friend .
the partner bothers the corporation .,the corporation is bothered by the partner .,the manager breaks the telephone .,the telephone is broken by the manager .
the minister carries the salad .,the salad is carried by the minister .,the manager breaks the telephone .,the telephone is broken by the manager .
the wife uses the key .,the key is used by the wife .,the manager breaks the telephone .,the telephone is broken by the manager .
the candidate teaches the president .,the president is taught by the candidate .,the manager breaks the telephone .,the telephone is broken by the manager .
the attorney comforts the husband .,the husband is comforted by the attorney .,the manager breaks the telephone .,the telephone is broken by the manager .
the attorney catches the actor .,the actor is caught by the attorney .,the manager breaks the telephone .,the telephone is broken by the manager .
the actress helps the lady .,the lady is helped by the actress .,the manager breaks the telephone .,the telephone is broken by the manager .
the buddy washes the son .,the son is washed by the buddy .,the manager breaks the telephone .,the telephone is broken by the manager .
the student forgets the chief .,the chief is forgotten by the student .,the manager breaks the telephone .,the telephone is broken by the manager .
the champion embraces the bishop .,the bishop is embraced by the champion .,the manager breaks the telephone .,the telephone is broken by the manager .
a worker drank a coffee .,a coffee was drunk by a worker .,a cousin chased a company .,a company was chased by a cousin .
a mother accepted a camera .,a camera was accepted by a mother .,a cousin chased a company .,a company was chased by a cousin .
an adult drank a beer .,a beer was drunk by an adult .,a cousin chased a company .,a company was chased by a cousin .
a cop selected a captain .,a captain was selected by a cop .,a cousin chased a company .,a company was chased by a cousin .
a child collected an instrument .,an instrument was collected by a child .,a cousin chased a company .,a company was chased by a cousin .
a guy wrapped a jacket .,a jacket was wrapped by a guy .,a cousin chased a company .,a company was chased by a cousin .
a hero struck a boy .,a boy was struck by a hero .,a cousin chased a company .,a company was chased by a cousin .
a cop wrapped a cup .,a cup was wrapped by a cop .,a cousin chased a company .,a company was chased by a cousin .
a president joined a club .,a club was joined by a president .,a cousin chased a company .,a company was chased by a cousin .
a husband comforted an author .,an author was comforted by a husband .,a cousin chased a company .,a company was chased by a cousin .
the adult followed the champion .,the champion was followed by the adult .,the king helped the author .,the author was helped by the king .
the colonel surprised the employee .,the employee was surprised by the colonel .,the king helped the author .,the author was helped by the king .
the cousin selected the telephone .,the telephone was selected by the cousin .,the king helped the author .,the author was helped by the king .
the lady wanted the chicken .,the chicken was wanted by the lady .,the king helped the author .,the author was helped by the king .
the daughter grabbed the jacket .,the jacket was grabbed by the daughter .,the king helped the author .,the author was helped by the king .
the colonel washed the box .,the box was washed by the colonel .,the king helped the author .,the author was helped by the king .
the lawyer raised the beer .,the beer was raised by the lawyer .,the king helped the author .,the author was helped by the king .
the army purchased the hat .,the hat was purchased by the army .,the king helped the author .,the author was helped by the king .
the kid smelled the juice .,the juice was smelled by the kid .,the king helped the author .,the author was helped by the king .
the winner ate the salad .,the salad was eaten by the winner .,the king helped the author .,the author was helped by the king .
the actor asked the king .,the king was asked by the actor .,the hero removed the jacket .,the jacket was removed by the hero .
the scientist carried the wire .,the wire was carried by the scientist .,the hero removed the jacket .,the jacket was removed by the hero .
the reader purchased the cheese .,the cheese was purchased by the reader .,the hero removed the jacket .,the jacket was removed by the hero .
the sheriff carried the pie .,the pie was carried by the sheriff .,the hero removed the jacket .,the jacket was removed by the hero .
the soldier forgot the telephone .,the telephone was forgotten by the soldier .,the hero removed the jacket .,the jacket was removed by the hero .
the worker comforted the daughter .,the daughter was comforted by the worker .,the hero removed the jacket .,the jacket was removed by the hero .
the physician selected the candy .,the candy was selected by the physician .,the hero removed the jacket .,the jacket was removed by the hero .
the attorney killed the boy .,the boy was killed by the attorney .,the hero removed the jacket .,the jacket was removed by the hero .
the parent grabbed the cheese .,the cheese was grabbed by the parent .,the hero removed the jacket .,the jacket was removed by the hero .
the reader washed the motor .,the motor was washed by the reader .,the hero removed the jacket .,the jacket was removed by the hero .
a winner discovered a beer .,a beer was discovered by a winner .,an adult washed a man .,a man was washed by an adult .
a doctor destroyed a beer .,a beer was destroyed by a doctor .,an adult washed a man .,a man was washed by an adult .
a priest carried a pot .,a pot was carried by a priest .,an adult washed a man .,a man was washed by an adult .
a student killed a cop .,a cop was killed by a student .,an adult washed a man .,a man was washed by an adult .
a reader beat a king .,a king was beaten by a reader .,an adult washed a man .,a man was washed by an adult .
an administration purchased a crystal .,a crystal was purchased by an administration .,an adult washed a man .,a man was washed by an adult .
a chief wrapped a camera .,a camera was wrapped by a chief .,an adult washed a man .,a man was washed by an adult .
a guest ate a chicken .,a chicken was eaten by a guest .,an adult washed a man .,a man was washed by an adult .
a bishop collected a gun .,a gun was collected by a bishop .,an adult washed a man .,a man was washed by an adult .
a daughter used a guitar .,a guitar was used by a daughter .,an adult washed a man .,a man was washed by an adult .
an author embraces a president .,a president is embraced by an author .,a soldier raises a boy .,a boy is raised by a soldier .
a president hurts a lawyer .,a lawyer is hurt by a president .,a soldier raises a boy .,a boy is raised by a soldier .
a guest describes a meal .,a meal is described by a guest .,a soldier raises a boy .,a boy is raised by a soldier .
a writer eats a chicken .,a chicken is eaten by a writer .,a soldier raises a boy .,a boy is raised by a soldier .
a student beats a daughter .,a daughter is beaten by a student .,a soldier raises a boy .,a boy is raised by a soldier .
a lawyer destroys a juice .,a juice is destroyed by a lawyer .,a soldier raises a boy .,a boy is raised by a soldier .
a pilot chases a club .,a club is chased by a pilot .,a soldier raises a boy .,a boy is raised by a soldier .
an actress destroys a button .,a button is destroyed by an actress .,a soldier raises a boy .,a boy is raised by a soldier .
a scientist uses a bowl .,a bowl is used by a scientist .,a soldier raises a boy .,a boy is raised by a soldier .
a candidate discovers a teacher .,a teacher is discovered by a candidate .,a soldier raises a boy .,a boy is raised by a soldier .
the guy beat the actress .,the actress was beaten by the guy .,the champion forgot the chocolate .,the chocolate was forgotten by the champion .
the candidate described the child .,the child was described by the candidate .,the champion forgot the chocolate .,the chocolate was forgotten by the champion .
the friend drank the juice .,the juice was drunk by the friend .,the champion forgot the chocolate .,the chocolate was forgotten by the champion .
the employer hurt the army .,the army was hurt by the employer .,the champion forgot the chocolate .,the chocolate was forgotten by the champion .
the woman taught the man .,the man was taught by the woman .,the champion forgot the chocolate .,the chocolate was forgotten by the champion .
the attorney drank the tea .,the tea was drunk by the attorney .,the champion forgot the chocolate .,the chocolate was forgotten by the champion .
the parent dragged the uncle .,the uncle was dragged by the parent .,the champion forgot the chocolate .,the chocolate was forgotten by the champion .
the aunt understood the uncle .,the uncle was understood by the aunt .,the champion forgot the chocolate .,the chocolate was forgotten by the champion .
the manager surprised the employee .,the employee was surprised by the manager .,the champion forgot the chocolate .,the chocolate was forgotten by the champion .
the author bothered the father .,the father was bothered by the author .,the champion forgot the chocolate .,the chocolate was forgotten by the champion .
an actress joins an attorney .,an attorney is joined by an actress .,a princess follows a king .,a king is followed by a princess .
a manager collects a chocolate .,a chocolate is collected by a manager .,a princess follows a king .,a king is followed by a princess .
a reader prepares a cigarette .,a cigarette is prepared by a reader .,a princess follows a king .,a king is followed by a princess .
a girl comforts a winner .,a winner is comforted by a girl .,a princess follows a king .,a king is followed by a princess .
a lady selects a coffee .,a coffee is selected by a lady .,a princess follows a king .,a king is followed by a princess .
a kid judges a band .,a band is judged by a kid .,a princess follows a king .,a king is followed by a princess .
a minister accepts a computer .,a computer is accepted by a minister .,a princess follows a king .,a king is followed by a princess .
a reader hurts a company .,a company is hurt by a reader .,a princess follows a king .,a king is followed by a princess .
a minister raises a mayor .,a mayor is raised by a minister .,a princess follows a king .,a king is followed by a princess .
a child teaches a partner .,a partner is taught by a child .,a princess follows a king .,a king is followed by a princess .
a princess collects a candy .,a candy is collected by a princess .,a lawyer beats a cousin .,a cousin is beaten by a lawyer .
a pilot carries a chicken .,a chicken is carried by a pilot .,a lawyer beats a cousin .,a cousin is beaten by a lawyer .
a mayor discovers a sheriff .,a sheriff is discovered by a mayor .,a lawyer beats a cousin .,a cousin is beaten by a lawyer .
a leader raises a chicken .,a chicken is raised by a leader .,a lawyer beats a cousin .,a cousin is beaten by a lawyer .
a mayor prepares a guitar .,a guitar is prepared by a mayor .,a lawyer beats a cousin .,a cousin is beaten by a lawyer .
a captain discovers a father .,a father is discovered by a captain .,a lawyer beats a cousin .,a cousin is beaten by a lawyer .
a secretary leaves a bell .,a bell is left by a secretary .,a lawyer beats a cousin .,a cousin is beaten by a lawyer .
an actor tastes a meal .,a meal is tasted by an actor .,a lawyer beats a cousin .,a cousin is beaten by a lawyer .
a king bothers a child .,a child is bothered by a king .,a lawyer beats a cousin .,a cousin is beaten by a lawyer .
a secretary protects a partner .,a partner is protected by a secretary .,a lawyer beats a cousin .,a cousin is beaten by a lawyer .
the minister forgets the tea .,the tea is forgotten by the minister .,the administration keeps the pie .,the pie is kept by the administration .
the doctor punches the cop .,the cop is punched by the doctor .,the administration keeps the pie .,the pie is kept by the administration .
the doctor strikes the chief .,the chief is struck by the doctor .,the administration keeps the pie .,the pie is kept by the administration .
the uncle accepts the instrument .,the instrument is accepted by the uncle .,the administration keeps the pie .,the pie is kept by the administration .
the chief leaves the cigarette .,the cigarette is left by the chief .,the administration keeps the pie .,the pie is kept by the administration .
the soldier bothers the company .,the company is bothered by the soldier .,the administration keeps the pie .,the pie is kept by the administration .
the author bothers the company .,the company is bothered by the author .,the administration keeps the pie .,the pie is kept by the administration .
the nurse carries the physician .,the physician is carried by the nurse .,the administration keeps the pie .,the pie is kept by the administration .
the prince destroys the juice .,the juice is destroyed by the prince .,the administration keeps the pie .,the pie is kept by the administration .
the teacher raises the meal .,the meal is raised by the teacher .,the administration keeps the pie .,the pie is kept by the administration .
a manager wants a beer .,a beer is wanted by a manager .,a corporation helps an attorney .,an attorney is helped by a corporation .
an opponent teaches a kid .,a kid is taught by an opponent .,a corporation helps an attorney .,an attorney is helped by a corporation .
a minister surprises an opponent .,an opponent is surprised by a minister .,a corporation helps an attorney .,an attorney is helped by a corporation .
a king chases a guest .,a guest is chased by a king .,a corporation helps an attorney .,an attorney is helped by a corporation .
a partner surprises a father .,a father is surprised by a partner .,a corporation helps an attorney .,an attorney is helped by a corporation .
a secretary punches a woman .,a woman is punched by a secretary .,a corporation helps an attorney .,an attorney is helped by a corporation .
a son accepts a bell .,a bell is accepted by a son .,a corporation helps an attorney .,an attorney is helped by a corporation .
a minister grabs a salad .,a salad is grabbed by a minister .,a corporation helps an attorney .,an attorney is helped by a corporation .
a singer drinks a tea .,a tea is drunk by a singer .,a corporation helps an attorney .,an attorney is helped by a corporation .
a priest bothers an army .,an army is bothered by a priest .,a corporation helps an attorney .,an attorney is helped by a corporation .
a sheriff hurried a wife .,a wife was hurried by a sheriff .,a company purchased a card .,a card was purchased by a company .
a champion carried a tea .,a tea was carried by a champion .,a company purchased a card .,a card was purchased by a company .
a brother caught a cop .,a cop was caught by a brother .,a company purchased a card .,a card was purchased by a company .
a pilot ate a chicken .,a chicken was eaten by a pilot .,a company purchased a card .,a card was purchased by a company .
a colonel accepted a pot .,a pot was accepted by a colonel .,a company purchased a card .,a card was purchased by a company .
a cousin followed a sheriff .,a sheriff was followed by a cousin .,a company purchased a card .,a card was purchased by a company .
a kid dragged a nurse .,a nurse was dragged by a kid .,a company purchased a card .,a card was purchased by a company .
a scientist bothered a guy .,a guy was bothered by a scientist .,a company purchased a card .,a card was purchased by a company .
a cousin ate a chicken .,a chicken was eaten by a cousin .,a company purchased a card .,a card was purchased by a company .
a lady described a cheese .,a cheese was described by a lady .,a company purchased a card .,a card was purchased by a company .
a lady discovers a juice .,a juice is discovered by a lady .,a doctor embraces an actor .,an actor is embraced by a doctor .
an employee comforts an employer .,an employer is comforted by an employee .,a doctor embraces an actor .,an actor is embraced by a doctor .
a mayor kills an opponent .,an opponent is killed by a mayor .,a doctor embraces an actor .,an actor is embraced by a doctor .
a parent discovers a beer .,a beer is discovered by a parent .,a doctor embraces an actor .,an actor is embraced by a doctor .
a lady hurries a chief .,a chief is hurried by a lady .,a doctor embraces an actor .,an actor is embraced by a doctor .
a student drags a prince .,a prince is dragged by a student .,a doctor embraces an actor .,an actor is embraced by a doctor .
a teacher hurries a friend .,a friend is hurried by a teacher .,a doctor embraces an actor .,an actor is embraced by a doctor .
an uncle wants a chocolate .,a chocolate is wanted by an uncle .,a doctor embraces an actor .,an actor is embraced by a doctor .
a sheriff judges a band .,a band is judged by a sheriff .,a doctor embraces an actor .,an actor is embraced by a doctor .
an author purchases a candy .,a candy is purchased by an author .,a doctor embraces an actor .,an actor is embraced by a doctor .
a kid helped a singer .,a singer was helped by a kid .,a colonel described a plate .,a plate was described by a colonel .
a lawyer taught an uncle .,an uncle was taught by a lawyer .,a colonel described a plate .,a plate was described by a colonel .
a partner discovered a ball .,a ball was discovered by a partner .,a colonel described a plate .,a plate was described by a colonel .
a professor wrapped a coat .,a coat was wrapped by a professor .,a colonel described a plate .,a plate was described by a colonel .
a priest forgot a tea .,a tea was forgotten by a priest .,a colonel described a plate .,a plate was described by a colonel .
a man comforted a father .,a father was comforted by a man .,a colonel described a plate .,a plate was described by a colonel .
a cousin asked a corporation .,a corporation was asked by a cousin .,a colonel described a plate .,a plate was described by a colonel .
a prince killed a boy .,a boy was killed by a prince .,a colonel described a plate .,a plate was described by a colonel .
a prince embraced a lawyer .,a lawyer was embraced by a prince .,a colonel described a plate .,a plate was described by a colonel .
an author grabbed a lady .,a lady was grabbed by an author .,a colonel described a plate .,a plate was described by a colonel .
the pilot bothered the company .,the company was bothered by the pilot .,the bishop taught the author .,the author was taught by the bishop .
the nurse followed the business .,the business was followed by the nurse .,the bishop taught the author .,the author was taught by the bishop .
the singer joined the company .,the company was joined by the singer .,the bishop taught the author .,the author was taught by the bishop .
the lady drank the beer .,the beer was drunk by the lady .,the bishop taught the author .,the author was taught by the bishop .
the attorney protected the prince .,the prince was protected by the attorney .,the bishop taught the author .,the author was taught by the bishop .
the parent accepted the glass .,the glass was accepted by the parent .,the bishop taught the author .,the author was taught by the bishop .
the chief wrapped the anchor .,the anchor was wrapped by the chief .,the bishop taught the author .,the author was taught by the bishop .
the actor washed the bowl .,the bowl was washed by the actor .,the bishop taught the author .,the author was taught by the bishop .
the doctor broke the cup .,the cup was broken by the doctor .,the bishop taught the author .,the author was taught by the bishop .
the manager followed the army .,the army was followed by the manager .,the bishop taught the author .,the author was taught by the bishop .
an employer surprised a partner .,a partner was surprised by an employer .,a doctor destroyed a chocolate .,a chocolate was destroyed by a doctor .
a candidate discovered an actress .,an actress was discovered by a candidate .,a doctor destroyed a chocolate .,a chocolate was destroyed by a doctor .
a singer described a bishop .,a bishop was described by a singer .,a doctor destroyed a chocolate .,a chocolate was destroyed by a doctor .
a mother led a band .,a band was led by a mother .,a doctor destroyed a chocolate .,a chocolate was destroyed by a doctor .
a captain bothered a company .,a company was bothered by a captain .,a doctor destroyed a chocolate .,a chocolate was destroyed by a doctor .
a lady washed a soldier .,a soldier was washed by a lady .,a doctor destroyed a chocolate .,a chocolate was destroyed by a doctor .
a boy struck a teacher .,a teacher was struck by a boy .,a doctor destroyed a chocolate .,a chocolate was destroyed by a doctor .
a boy collected a beer .,a beer was collected by a boy .,a doctor destroyed a chocolate .,a chocolate was destroyed by a doctor .
a kid hurried a prince .,a prince was hurried by a kid .,a doctor destroyed a chocolate .,a chocolate was destroyed by a doctor .
a son ate a chicken .,a chicken was eaten by a son .,a doctor destroyed a chocolate .,a chocolate was destroyed by a doctor .
a company keeps a candy .,a candy is kept by a company .,a father discovers a tea .,a tea is discovered by a father .
a mayor beats a writer .,a writer is beaten by a mayor .,a father discovers a tea .,a tea is discovered by a father .
a cop carries a boy .,a boy is carried by a cop .,a father discovers a tea .,a tea is discovered by a father .
a business uses a bowl .,a bowl is used by a business .,a father discovers a tea .,a tea is discovered by a father .
an attorney protects a student .,a student is protected by an attorney .,a father discovers a tea .,a tea is discovered by a father .
an attorney purchases a bottle .,a bottle is purchased by an attorney .,a father discovers a tea .,a tea is discovered by a father .
a wife drags a television .,a television is dragged by a wife .,a father discovers a tea .,a tea is discovered by a father .
an opponent purchases a beer .,a beer is purchased by an opponent .,a father discovers a tea .,a tea is discovered by a father .
a soldier joins an administration .,an administration is joined by a soldier .,a father discovers a tea .,a tea is discovered by a father .
a sheriff protects a candidate .,a candidate is protected by a sheriff .,a father discovers a tea .,a tea is discovered by a father .
a child led an administration .,an administration was led by a child .,an actor surprised a soldier .,a soldier was surprised by an actor .
a candidate taught a princess .,a princess was taught by a candidate .,an actor surprised a soldier .,a soldier was surprised by an actor .
a club used a glass .,a glass was used by a club .,an actor surprised a soldier .,a soldier was surprised by an actor .
a secretary embraced a woman .,a woman was embraced by a secretary .,an actor surprised a soldier .,a soldier was surprised by an actor .
a captain dragged a chief .,a chief was dragged by a captain .,an actor surprised a soldier .,a soldier was surprised by an actor .
a nurse followed a guy .,a guy was followed by a nurse .,an actor surprised a soldier .,a soldier was surprised by an actor .
a bishop followed an uncle .,an uncle was followed by a bishop .,an actor surprised a soldier .,a soldier was surprised by an actor .
a teacher drank a juice .,a juice was drunk by a teacher .,an actor surprised a soldier .,a soldier was surprised by an actor .
a worker killed a nurse .,a nurse was killed by a worker .,an actor surprised a soldier .,a soldier was surprised by an actor .
a prince forgot a beer .,a beer was forgotten by a prince .,an actor surprised a soldier .,a soldier was surprised by an actor .
the hero smells the telephone .,the telephone is smelled by the hero .,the woman grabs the pot .,the pot is grabbed by the woman .
the colonel wraps the card .,the card is wrapped by the colonel .,the woman grabs the pot .,the pot is grabbed by the woman .
the worker comforts the lawyer .,the lawyer is comforted by the worker .,the woman grabs the pot .,the pot is grabbed by the woman .
the brother breaks the telephone .,the telephone is broken by the brother .,the woman grabs the pot .,the pot is grabbed by the woman .
the chief embraces the worker .,the worker is embraced by the chief .,the woman grabs the pot .,the pot is grabbed by the woman .
the hero asks the worker .,the worker is asked by the hero .,the woman grabs the pot .,the pot is grabbed by the woman .
the pilot smells the chicken .,the chicken is smelled by the pilot .,the woman grabs the pot .,the pot is grabbed by the woman .
the son tastes the salad .,the salad is tasted by the son .,the woman grabs the pot .,the pot is grabbed by the woman .
the captain strikes the student .,the student is struck by the captain .,the woman grabs the pot .,the pot is grabbed by the woman .
the company protects the attorney .,the attorney is protected by the company .,the woman grabs the pot .,the pot is grabbed by the woman .
an actress protected a scientist .,a scientist was protected by an actress .,a captain joined an army .,an army was joined by a captain .
a winner hurt an opponent .,an opponent was hurt by a winner .,a captain joined an army .,an army was joined by a captain .
a candidate broke a motor .,a motor was broken by a candidate .,a captain joined an army .,an army was joined by a captain .
a corporation helped an employee .,an employee was helped by a corporation .,a captain joined an army .,an army was joined by a captain .
a mayor drank a coffee .,a coffee was drunk by a mayor .,a captain joined an army .,an army was joined by a captain .
a husband forgot a machine .,a machine was forgotten by a husband .,a captain joined an army .,an army was joined by a captain .
a bishop beat an uncle .,an uncle was beaten by a bishop .,a captain joined an army .,an army was joined by a captain .
an opponent judged a business .,a business was judged by an opponent .,a captain joined an army .,an army was joined by a captain .
a professor collected a beer .,a beer was collected by a professor .,a captain joined an army .,an army was joined by a captain .
a singer killed a mother .,a mother was killed by a singer .,a captain joined an army .,an army was joined by a captain .
the teacher destroys the tea .,the tea is destroyed by the teacher .,the doctor tastes the chicken .,the chicken is tasted by the doctor .
