pa, pp, ta, tp
a friendly cousin prepared a chicken .,a chicken was prepared by a friendly cousin .,the evil opponent strikes the girl .,the girl is struck by the evil opponent .
a modest nurse embraced a son .,a son was embraced by a modest nurse .,the brave captain strikes the hero .,the hero is struck by the brave captain .
a bad physician forgave a mother .,a mother was forgiven by a bad physician .,the guilty captain strikes the hero .,the hero is struck by the guilty captain .
a poor worker ate a meal .,a meal was eaten by a poor worker .,the sophisticated captain strikes the hero .,the hero is struck by the sophisticated captain .
a happy princess destroyed a lawyer .,a lawyer was destroyed by a happy princess .,the cute captain strikes the hero .,the hero is struck by the cute captain .
a normal nurse wrapped an instrument .,an instrument was wrapped by a normal nurse .,the handsome captain strikes the hero .,the hero is struck by the handsome captain .
a busy candidate grabbed a cheese .,a cheese was grabbed by a busy candidate .,the pretty captain strikes the hero .,the hero is struck by the pretty captain .
a modest cop left a glass .,a glass was left by a modest cop .,the ridiculous captain strikes the hero .,the hero is struck by the ridiculous captain .
a great soldier taught a guy .,a guy was taught by a great soldier .,the ridiculous captain strikes the hero .,the hero is struck by the ridiculous captain .
a loud wife helped a cousin .,a cousin was helped by a loud wife .,the proud captain strikes the hero .,the hero is struck by the proud captain .
an athletic adult surprised a physician .,a physician was surprised by an athletic adult .,the reliable captain strikes the hero .,the hero is struck by the reliable captain .
a friendly prince leads a business .,a business is led by a friendly prince .,the odd soldier selected the button .,the button was selected by the odd soldier .
a horrible singer leaves a bowl .,a bowl is left by a horrible singer .,the tall soldier selected the button .,the button was selected by the tall soldier .
an honest administration uses a flower .,a flower is used by an honest administration .,the chinese soldier selected the button .,the button was selected by the chinese soldier .
a national corporation purchases a cheese .,a cheese is purchased by a national corporation .,the ridiculous soldier selected the button .,the button was selected by the ridiculous soldier .
an american actor forgives a candidate .,a candidate is forgiven by an american actor .,the young soldier selected the button .,the button was selected by the young soldier .
a special nurse carries a cigarette .,a cigarette is carried by a special nurse .,the criminal soldier selected the button .,the button was selected by the criminal soldier .
an aggressive employer accepts a cigarette .,a cigarette is accepted by an aggressive employer .,the patient soldier selected the button .,the button was selected by the patient soldier .
a bad hero uses a glass .,a glass is used by a bad hero .,the willing soldier selected the button .,the button was selected by the willing soldier .
a generous president asks a company .,a company is asked by a generous president .,the critical soldier selected the button .,the button was selected by the critical soldier .
a ordinary princess surprises a champion .,a champion is surprised by a ordinary princess .,the holy soldier selected the button .,the button was selected by the holy soldier .
a loud pilot forgives a parent .,a parent is forgiven by a loud pilot .,the healthy winner wrapped the coat .,the coat was wrapped by the healthy winner .
a strong princess leaves a key .,a key is left by a strong princess .,the loud winner wrapped the coat .,the coat was wrapped by the loud winner .
a innocent president accepts a cup .,a cup is accepted by a innocent president .,the glad winner wrapped the coat .,the coat was wrapped by the glad winner .
a calm worker kisses a physician .,a physician is kissed by a calm worker .,the happy winner wrapped the coat .,the coat was wrapped by the happy winner .
an excited adult beats a friend .,a friend is beaten by an excited adult .,the cool winner wrapped the coat .,the coat was wrapped by the cool winner .
a nervous son forgives a boy .,a boy is forgiven by a nervous son .,the brilliant winner wrapped the coat .,the coat was wrapped by the brilliant winner .
a generous father raises a man .,a man is raised by a generous father .,the tough winner wrapped the coat .,the coat was wrapped by the tough winner .
a good woman understands an author .,an author is understood by a good woman .,the odd winner wrapped the coat .,the coat was wrapped by the odd winner .
a rough cousin drinks a tea .,a tea is drunk by a rough cousin .,the glad winner wrapped the coat .,the coat was wrapped by the glad winner .
a special corporation wants a cup .,a cup is wanted by a special corporation .,the brilliant winner wrapped the coat .,the coat was wrapped by the brilliant winner .
the tall mother dragged the camera .,the camera was dragged by the tall mother .,a great guy carries a princess .,a princess is carried by a great guy .
the catholic lady washed the flower .,the flower was washed by the catholic lady .,a healthy guy carries a princess .,a princess is carried by a healthy guy .
the kind friend described the coat .,the coat was described by the kind friend .,a fair guy carries a princess .,a princess is carried by a fair guy .
the fantastic hero caught the cheese .,the cheese was caught by the fantastic hero .,a cute guy carries a princess .,a princess is carried by a cute guy .
the terrible leader prepared the television .,the television was prepared by the terrible leader .,a friendly guy carries a princess .,a princess is carried by a friendly guy .
the scary child judged the army .,the army was judged by the scary child .,a loud guy carries a princess .,a princess is carried by a loud guy .
the eager actress smelled the tea .,the tea was smelled by the eager actress .,a responsible guy carries a princess .,a princess is carried by a responsible guy .
the healthy worker smelled the candy .,the candy was smelled by the healthy worker .,a terrible guy carries a princess .,a princess is carried by a terrible guy .
the ill parent removed the machine .,the machine was removed by the ill parent .,a strong guy carries a princess .,a princess is carried by a strong guy .
the glad teacher hurt the army .,the army was hurt by the glad teacher .,a proud guy carries a princess .,a princess is carried by a proud guy .
the loud kid bothers the club .,the club is bothered by the loud kid .,a young president left a pot .,a pot was left by a young president .
the aggressive employer selects the machine .,the machine is selected by the aggressive employer .,a healthy president left a pot .,a pot was left by a healthy president .
the rich guy accepts the computer .,the computer is accepted by the rich guy .,a modest president left a pot .,a pot was left by a modest president .
the ordinary winner discovers the attorney .,the attorney is discovered by the ordinary winner .,a young president left a pot .,a pot was left by a young president .
the young cousin keeps the computer .,the computer is kept by the young cousin .,a pretty president left a pot .,a pot was left by a pretty president .
the ill hero catches the chocolate .,the chocolate is caught by the ill hero .,a rich president left a pot .,a pot was left by a rich president .
the excited opponent comforts the winner .,the winner is comforted by the excited opponent .,a modest president left a pot .,a pot was left by a modest president .
the cute friend kills the attorney .,the attorney is killed by the cute friend .,a rich president left a pot .,a pot was left by a rich president .
the nice parent accepts the book .,the book is accepted by the nice parent .,a brilliant president left a pot .,a pot was left by a brilliant president .
the angry adult kills the professor .,the professor is killed by the angry adult .,a helpful president left a pot .,a pot was left by a helpful president .
an afraid actress grabs a cheese .,a cheese is grabbed by an afraid actress .,the sad man hurried the adult .,the adult was hurried by the sad man .
an evil aunt raises a wire .,a wire is raised by an evil aunt .,the loving man hurried the adult .,the adult was hurried by the loving man .
a weird teacher tastes a salad .,a salad is tasted by a weird teacher .,the sexy man hurried the adult .,the adult was hurried by the sexy man .
a sick bishop bothers a club .,a club is bothered by a sick bishop .,the spanish man hurried the adult .,the adult was hurried by the spanish man .
a normal teacher joins a daughter .,a daughter is joined by a normal teacher .,the innocent man hurried the adult .,the adult was hurried by the innocent man .
a powerful student asks a minister .,a minister is asked by a powerful student .,the foreign man hurried the adult .,the adult was hurried by the foreign man .
a cool scientist follows a club .,a club is followed by a cool scientist .,the friendly man hurried the adult .,the adult was hurried by the friendly man .
a holy company wants a meal .,a meal is wanted by a holy company .,the strange man hurried the adult .,the adult was hurried by the strange man .
a brave minister describes a cop .,a cop is described by a brave minister .,the cute man hurried the adult .,the adult was hurried by the cute man .
an excellent employer drinks a beer .,a beer is drunk by an excellent employer .,the fantastic man hurried the adult .,the adult was hurried by the fantastic man .
a nervous chief ate a chocolate .,a chocolate was eaten by a nervous chief .,the tired lady strikes the uncle .,the uncle is struck by the tired lady .
a brave leader destroyed a daughter .,a daughter was destroyed by a brave leader .,the jewish lady strikes the uncle .,the uncle is struck by the jewish lady .
a nice boy left a cup .,a cup was left by a nice boy .,the friendly lady strikes the uncle .,the uncle is struck by the friendly lady .
a curious sheriff drank a juice .,a juice was drunk by a curious sheriff .,the normal lady strikes the uncle .,the uncle is struck by the normal lady .
a chinese student accepted a computer .,a computer was accepted by a chinese student .,the cool lady strikes the uncle .,the uncle is struck by the cool lady .
a friendly worker led a band .,a band was led by a friendly worker .,the strange lady strikes the uncle .,the uncle is struck by the strange lady .
a ordinary parent helped a boy .,a boy was helped by a ordinary parent .,the beautiful lady strikes the uncle .,the uncle is struck by the beautiful lady .
a sexy daughter described a beer .,a beer was described by a sexy daughter .,the rich lady strikes the uncle .,the uncle is struck by the rich lady .
a curious champion killed a wife .,a wife was killed by a curious champion .,the glad lady strikes the uncle .,the uncle is struck by the glad lady .
a mad daughter helped a nurse .,a nurse was helped by a mad daughter .,the generous lady strikes the uncle .,the uncle is struck by the generous lady .
the critical husband strikes the child .,the child is struck by the critical husband .,a creative teacher forgot a coffee .,a coffee was forgotten by a creative teacher .
the busy cop embraces the hero .,the hero is embraced by the busy cop .,a drunk teacher forgot a coffee .,a coffee was forgotten by a drunk teacher .
the sensitive woman chases the band .,the band is chased by the sensitive woman .,a ordinary teacher forgot a coffee .,a coffee was forgotten by a ordinary teacher .
the sad writer comforts the employer .,the employer is comforted by the sad writer .,a proud teacher forgot a coffee .,a coffee was forgotten by a proud teacher .
the holy guy prepares the knife .,the knife is prepared by the holy guy .,a normal teacher forgot a coffee .,a coffee was forgotten by a normal teacher .
the fantastic cousin understands the prince .,the prince is understood by the fantastic cousin .,a strange teacher forgot a coffee .,a coffee was forgotten by a strange teacher .
the friendly president asks the aunt .,the aunt is asked by the friendly president .,a silly teacher forgot a coffee .,a coffee was forgotten by a silly teacher .
the emotional adult hurries the candidate .,the candidate is hurried by the emotional adult .,a beautiful teacher forgot a coffee .,a coffee was forgotten by a beautiful teacher .
the chinese captain understands the bishop .,the bishop is understood by the chinese captain .,a tired teacher forgot a coffee .,a coffee was forgotten by a tired teacher .
the illegal actress comforts the captain .,the captain is comforted by the illegal actress .,a sweet teacher forgot a coffee .,a coffee was forgotten by a sweet teacher .
a great hero caught an iron .,an iron was caught by a great hero .,the calm secretary hurries the writer .,the writer is hurried by the calm secretary .
a ridiculous candidate destroyed a bowl .,a bowl was destroyed by a ridiculous candidate .,the southern secretary hurries the writer .,the writer is hurried by the southern secretary .
a healthy nurse described a mother .,a mother was described by a healthy nurse .,the cute secretary hurries the writer .,the writer is hurried by the cute secretary .
a brave kid ate a chocolate .,a chocolate was eaten by a brave kid .,the funny secretary hurries the writer .,the writer is hurried by the funny secretary .
an alert opponent washed a flower .,a flower was washed by an alert opponent .,the terrible secretary hurries the writer .,the writer is hurried by the terrible secretary .
an excited uncle followed a champion .,a champion was followed by an excited uncle .,the hungry secretary hurries the writer .,the writer is hurried by the hungry secretary .
a jewish student discovered a salad .,a salad was discovered by a jewish student .,the brave secretary hurries the writer .,the writer is hurried by the brave secretary .
a ordinary mayor punched a champion .,a champion was punched by a ordinary mayor .,the creative secretary hurries the writer .,the writer is hurried by the creative secretary .
a scary physician tasted a candy .,a candy was tasted by a scary physician .,the happy secretary hurries the writer .,the writer is hurried by the happy secretary .
a ridiculous president followed a champion .,a champion was followed by a ridiculous president .,the violent secretary hurries the writer .,the writer is hurried by the violent secretary .
the strange leader kills the lawyer .,the lawyer is killed by the strange leader .,a ill kid understood a soldier .,a soldier was understood by a ill kid .
the honest attorney uses the television .,the television is used by the honest attorney .,a brilliant kid understood a soldier .,a soldier was understood by a brilliant kid .
the sick teacher tastes the candy .,the candy is tasted by the sick teacher .,a special kid understood a soldier .,a soldier was understood by a special kid .
the important employee collects the juice .,the juice is collected by the important employee .,a powerful kid understood a soldier .,a soldier was understood by a powerful kid .
the horrible guy collects the beer .,the beer is collected by the horrible guy .,a french kid understood a soldier .,a soldier was understood by a french kid .
the american uncle beats the opponent .,the opponent is beaten by the american uncle .,a gentle kid understood a soldier .,a soldier was understood by a gentle kid .
the mad candidate raises the coffee .,the coffee is raised by the mad candidate .,a busy kid understood a soldier .,a soldier was understood by a busy kid .
the alert employer hurts the professor .,the professor is hurt by the alert employer .,a silly kid understood a soldier .,a soldier was understood by a silly kid .
the rich father collects the tea .,the tea is collected by the rich father .,a drunk kid understood a soldier .,a soldier was understood by a drunk kid .
the guilty princess breaks the telephone .,the telephone is broken by the guilty princess .,a young kid understood a soldier .,a soldier was understood by a young kid .
a proud colonel tasted a cheese .,a cheese was tasted by a proud colonel .,the busy teacher surprises the king .,the king is surprised by the busy teacher .
an evil uncle collected a cigarette .,a cigarette was collected by an evil uncle .,the southern teacher surprises the king .,the king is surprised by the southern teacher .
a sad reader selected a candy .,a candy was selected by a sad reader .,the bad teacher surprises the king .,the king is surprised by the bad teacher .
an awful employer carried a sheriff .,a sheriff was carried by an awful employer .,the pretty teacher surprises the king .,the king is surprised by the pretty teacher .
a silly guest protected an opponent .,an opponent was protected by a silly guest .,the patient teacher surprises the king .,the king is surprised by the patient teacher .
a beautiful child hurried a father .,a father was hurried by a beautiful child .,the cute teacher surprises the king .,the king is surprised by the cute teacher .
a scary woman tasted a salad .,a salad was tasted by a scary woman .,the spanish teacher surprises the king .,the king is surprised by the spanish teacher .
a tired hero smelled a hat .,a hat was smelled by a tired hero .,the great teacher surprises the king .,the king is surprised by the great teacher .
a tall candidate selected a coffee .,a coffee was selected by a tall candidate .,the glad teacher surprises the king .,the king is surprised by the glad teacher .
a terrible business protected an employee .,an employee was protected by a terrible business .,the bad teacher surprises the king .,the king is surprised by the bad teacher .
a kind colonel beats a mayor .,a mayor is beaten by a kind colonel .,the guilty reader destroyed the tea .,the tea was destroyed by the guilty reader .
a violent king prepares a button .,a button is prepared by a violent king .,the beautiful reader destroyed the tea .,the tea was destroyed by the beautiful reader .
a ill kid describes a brother .,a brother is described by a ill kid .,the chinese reader destroyed the tea .,the tea was destroyed by the chinese reader .
a loving partner discovers a camera .,a camera is discovered by a loving partner .,the funny reader destroyed the tea .,the tea was destroyed by the funny reader .
a proud wife leads a business .,a business is led by a proud wife .,the pale reader destroyed the tea .,the tea was destroyed by the pale reader .
a stupid wife joins a king .,a king is joined by a stupid wife .,the crazy reader destroyed the tea .,the tea was destroyed by the crazy reader .
a healthy soldier drags a bell .,a bell is dragged by a healthy soldier .,the modest reader destroyed the tea .,the tea was destroyed by the modest reader .
a tough worker joins a doctor .,a doctor is joined by a tough worker .,the bad reader destroyed the tea .,the tea was destroyed by the bad reader .
a curious priest chases an aunt .,an aunt is chased by a curious priest .,the wonderful reader destroyed the tea .,the tea was destroyed by the wonderful reader .
a strange partner leads a business .,a business is led by a strange partner .,the odd reader destroyed the tea .,the tea was destroyed by the odd reader .
the italian administration keeps the chicken .,the chicken is kept by the italian administration .,a special woman forgot a chocolate .,a chocolate was forgotten by a special woman .
the funny child strikes the actor .,the actor is struck by the funny child .,a sick woman forgot a chocolate .,a chocolate was forgotten by a sick woman .
the awful attorney smells the salad .,the salad is smelled by the awful attorney .,a hungry woman forgot a chocolate .,a chocolate was forgotten by a hungry woman .
the excellent adult comforts the singer .,the singer is comforted by the excellent adult .,a silly woman forgot a chocolate .,a chocolate was forgotten by a silly woman .
the dangerous soldier surprises the aunt .,the aunt is surprised by the dangerous soldier .,a scary woman forgot a chocolate .,a chocolate was forgotten by a scary woman .
the athletic aunt removes the cigarette .,the cigarette is removed by the athletic aunt .,a powerful woman forgot a chocolate .,a chocolate was forgotten by a powerful woman .
the pretty lawyer follows the band .,the band is followed by the pretty lawyer .,a rich woman forgot a chocolate .,a chocolate was forgotten by a rich woman .
the honest author accepts the log .,the log is accepted by the honest author .,a nervous woman forgot a chocolate .,a chocolate was forgotten by a nervous woman .
the willing professor removes the bag .,the bag is removed by the willing professor .,a happy woman forgot a chocolate .,a chocolate was forgotten by a happy woman .
the guilty soldier prepares the anchor .,the anchor is prepared by the guilty soldier .,a good woman forgot a chocolate .,a chocolate was forgotten by a good woman .
a southern sheriff raised a juice .,a juice was raised by a southern sheriff .,the violent boy teaches the worker .,the worker is taught by the violent boy .
a responsible buddy led a corporation .,a corporation was led by a responsible buddy .,the french boy teaches the worker .,the worker is taught by the french boy .
a sweet buddy carried a cheese .,a cheese was carried by a sweet buddy .,the catholic boy teaches the worker .,the worker is taught by the catholic boy .
a terrible woman kept a glass .,a glass was kept by a terrible woman .,the lonely boy teaches the worker .,the worker is taught by the lonely boy .
a gentle physician beat a priest .,a priest was beaten by a gentle physician .,the strong boy teaches the worker .,the worker is taught by the strong boy .
an angry aunt hurried a cousin .,a cousin was hurried by an angry aunt .,the reliable boy teaches the worker .,the worker is taught by the reliable boy .
a creative lawyer comforted a husband .,a husband was comforted by a creative lawyer .,the handsome boy teaches the worker .,the worker is taught by the handsome boy .
an illegal author accepted a computer .,a computer was accepted by an illegal author .,the beautiful boy teaches the worker .,the worker is taught by the beautiful boy .
a brave president caught a flower .,a flower was caught by a brave president .,the southern boy teaches the worker .,the worker is taught by the southern boy .
a french mother asked a band .,a band was asked by a french mother .,the bad boy teaches the worker .,the worker is taught by the bad boy .
a holy parent smelled an anchor .,an anchor was smelled by a holy parent .,the great kid joins the singer .,the singer is joined by the great kid .
a sad champion collected a box .,a box was collected by a sad champion .,the dangerous kid joins the singer .,the singer is joined by the dangerous kid .
a ridiculous son wrapped a bell .,a bell was wrapped by a ridiculous son .,the beautiful kid joins the singer .,the singer is joined by the beautiful kid .
a blind doctor led a company .,a company was led by a blind doctor .,the sad kid joins the singer .,the singer is joined by the sad kid .
a proud minister destroyed an engine .,an engine was destroyed by a proud minister .,the cute kid joins the singer .,the singer is joined by the cute kid .
a sad chief judged an administration .,an administration was judged by a sad chief .,the silent kid joins the singer .,the singer is joined by the silent kid .
a proud champion bothered a secretary .,a secretary was bothered by a proud champion .,the tough kid joins the singer .,the singer is joined by the tough kid .
a guilty husband followed a corporation .,a corporation was followed by a guilty husband .,the french kid joins the singer .,the singer is joined by the french kid .
a reliable physician comforted an opponent .,an opponent was comforted by a reliable physician .,the glad kid joins the singer .,the singer is joined by the glad kid .
an illegal actress selected a pie .,a pie was selected by an illegal actress .,the hungry kid joins the singer .,the singer is joined by the hungry kid .
a dangerous soldier struck a mayor .,a mayor was struck by a dangerous soldier .,the pretty child kisses the singer .,the singer is kissed by the pretty child .
a fantastic princess hurried a cop .,a cop was hurried by a fantastic princess .,the french child kisses the singer .,the singer is kissed by the french child .
a friendly chief grabbed a juice .,a juice was grabbed by a friendly chief .,the pretty child kisses the singer .,the singer is kissed by the pretty child .
a hungry guest comforted a priest .,a priest was comforted by a hungry guest .,the nice child kisses the singer .,the singer is kissed by the nice child .
a fair manager removed a cup .,a cup was removed by a fair manager .,the terrible child kisses the singer .,the singer is kissed by the terrible child .
a silent scientist smelled a coat .,a coat was smelled by a silent scientist .,the great child kisses the singer .,the singer is kissed by the great child .
a spanish soldier grabbed a coffee .,a coffee was grabbed by a spanish soldier .,the healthy child kisses the singer .,the singer is kissed by the healthy child .
a fantastic president asked an army .,an army was asked by a fantastic president .,the rough child kisses the singer .,the singer is kissed by the rough child .
an english attorney dragged a winner .,a winner was dragged by an english attorney .,the calm child kisses the singer .,the singer is kissed by the calm child .
a crazy lawyer grabbed a juice .,a juice was grabbed by a crazy lawyer .,the odd child kisses the singer .,the singer is kissed by the odd child .
the tall professor hurried the reader .,the reader was hurried by the tall professor .,a willing woman chases a business .,a business is chased by a willing woman .
the happy priest accepted the plate .,the plate was accepted by the happy priest .,a sexy woman chases a business .,a business is chased by a sexy woman .
the cool scientist smelled the log .,the log was smelled by the cool scientist .,a dangerous woman chases a business .,a business is chased by a dangerous woman .
the funny prince washed the television .,the television was washed by the funny prince .,a rough woman chases a business .,a business is chased by a rough woman .
the dangerous father tasted the chocolate .,the chocolate was tasted by the dangerous father .,a famous woman chases a business .,a business is chased by a famous woman .
the loud teacher wrapped the glass .,the glass was wrapped by the loud teacher .,a silly woman chases a business .,a business is chased by a silly woman .
the special professor killed the actor .,the actor was killed by the special professor .,a scary woman chases a business .,a business is chased by a scary woman .
the stupid daughter hurt the club .,the club was hurt by the stupid daughter .,a strange woman chases a business .,a business is chased by a strange woman .
the chinese chief dragged the cigarette .,the cigarette was dragged by the chinese chief .,a foreign woman chases a business .,a business is chased by a foreign woman .
the brave cousin forgot the coffee .,the coffee was forgotten by the brave cousin .,a handsome woman chases a business .,a business is chased by a handsome woman .
a ordinary cousin selected a salad .,a salad was selected by a ordinary cousin .,the brilliant hero prepares the meal .,the meal is prepared by the brilliant hero .
a brave parent described an actress .,an actress was described by a brave parent .,the lonely hero prepares the meal .,the meal is prepared by the lonely hero .
a horrible professor smelled a box .,a box was smelled by a horrible professor .,the glad hero prepares the meal .,the meal is prepared by the glad hero .
a healthy chief dragged a crystal .,a crystal was dragged by a healthy chief .,the brave hero prepares the meal .,the meal is prepared by the brave hero .
an attractive employer grabbed a bag .,a bag was grabbed by an attractive employer .,the serious hero prepares the meal .,the meal is prepared by the serious hero .
a french colonel purchased a box .,a box was purchased by a french colonel .,the ordinary hero prepares the meal .,the meal is prepared by the ordinary hero .
a odd chief protected a physician .,a physician was protected by a odd chief .,the hungry hero prepares the meal .,the meal is prepared by the hungry hero .
a french corporation kept a box .,a box was kept by a french corporation .,the willing hero prepares the meal .,the meal is prepared by the willing hero .
a cool father taught an employee .,an employee was taught by a cool father .,the brave hero prepares the meal .,the meal is prepared by the brave hero .
an important uncle left a log .,a log was left by an important uncle .,the cool hero prepares the meal .,the meal is prepared by the cool hero .
a healthy soldier comforts a girl .,a girl is comforted by a healthy soldier .,the sick prince taught the parent .,the parent was taught by the sick prince .
a fair buddy accepts an anchor .,an anchor is accepted by a fair buddy .,the sensitive prince taught the parent .,the parent was taught by the sensitive prince .
an intelligent author collects a television .,a television is collected by an intelligent author .,the loving prince taught the parent .,the parent was taught by the loving prince .
a scary leader forgets a guest .,a guest is forgotten by a scary leader .,the healthy prince taught the parent .,the parent was taught by the healthy prince .
a dangerous captain purchases a candy .,a candy is purchased by a dangerous captain .,the tall prince taught the parent .,the parent was taught by the tall prince .
a friendly kid discovers a coffee .,a coffee is discovered by a friendly kid .,the weird prince taught the parent .,the parent was taught by the weird prince .
a wise brother forgives a band .,a band is forgiven by a wise brother .,the helpful prince taught the parent .,the parent was taught by the helpful prince .
a powerful guy embraces a cop .,a cop is embraced by a powerful guy .,the odd prince taught the parent .,the parent was taught by the odd prince .
a lonely priest follows an actress .,an actress is followed by a lonely priest .,the cool prince taught the parent .,the parent was taught by the cool prince .
a willing daughter smells a juice .,a juice is smelled by a willing daughter .,the ordinary prince taught the parent .,the parent was taught by the ordinary prince .
the important adult drinks the tea .,the tea is drunk by the important adult .,a dangerous corporation used a book .,a book was used by a dangerous corporation .
the stupid hero beats the uncle .,the uncle is beaten by the stupid hero .,a curious corporation used a book .,a book was used by a curious corporation .
the excited adult embraces the actress .,the actress is embraced by the excited adult .,a special corporation used a book .,a book was used by a special corporation .
the eager actress joins the club .,the club is joined by the eager actress .,a curious corporation used a book .,a book was used by a curious corporation .
the sad mother selects the beer .,the beer is selected by the sad mother .,a special corporation used a book .,a book was used by a special corporation .
the critical sheriff forgives the physician .,the physician is forgiven by the critical sheriff .,a french corporation used a book .,a book was used by a french corporation .
the young nurse punches the attorney .,the attorney is punched by the young nurse .,a southern corporation used a book .,a book was used by a southern corporation .
the critical cousin purchases the anchor .,the anchor is purchased by the critical cousin .,a modest corporation used a book .,a book was used by a modest corporation .
the happy brother punches the guy .,the guy is punched by the happy brother .,a jewish corporation used a book .,a book was used by a jewish corporation .
the patient singer embraces the child .,the child is embraced by the patient singer .,a catholic corporation used a book .,a book was used by a catholic corporation .
the good president caught the juice .,the juice was caught by the good president .,a silent daughter eats a chocolate .,a chocolate is eaten by a silent daughter .
the famous lady judged the aunt .,the aunt was judged by the famous lady .,a strange daughter eats a chocolate .,a chocolate is eaten by a strange daughter .
the aggressive aunt accepted the log .,the log was accepted by the aggressive aunt .,a crazy daughter eats a chocolate .,a chocolate is eaten by a crazy daughter .
the alert employee surprised the worker .,the worker was surprised by the alert employee .,a ill daughter eats a chocolate .,a chocolate is eaten by a ill daughter .
the creative candidate washed the book .,the book was washed by the creative candidate .,a rough daughter eats a chocolate .,a chocolate is eaten by a rough daughter .
the bad guy grabbed the coffee .,the coffee was grabbed by the bad guy .,a pretty daughter eats a chocolate .,a chocolate is eaten by a pretty daughter .
the sick woman grabbed the bishop .,the bishop was grabbed by the sick woman .,a strong daughter eats a chocolate .,a chocolate is eaten by a strong daughter .
the scary secretary dragged the king .,the king was dragged by the scary secretary .,a lonely daughter eats a chocolate .,a chocolate is eaten by a lonely daughter .
the responsible husband carried the crystal .,the crystal was carried by the responsible husband .,a normal daughter eats a chocolate .,a chocolate is eaten by a normal daughter .
the ordinary husband forgot the camera .,the camera was forgotten by the ordinary husband .,a rich daughter eats a chocolate .,a chocolate is eaten by a rich daughter .
a mad sheriff kisses a pilot .,a pilot is kissed by a mad sheriff .,the young singer bothered the band .,the band was bothered by the young singer .
a odd hero keeps a knife .,a knife is kept by a odd hero .,the stupid singer bothered the band .,the band was bothered by the stupid singer .
a french student destroys a parent .,a parent is destroyed by a french student .,the spanish singer bothered the band .,the band was bothered by the spanish singer .
a religious princess describes a captain .,a captain is described by a religious princess .,the peaceful singer bothered the band .,the band was bothered by the peaceful singer .
a criminal soldier follows an aunt .,an aunt is followed by a criminal soldier .,the great singer bothered the band .,the band was bothered by the great singer .
a modern man comforts an opponent .,an opponent is comforted by a modern man .,the normal singer bothered the band .,the band was bothered by the normal singer .
an afraid employee grabs an uncle .,an uncle is grabbed by an afraid employee .,the curious singer bothered the band .,the band was bothered by the curious singer .
a nice boy drags a newspaper .,a newspaper is dragged by a nice boy .,the powerful singer bothered the band .,the band was bothered by the powerful singer .
a creative prince surprises a sheriff .,a sheriff is surprised by a creative prince .,the religious singer bothered the band .,the band was bothered by the religious singer .
a holy guest kisses a lawyer .,a lawyer is kissed by a holy guest .,the creative singer bothered the band .,the band was bothered by the creative singer .
a curious nurse grabbed a pie .,a pie was grabbed by a curious nurse .,the religious teacher describes the instrument .,the instrument is described by the religious teacher .
an italian author accepted a bag .,a bag was accepted by an italian author .,the lonely teacher describes the instrument .,the instrument is described by the lonely teacher .
a helpful worker punched a partner .,a partner was punched by a helpful worker .,the poor teacher describes the instrument .,the instrument is described by the poor teacher .
a sophisticated club used a computer .,a computer was used by a sophisticated club .,the busy teacher describes the instrument .,the instrument is described by the busy teacher .
a nice kid selected a coffee .,a coffee was selected by a nice kid .,the reliable teacher describes the instrument .,the instrument is described by the reliable teacher .
an afraid actor comforted a writer .,a writer was comforted by an afraid actor .,the chinese teacher describes the instrument .,the instrument is described by the chinese teacher .
a modern soldier comforted a bishop .,a bishop was comforted by a modern soldier .,the weird teacher describes the instrument .,the instrument is described by the weird teacher .
an american actress dragged a captain .,a captain was dragged by an american actress .,the bad teacher describes the instrument .,the instrument is described by the bad teacher .
a odd hero embraced a king .,a king was embraced by a odd hero .,the nice teacher describes the instrument .,the instrument is described by the nice teacher .
a holy singer kissed an opponent .,an opponent was kissed by a holy singer .,the strange teacher describes the instrument .,the instrument is described by the strange teacher .
the critical priest purchased the cheese .,the cheese was purchased by the critical priest .,a sick scientist catches an actor .,an actor is caught by a sick scientist .
the calm wife forgave the company .,the company was forgiven by the calm wife .,a dangerous scientist catches an actor .,an actor is caught by a dangerous scientist .
the wise captain punched the friend .,the friend was punched by the wise captain .,a busy scientist catches an actor .,an actor is caught by a busy scientist .
the strong president bothered the army .,the army was bothered by the strong president .,a pretty scientist catches an actor .,an actor is caught by a pretty scientist .
the lonely writer broke the crystal .,the crystal was broken by the lonely writer .,a terrible scientist catches an actor .,an actor is caught by a terrible scientist .
the angry employee asked the army .,the army was asked by the angry employee .,a good scientist catches an actor .,an actor is caught by a good scientist .
the famous wife followed the corporation .,the corporation was followed by the famous wife .,a kind scientist catches an actor .,an actor is caught by a kind scientist .
the sensitive worker surprised the colonel .,the colonel was surprised by the sensitive worker .,a crazy scientist catches an actor .,an actor is caught by a crazy scientist .
the blind father asked the army .,the army was asked by the blind father .,a critical scientist catches an actor .,an actor is caught by a critical scientist .
the important author embraced the teacher .,the teacher was embraced by the important author .,a young scientist catches an actor .,an actor is caught by a young scientist .
the aggressive employee understood the boy .,the boy was understood by the aggressive employee .,an angry opponent selects a juice .,a juice is selected by an angry opponent .
the cute princess comforted the captain .,the captain was comforted by the cute princess .,an american opponent selects a juice .,a juice is selected by an american opponent .
the handsome cousin destroyed the guitar .,the guitar was destroyed by the handsome cousin .,an emotional opponent selects a juice .,a juice is selected by an emotional opponent .
