pa, pp, ta, tp
a club protects a partner .,a partner is protected by a club .,the secretary left the book .,the book was left by the secretary .
a captain embraces a friend .,a friend is embraced by a captain .,the secretary left the book .,the book was left by the secretary .
a leader kisses a cousin .,a cousin is kissed by a leader .,the secretary left the book .,the book was left by the secretary .
a friend drags a key .,a key is dragged by a friend .,the secretary left the book .,the book was left by the secretary .
a chief asks a kid .,a kid is asked by a chief .,the secretary left the book .,the book was left by the secretary .
a scientist tastes a salad .,a salad is tasted by a scientist .,the secretary left the book .,the book was left by the secretary .
a doctor drinks a beer .,a beer is drunk by a doctor .,the secretary left the book .,the book was left by the secretary .
a priest drags a buddy .,a buddy is dragged by a priest .,the parent destroyed the salad .,the salad was destroyed by the parent .
a champion accepts a telephone .,a telephone is accepted by a champion .,the parent destroyed the salad .,the salad was destroyed by the parent .
a woman uses a hat .,a hat is used by a woman .,the parent destroyed the salad .,the salad was destroyed by the parent .
a friend forgives a doctor .,a doctor is forgiven by a friend .,the parent destroyed the salad .,the salad was destroyed by the parent .
an author embraces a nurse .,a nurse is embraced by an author .,the parent destroyed the salad .,the salad was destroyed by the parent .
a partner understands a husband .,a husband is understood by a partner .,the parent destroyed the salad .,the salad was destroyed by the parent .
a scientist kisses a kid .,a kid is kissed by a scientist .,the parent destroyed the salad .,the salad was destroyed by the parent .
a friend embraces an actor .,an actor is embraced by a friend .,the parent destroyed the salad .,the salad was destroyed by the parent .
a buddy drinks a tea .,a tea is drunk by a buddy .,the parent destroyed the salad .,the salad was destroyed by the parent .
a colonel kisses a nurse .,a nurse is kissed by a colonel .,the parent destroyed the salad .,the salad was destroyed by the parent .
the child hurries the actor .,the actor is hurried by the child .,a scientist discovered a pie .,a pie was discovered by a scientist .
the manager comforts the soldier .,the soldier is comforted by the manager .,a scientist discovered a pie .,a pie was discovered by a scientist .
the colonel forgets the box .,the box is forgotten by the colonel .,a scientist discovered a pie .,a pie was discovered by a scientist .
the singer bothers the child .,the child is bothered by the singer .,a scientist discovered a pie .,a pie was discovered by a scientist .
the singer describes the juice .,the juice is described by the singer .,a scientist discovered a pie .,a pie was discovered by a scientist .
the bishop asks the soldier .,the soldier is asked by the bishop .,a scientist discovered a pie .,a pie was discovered by a scientist .
the guest asks the club .,the club is asked by the guest .,a scientist discovered a pie .,a pie was discovered by a scientist .
the singer judges the winner .,the winner is judged by the singer .,a scientist discovered a pie .,a pie was discovered by a scientist .
the student forgives the business .,the business is forgiven by the student .,a scientist discovered a pie .,a pie was discovered by a scientist .
the sheriff catches the beer .,the beer is caught by the sheriff .,a scientist discovered a pie .,a pie was discovered by a scientist .
a lawyer drags a camera .,a camera is dragged by a lawyer .,the opponent followed the company .,the company was followed by the opponent .
a champion bothers an administration .,an administration is bothered by a champion .,the opponent followed the company .,the company was followed by the opponent .
a boy drags a book .,a book is dragged by a boy .,the opponent followed the company .,the company was followed by the opponent .
a soldier eats a salad .,a salad is eaten by a soldier .,the opponent followed the company .,the company was followed by the opponent .
a boy catches a beer .,a beer is caught by a boy .,the opponent followed the company .,the company was followed by the opponent .
a writer surprises an attorney .,an attorney is surprised by a writer .,the opponent followed the company .,the company was followed by the opponent .
a buddy understands a man .,a man is understood by a buddy .,the opponent followed the company .,the company was followed by the opponent .
a nurse discovers a coffee .,a coffee is discovered by a nurse .,the opponent followed the company .,the company was followed by the opponent .
a doctor hurts a teacher .,a teacher is hurt by a doctor .,the opponent followed the company .,the company was followed by the opponent .
a guy kills a sheriff .,a sheriff is killed by a guy .,the opponent followed the company .,the company was followed by the opponent .
a father understood a lawyer .,a lawyer was understood by a father .,the hero collects the jacket .,the jacket is collected by the hero .
a soldier discovered a minister .,a minister was discovered by a soldier .,the hero collects the jacket .,the jacket is collected by the hero .
a son left a plate .,a plate was left by a son .,the hero collects the jacket .,the jacket is collected by the hero .
a doctor destroyed a beer .,a beer was destroyed by a doctor .,the hero collects the jacket .,the jacket is collected by the hero .
a worker left a machine .,a machine was left by a worker .,the hero collects the jacket .,the jacket is collected by the hero .
an actor killed an adult .,an adult was killed by an actor .,the hero collects the jacket .,the jacket is collected by the hero .
a child selected a flower .,a flower was selected by a child .,the hero collects the jacket .,the jacket is collected by the hero .
a soldier removed a key .,a key was removed by a soldier .,the hero collects the jacket .,the jacket is collected by the hero .
a sheriff dragged a guy .,a guy was dragged by a sheriff .,the hero collects the jacket .,the jacket is collected by the hero .
a cop followed a lawyer .,a lawyer was followed by a cop .,the hero collects the jacket .,the jacket is collected by the hero .
a professor smelled a chocolate .,a chocolate was smelled by a professor .,the sheriff forgets the button .,the button is forgotten by the sheriff .
an uncle discovered a beer .,a beer was discovered by an uncle .,the sheriff forgets the button .,the button is forgotten by the sheriff .
a colonel chased a business .,a business was chased by a colonel .,the sheriff forgets the button .,the button is forgotten by the sheriff .
a buddy tasted a meal .,a meal was tasted by a buddy .,the sheriff forgets the button .,the button is forgotten by the sheriff .
a writer hurt a corporation .,a corporation was hurt by a writer .,the sheriff forgets the button .,the button is forgotten by the sheriff .
a nurse judged an army .,an army was judged by a nurse .,the sheriff forgets the button .,the button is forgotten by the sheriff .
a chief removed a bell .,a bell was removed by a chief .,the sheriff forgets the button .,the button is forgotten by the sheriff .
a worker embraced a teacher .,a teacher was embraced by a worker .,the sheriff forgets the button .,the button is forgotten by the sheriff .
a scientist hurt an opponent .,an opponent was hurt by a scientist .,the sheriff forgets the button .,the button is forgotten by the sheriff .
a corporation kept a meal .,a meal was kept by a corporation .,the sheriff forgets the button .,the button is forgotten by the sheriff .
the professor kissed the winner .,the winner was kissed by the professor .,a husband understands a buddy .,a buddy is understood by a husband .
the girl taught the son .,the son was taught by the girl .,a husband understands a buddy .,a buddy is understood by a husband .
the uncle carried the author .,the author was carried by the uncle .,a husband understands a buddy .,a buddy is understood by a husband .
the lady led the company .,the company was led by the lady .,a husband understands a buddy .,a buddy is understood by a husband .
the brother used the gun .,the gun was used by the brother .,a husband understands a buddy .,a buddy is understood by a husband .
the boy hurried the actress .,the actress was hurried by the boy .,a husband understands a buddy .,a buddy is understood by a husband .
the writer grabbed the cheese .,the cheese was grabbed by the writer .,a husband understands a buddy .,a buddy is understood by a husband .
the brother chased the corporation .,the corporation was chased by the brother .,a husband understands a buddy .,a buddy is understood by a husband .
the brother hurried the sheriff .,the sheriff was hurried by the brother .,a husband understands a buddy .,a buddy is understood by a husband .
the author used the bottle .,the bottle was used by the author .,a husband understands a buddy .,a buddy is understood by a husband .
a company wants a beer .,a beer is wanted by a company .,the son wrapped the cup .,the cup was wrapped by the son .
a president tastes a pie .,a pie is tasted by a president .,the son wrapped the cup .,the cup was wrapped by the son .
an opponent accepts a wire .,a wire is accepted by an opponent .,the son wrapped the cup .,the cup was wrapped by the son .
a lawyer strikes a woman .,a woman is struck by a lawyer .,the son wrapped the cup .,the cup was wrapped by the son .
an author chases a physician .,a physician is chased by an author .,the son wrapped the cup .,the cup was wrapped by the son .
a manager asks a candidate .,a candidate is asked by a manager .,the son wrapped the cup .,the cup was wrapped by the son .
a soldier judges a band .,a band is judged by a soldier .,the son wrapped the cup .,the cup was wrapped by the son .
an opponent surprises a physician .,a physician is surprised by an opponent .,the son wrapped the cup .,the cup was wrapped by the son .
a pilot forgets a meal .,a meal is forgotten by a pilot .,the son wrapped the cup .,the cup was wrapped by the son .
a guest teaches a captain .,a captain is taught by a guest .,the son wrapped the cup .,the cup was wrapped by the son .
the pilot understands the king .,the king is understood by the pilot .,a company kept a cigarette .,a cigarette was kept by a company .
the writer catches the log .,the log is caught by the writer .,a company kept a cigarette .,a cigarette was kept by a company .
the candidate kills the husband .,the husband is killed by the candidate .,a company kept a cigarette .,a cigarette was kept by a company .
the princess kills the priest .,the priest is killed by the princess .,a company kept a cigarette .,a cigarette was kept by a company .
the physician surprises the professor .,the professor is surprised by the physician .,a company kept a cigarette .,a cigarette was kept by a company .
the writer eats the cheese .,the cheese is eaten by the writer .,a company kept a cigarette .,a cigarette was kept by a company .
the winner bothers the band .,the band is bothered by the winner .,a company kept a cigarette .,a cigarette was kept by a company .
the cousin teaches the writer .,the writer is taught by the cousin .,a company kept a cigarette .,a cigarette was kept by a company .
the kid breaks the wire .,the wire is broken by the kid .,a company kept a cigarette .,a cigarette was kept by a company .
the leader forgets the juice .,the juice is forgotten by the leader .,a company kept a cigarette .,a cigarette was kept by a company .
a secretary surprises a guy .,a guy is surprised by a secretary .,the professor comforted the mother .,the mother was comforted by the professor .
a worker describes a meal .,a meal is described by a worker .,the professor comforted the mother .,the mother was comforted by the professor .
a buddy forgets an anchor .,an anchor is forgotten by a buddy .,the professor comforted the mother .,the mother was comforted by the professor .
a buddy carries a newspaper .,a newspaper is carried by a buddy .,the professor comforted the mother .,the mother was comforted by the professor .
an actress forgives a corporation .,a corporation is forgiven by an actress .,the professor comforted the mother .,the mother was comforted by the professor .
a king discovers a priest .,a priest is discovered by a king .,the professor comforted the mother .,the mother was comforted by the professor .
a winner drinks a coffee .,a coffee is drunk by a winner .,the professor comforted the mother .,the mother was comforted by the professor .
a captain follows a guest .,a guest is followed by a captain .,the professor comforted the mother .,the mother was comforted by the professor .
a princess forgives an actor .,an actor is forgiven by a princess .,the professor comforted the mother .,the mother was comforted by the professor .
an actress drags a computer .,a computer is dragged by an actress .,the professor comforted the mother .,the mother was comforted by the professor .
the son washes the engine .,the engine is washed by the son .,a business used a bowl .,a bowl was used by a business .
the buddy understands the author .,the author is understood by the buddy .,a business used a bowl .,a bowl was used by a business .
the secretary smells the chocolate .,the chocolate is smelled by the secretary .,a business used a bowl .,a bowl was used by a business .
the band protects the prince .,the prince is protected by the band .,a business used a bowl .,a bowl was used by a business .
the club purchases the wire .,the wire is purchased by the club .,a business used a bowl .,a bowl was used by a business .
the parent surprises the actor .,the actor is surprised by the parent .,a business used a bowl .,a bowl was used by a business .
the worker prepares the tea .,the tea is prepared by the worker .,a business used a bowl .,a bowl was used by a business .
the soldier embraces the opponent .,the opponent is embraced by the soldier .,a business used a bowl .,a bowl was used by a business .
the opponent tastes the meal .,the meal is tasted by the opponent .,a business used a bowl .,a bowl was used by a business .
the adult removes the guitar .,the guitar is removed by the adult .,a business used a bowl .,a bowl was used by a business .
the doctor smelled the newspaper .,the newspaper was smelled by the doctor .,a sheriff prepares a ball .,a ball is prepared by a sheriff .
the chief surprised the nurse .,the nurse was surprised by the chief .,a sheriff prepares a ball .,a ball is prepared by a sheriff .
the buddy purchased the candy .,the candy was purchased by the buddy .,a sheriff prepares a ball .,a ball is prepared by a sheriff .
the wife discovered the father .,the father was discovered by the wife .,a sheriff prepares a ball .,a ball is prepared by a sheriff .
the man tasted the candy .,the candy was tasted by the man .,a sheriff prepares a ball .,a ball is prepared by a sheriff .
the president described the meal .,the meal was described by the president .,a sheriff prepares a ball .,a ball is prepared by a sheriff .
the teacher followed the scientist .,the scientist was followed by the teacher .,a sheriff prepares a ball .,a ball is prepared by a sheriff .
the wife forgot the tea .,the tea was forgotten by the wife .,a sheriff prepares a ball .,a ball is prepared by a sheriff .
the captain taught the employer .,the employer was taught by the captain .,a sheriff prepares a ball .,a ball is prepared by a sheriff .
the buddy judged the kid .,the kid was judged by the buddy .,a sheriff prepares a ball .,a ball is prepared by a sheriff .
a brother eats a salad .,a salad is eaten by a brother .,the cop raised the leader .,the leader was raised by the cop .
a wife drags a princess .,a princess is dragged by a wife .,the cop raised the leader .,the leader was raised by the cop .
a pilot bothers a nurse .,a nurse is bothered by a pilot .,the cop raised the leader .,the leader was raised by the cop .
a winner asks a princess .,a princess is asked by a winner .,the cop raised the leader .,the leader was raised by the cop .
a lawyer embraces a daughter .,a daughter is embraced by a lawyer .,the cop raised the leader .,the leader was raised by the cop .
an employer wraps a book .,a book is wrapped by an employer .,the cop raised the leader .,the leader was raised by the cop .
a nurse kills a scientist .,a scientist is killed by a nurse .,the cop raised the leader .,the leader was raised by the cop .
a father surprises a princess .,a princess is surprised by a father .,the cop raised the leader .,the leader was raised by the cop .
a club uses a camera .,a camera is used by a club .,the cop raised the leader .,the leader was raised by the cop .
a worker selects a candy .,a candy is selected by a worker .,the cop raised the leader .,the leader was raised by the cop .
the secretary eats the meal .,the meal is eaten by the secretary .,a king accepted a guitar .,a guitar was accepted by a king .
the lady leads the club .,the club is led by the lady .,a king accepted a guitar .,a guitar was accepted by a king .
the boy drinks the coffee .,the coffee is drunk by the boy .,a king accepted a guitar .,a guitar was accepted by a king .
the priest surprises the cousin .,the cousin is surprised by the priest .,a king accepted a guitar .,a guitar was accepted by a king .
the scientist helps the colonel .,the colonel is helped by the scientist .,a king accepted a guitar .,a guitar was accepted by a king .
the parent surprises the reader .,the reader is surprised by the parent .,a king accepted a guitar .,a guitar was accepted by a king .
the winner surprises the lawyer .,the lawyer is surprised by the winner .,a king accepted a guitar .,a guitar was accepted by a king .
the son carries the tea .,the tea is carried by the son .,a king accepted a guitar .,a guitar was accepted by a king .
the boy beats the partner .,the partner is beaten by the boy .,a king accepted a guitar .,a guitar was accepted by a king .
the parent teaches the wife .,the wife is taught by the parent .,a king accepted a guitar .,a guitar was accepted by a king .
a writer carried a tea .,a tea was carried by a writer .,the company keeps the beer .,the beer is kept by the company .
a lawyer led a band .,a band was led by a lawyer .,the company keeps the beer .,the beer is kept by the company .
a man wrapped a pot .,a pot was wrapped by a man .,the company keeps the beer .,the beer is kept by the company .
a mayor discovered a cup .,a cup was discovered by a mayor .,the company keeps the beer .,the beer is kept by the company .
a lawyer described a salad .,a salad was described by a lawyer .,the company keeps the beer .,the beer is kept by the company .
an aunt discovered a juice .,a juice was discovered by an aunt .,the company keeps the beer .,the beer is kept by the company .
a colonel hurt a reader .,a reader was hurt by a colonel .,the company keeps the beer .,the beer is kept by the company .
a bishop carried a button .,a button was carried by a bishop .,the company keeps the beer .,the beer is kept by the company .
a princess followed an army .,an army was followed by a princess .,the company keeps the beer .,the beer is kept by the company .
an employee dragged a bell .,a bell was dragged by an employee .,the company keeps the beer .,the beer is kept by the company .
the employer purchases the plate .,the plate is purchased by the employer .,a kid drank a coffee .,a coffee was drunk by a kid .
the guy carries the meal .,the meal is carried by the guy .,a kid drank a coffee .,a coffee was drunk by a kid .
the writer discovers the jacket .,the jacket is discovered by the writer .,a kid drank a coffee .,a coffee was drunk by a kid .
the winner understands the writer .,the writer is understood by the winner .,a kid drank a coffee .,a coffee was drunk by a kid .
the man teaches the son .,the son is taught by the man .,a kid drank a coffee .,a coffee was drunk by a kid .
the lady hurries the leader .,the leader is hurried by the lady .,a kid drank a coffee .,a coffee was drunk by a kid .
the candidate selects the chocolate .,the chocolate is selected by the candidate .,a kid drank a coffee .,a coffee was drunk by a kid .
the priest hurries the prince .,the prince is hurried by the priest .,a kid drank a coffee .,a coffee was drunk by a kid .
the wife raises the actor .,the actor is raised by the wife .,a kid drank a coffee .,a coffee was drunk by a kid .
the woman joins the minister .,the minister is joined by the woman .,a kid drank a coffee .,a coffee was drunk by a kid .
a winner kills a reader .,a reader is killed by a winner .,the administration helped the bishop .,the bishop was helped by the administration .
a man forgives a prince .,a prince is forgiven by a man .,the administration helped the bishop .,the bishop was helped by the administration .
an attorney accepts an anchor .,an anchor is accepted by an attorney .,the administration helped the bishop .,the bishop was helped by the administration .
an actor accepts a television .,a television is accepted by an actor .,the administration helped the bishop .,the bishop was helped by the administration .
a boy catches a book .,a book is caught by a boy .,the administration helped the bishop .,the bishop was helped by the administration .
a boy tastes a cheese .,a cheese is tasted by a boy .,the administration helped the bishop .,the bishop was helped by the administration .
a brother teaches a singer .,a singer is taught by a brother .,the administration helped the bishop .,the bishop was helped by the administration .
a leader breaks a motor .,a motor is broken by a leader .,the administration helped the bishop .,the bishop was helped by the administration .
an employee accepts a bottle .,a bottle is accepted by an employee .,the administration helped the bishop .,the bishop was helped by the administration .
a lawyer washes a cigarette .,a cigarette is washed by a lawyer .,the administration helped the bishop .,the bishop was helped by the administration .
the man discovers the captain .,the captain is discovered by the man .,an aunt selected a bottle .,a bottle was selected by an aunt .
the singer discovers the chicken .,the chicken is discovered by the singer .,an aunt selected a bottle .,a bottle was selected by an aunt .
the son follows the band .,the band is followed by the son .,an aunt selected a bottle .,a bottle was selected by an aunt .
the friend drags the machine .,the machine is dragged by the friend .,an aunt selected a bottle .,a bottle was selected by an aunt .
the author accepts the flower .,the flower is accepted by the author .,an aunt selected a bottle .,a bottle was selected by an aunt .
the woman drags the lawyer .,the lawyer is dragged by the woman .,an aunt selected a bottle .,a bottle was selected by an aunt .
the business keeps the chicken .,the chicken is kept by the business .,an aunt selected a bottle .,a bottle was selected by an aunt .
the friend embraces the mayor .,the mayor is embraced by the friend .,an aunt selected a bottle .,a bottle was selected by an aunt .
the father discovers the king .,the king is discovered by the father .,an aunt selected a bottle .,a bottle was selected by an aunt .
the buddy forgives the author .,the author is forgiven by the buddy .,an aunt selected a bottle .,a bottle was selected by an aunt .
a band helped a president .,a president was helped by a band .,the secretary describes the plate .,the plate is described by the secretary .
a company wanted a cheese .,a cheese was wanted by a company .,the secretary describes the plate .,the plate is described by the secretary .
a champion grabbed a beer .,a beer was grabbed by a champion .,the secretary describes the plate .,the plate is described by the secretary .
a writer struck a cop .,a cop was struck by a writer .,the secretary describes the plate .,the plate is described by the secretary .
an author forgave a corporation .,a corporation was forgiven by an author .,the secretary describes the plate .,the plate is described by the secretary .
a parent forgave a company .,a company was forgiven by a parent .,the secretary describes the plate .,the plate is described by the secretary .
a professor surprised a man .,a man was surprised by a professor .,the secretary describes the plate .,the plate is described by the secretary .
a band purchased a chocolate .,a chocolate was purchased by a band .,the secretary describes the plate .,the plate is described by the secretary .
a nurse surprised a child .,a child was surprised by a nurse .,the secretary describes the plate .,the plate is described by the secretary .
a sheriff chased an opponent .,an opponent was chased by a sheriff .,the secretary describes the plate .,the plate is described by the secretary .
a professor surprised a worker .,a worker was surprised by a professor .,the mother prepares the coat .,the coat is prepared by the mother .
a mayor taught a priest .,a priest was taught by a mayor .,the mother prepares the coat .,the coat is prepared by the mother .
a leader forgave a business .,a business was forgiven by a leader .,the mother prepares the coat .,the coat is prepared by the mother .
a sheriff taught an employer .,an employer was taught by a sheriff .,the mother prepares the coat .,the coat is prepared by the mother .
a leader caught a camera .,a camera was caught by a leader .,the mother prepares the coat .,the coat is prepared by the mother .
a husband chased a corporation .,a corporation was chased by a husband .,the mother prepares the coat .,the coat is prepared by the mother .
an employer kept a tea .,a tea was kept by an employer .,the mother prepares the coat .,the coat is prepared by the mother .
a son chased a club .,a club was chased by a son .,the mother prepares the coat .,the coat is prepared by the mother .
a pilot struck a bishop .,a bishop was struck by a pilot .,the mother prepares the coat .,the coat is prepared by the mother .
an army purchased a television .,a television was purchased by an army .,the mother prepares the coat .,the coat is prepared by the mother .
the winner beat the student .,the student was beaten by the winner .,a worker grabs a beer .,a beer is grabbed by a worker .
the father joined the hero .,the hero was joined by the father .,a worker grabs a beer .,a beer is grabbed by a worker .
the reader discovered the machine .,the machine was discovered by the reader .,a worker grabs a beer .,a beer is grabbed by a worker .
the cousin ate the pie .,the pie was eaten by the cousin .,a worker grabs a beer .,a beer is grabbed by a worker .
the king killed the cousin .,the cousin was killed by the king .,a worker grabs a beer .,a beer is grabbed by a worker .
the attorney taught the partner .,the partner was taught by the attorney .,a worker grabs a beer .,a beer is grabbed by a worker .
the father smelled the button .,the button was smelled by the father .,a worker grabs a beer .,a beer is grabbed by a worker .
the opponent smelled the button .,the button was smelled by the opponent .,a worker grabs a beer .,a beer is grabbed by a worker .
the pilot comforted the chief .,the chief was comforted by the pilot .,a worker grabs a beer .,a beer is grabbed by a worker .
the brother collected the chocolate .,the chocolate was collected by the brother .,a worker grabs a beer .,a beer is grabbed by a worker .
the partner embraces the princess .,the princess is embraced by the partner .,an author forgot a cousin .,a cousin was forgotten by an author .
the actor helps the sheriff .,the sheriff is helped by the actor .,an author forgot a cousin .,a cousin was forgotten by an author .
the singer leads the administration .,the administration is led by the singer .,an author forgot a cousin .,a cousin was forgotten by an author .
the army purchases the chicken .,the chicken is purchased by the army .,an author forgot a cousin .,a cousin was forgotten by an author .
the army keeps the juice .,the juice is kept by the army .,an author forgot a cousin .,a cousin was forgotten by an author .
the nurse punches the girl .,the girl is punched by the nurse .,an author forgot a cousin .,a cousin was forgotten by an author .
the club protects the lady .,the lady is protected by the club .,an author forgot a cousin .,a cousin was forgotten by an author .
the doctor hurts the army .,the army is hurt by the doctor .,an author forgot a cousin .,a cousin was forgotten by an author .
the pilot catches the salad .,the salad is caught by the pilot .,an author forgot a cousin .,a cousin was forgotten by an author .
the winner prepares the coffee .,the coffee is prepared by the winner .,an author forgot a cousin .,a cousin was forgotten by an author .
the wife catches the cheese .,the cheese is caught by the wife .,a parent washed a singer .,a singer was washed by a parent .
the army uses the button .,the button is used by the army .,a parent washed a singer .,a singer was washed by a parent .
the boy wraps the iron .,the iron is wrapped by the boy .,a parent washed a singer .,a singer was washed by a parent .
the uncle forgets the button .,the button is forgotten by the uncle .,a parent washed a singer .,a singer was washed by a parent .
the man kisses the sheriff .,the sheriff is kissed by the man .,a parent washed a singer .,a singer was washed by a parent .
the author chases the brother .,the brother is chased by the author .,a parent washed a singer .,a singer was washed by a parent .
the reader purchases the meal .,the meal is purchased by the reader .,a parent washed a singer .,a singer was washed by a parent .
the pilot forgives the administration .,the administration is forgiven by the pilot .,a parent washed a singer .,a singer was washed by a parent .
the woman leaves the instrument .,the instrument is left by the woman .,a parent washed a singer .,a singer was washed by a parent .
the chief eats the salad .,the salad is eaten by the chief .,a parent washed a singer .,a singer was washed by a parent .
the aunt chased the business .,the business was chased by the aunt .,a nurse beats a priest .,a priest is beaten by a nurse .
the colonel washed the cop .,the cop was washed by the colonel .,a nurse beats a priest .,a priest is beaten by a nurse .
the business kept the cheese .,the cheese was kept by the business .,a nurse beats a priest .,a priest is beaten by a nurse .
the writer followed the candidate .,the candidate was followed by the writer .,a nurse beats a priest .,a priest is beaten by a nurse .
the brother understood the guy .,the guy was understood by the brother .,a nurse beats a priest .,a priest is beaten by a nurse .
the uncle caught the coffee .,the coffee was caught by the uncle .,a nurse beats a priest .,a priest is beaten by a nurse .
the friend ate the meal .,the meal was eaten by the friend .,a nurse beats a priest .,a priest is beaten by a nurse .
the friend asked the singer .,the singer was asked by the friend .,a nurse beats a priest .,a priest is beaten by a nurse .
the opponent destroyed the champion .,the champion was destroyed by the opponent .,a nurse beats a priest .,a priest is beaten by a nurse .
the aunt caught the pie .,the pie was caught by the aunt .,a nurse beats a priest .,a priest is beaten by a nurse .
an administration uses an anchor .,an anchor is used by an administration .,the bishop joined the chief .,the chief was joined by the bishop .
a sheriff beats a minister .,a minister is beaten by a sheriff .,the bishop joined the chief .,the chief was joined by the bishop .
an employer washes a scientist .,a scientist is washed by an employer .,the bishop joined the chief .,the chief was joined by the bishop .
a kid raises a juice .,a juice is raised by a kid .,the bishop joined the chief .,the chief was joined by the bishop .
a wife washes a bowl .,a bowl is washed by a wife .,the bishop joined the chief .,the chief was joined by the bishop .
a girl punches a woman .,a woman is punched by a girl .,the bishop joined the chief .,the chief was joined by the bishop .
a girl removes a flower .,a flower is removed by a girl .,the bishop joined the chief .,the chief was joined by the bishop .
a prince understands a minister .,a minister is understood by a prince .,the bishop joined the chief .,the chief was joined by the bishop .
a soldier accepts a pot .,a pot is accepted by a soldier .,the bishop joined the chief .,the chief was joined by the bishop .
an actress forgives a company .,a company is forgiven by an actress .,the bishop joined the chief .,the chief was joined by the bishop .
the colonel grabbed the juice .,the juice was grabbed by the colonel .,a child bothers a cousin .,a cousin is bothered by a child .
the secretary joined the band .,the band was joined by the secretary .,a child bothers a cousin .,a cousin is bothered by a child .
the buddy led the band .,the band was led by the buddy .,a child bothers a cousin .,a cousin is bothered by a child .
the secretary wrapped the engine .,the engine was wrapped by the secretary .,a child bothers a cousin .,a cousin is bothered by a child .
the prince chased the guy .,the guy was chased by the prince .,a child bothers a cousin .,a cousin is bothered by a child .
the winner forgave the business .,the business was forgiven by the winner .,a child bothers a cousin .,a cousin is bothered by a child .
the winner wrapped the iron .,the iron was wrapped by the winner .,a child bothers a cousin .,a cousin is bothered by a child .
the minister washed the nurse .,the nurse was washed by the minister .,a child bothers a cousin .,a cousin is bothered by a child .
the champion accepted the button .,the button was accepted by the champion .,a child bothers a cousin .,a cousin is bothered by a child .
the wife ate the cheese .,the cheese was eaten by the wife .,a child bothers a cousin .,a cousin is bothered by a child .
a candidate hurries a physician .,a physician is hurried by a candidate .,the cop surprised the father .,the father was surprised by the cop .
a soldier removes a button .,a button is removed by a soldier .,the cop surprised the father .,the father was surprised by the cop .
an opponent strikes an actor .,an actor is struck by an opponent .,the cop surprised the father .,the father was surprised by the cop .
a captain embraces a chief .,a chief is embraced by a captain .,the cop surprised the father .,the father was surprised by the cop .
a physician beats a king .,a king is beaten by a physician .,the cop surprised the father .,the father was surprised by the cop .
a kid kisses a doctor .,a doctor is kissed by a kid .,the cop surprised the father .,the father was surprised by the cop .
a scientist drinks a beer .,a beer is drunk by a scientist .,the cop surprised the father .,the father was surprised by the cop .
an army uses a camera .,a camera is used by an army .,the cop surprised the father .,the father was surprised by the cop .
a partner prepares a juice .,a juice is prepared by a partner .,the cop surprised the father .,the father was surprised by the cop .
a teacher drags a machine .,a machine is dragged by a teacher .,the cop surprised the father .,the father was surprised by the cop .
a prince asks a club .,a club is asked by a prince .,the colonel forgot the cup .,the cup was forgotten by the colonel .
an author catches an engine .,an engine is caught by an author .,the colonel forgot the cup .,the cup was forgotten by the colonel .
a teacher follows a company .,a company is followed by a teacher .,the colonel forgot the cup .,the cup was forgotten by the colonel .
a cousin raises a cop .,a cop is raised by a cousin .,the colonel forgot the cup .,the cup was forgotten by the colonel .
an adult comforts an uncle .,an uncle is comforted by an adult .,the colonel forgot the cup .,the cup was forgotten by the colonel .
a mayor eats a pie .,a pie is eaten by a mayor .,the colonel forgot the cup .,the cup was forgotten by the colonel .
a cousin selects a soldier .,a soldier is selected by a cousin .,the colonel forgot the cup .,the cup was forgotten by the colonel .
a guest prepares a meal .,a meal is prepared by a guest .,the colonel forgot the cup .,the cup was forgotten by the colonel .
a king kills a president .,a president is killed by a king .,the colonel forgot the cup .,the cup was forgotten by the colonel .
an author removes a machine .,a machine is removed by an author .,the colonel forgot the cup .,the cup was forgotten by the colonel .
a doctor understood an opponent .,an opponent was understood by a doctor .,the worker carries the anchor .,the anchor is carried by the worker .
a brother followed a corporation .,a corporation was followed by a brother .,the worker carries the anchor .,the anchor is carried by the worker .
a writer wrapped a card .,a card was wrapped by a writer .,the worker carries the anchor .,the anchor is carried by the worker .
an actress destroyed a cheese .,a cheese was destroyed by an actress .,the worker carries the anchor .,the anchor is carried by the worker .
a buddy used a camera .,a camera was used by a buddy .,the worker carries the anchor .,the anchor is carried by the worker .
an actor struck a physician .,a physician was struck by an actor .,the worker carries the anchor .,the anchor is carried by the worker .
a king chased a pilot .,a pilot was chased by a king .,the worker carries the anchor .,the anchor is carried by the worker .
a winner collected a candy .,a candy was collected by a winner .,the worker carries the anchor .,the anchor is carried by the worker .
a father forgave a club .,a club was forgiven by a father .,the worker carries the anchor .,the anchor is carried by the worker .
a winner dragged a kid .,a kid was dragged by a winner .,the worker carries the anchor .,the anchor is carried by the worker .
a professor beat a physician .,a physician was beaten by a professor .,the secretary describes the daughter .,the daughter is described by the secretary .
a physician understood a soldier .,a soldier was understood by a physician .,the secretary describes the daughter .,the daughter is described by the secretary .
a partner ate a cheese .,a cheese was eaten by a partner .,the secretary describes the daughter .,the daughter is described by the secretary .
a chief followed a cousin .,a cousin was followed by a chief .,the secretary describes the daughter .,the daughter is described by the secretary .
a cousin asked a company .,a company was asked by a cousin .,the secretary describes the daughter .,the daughter is described by the secretary .
