pa, pp, ta, tp
a son dragged an engine .,an engine was dragged by a son .,the son tastes the salad .,the salad is tasted by the son .
a son embraced a pilot .,a pilot was embraced by a son .,the son tastes the salad .,the salad is tasted by the son .
the actress forgot the bag .,the bag was forgotten by the actress .,an actress breaks a computer .,a computer is broken by an actress .
the actress led the administration .,the administration was led by the actress .,an actress breaks a computer .,a computer is broken by an actress .
the actress wrapped the crystal .,the crystal was wrapped by the actress .,an actress breaks a computer .,a computer is broken by an actress .
the worker left the computer .,the computer was left by the worker .,an actress breaks a computer .,a computer is broken by an actress .
the actress forgot the beer .,the beer was forgotten by the actress .,an actress breaks a computer .,a computer is broken by an actress .
the lawyer accepted the computer .,the computer was accepted by the lawyer .,an actress breaks a computer .,a computer is broken by an actress .
the actress wrapped the box .,the box was wrapped by the actress .,an actress breaks a computer .,a computer is broken by an actress .
the sheriff removed the computer .,the computer was removed by the sheriff .,an actress breaks a computer .,a computer is broken by an actress .
the opponent left the computer .,the computer was left by the opponent .,an actress breaks a computer .,a computer is broken by an actress .
the girl accepted the computer .,the computer was accepted by the girl .,an actress breaks a computer .,a computer is broken by an actress .
the girl killed the friend .,the friend was killed by the girl .,a girl selects a juice .,a juice is selected by a girl .
the girl followed the princess .,the princess was followed by the girl .,a girl selects a juice .,a juice is selected by a girl .
the girl wrapped the motor .,the motor was wrapped by the girl .,a girl selects a juice .,a juice is selected by a girl .
the girl bothered the father .,the father was bothered by the girl .,a girl selects a juice .,a juice is selected by a girl .
the girl wrapped the iron .,the iron was wrapped by the girl .,a girl selects a juice .,a juice is selected by a girl .
the girl comforted the man .,the man was comforted by the girl .,a girl selects a juice .,a juice is selected by a girl .
the girl removed the button .,the button was removed by the girl .,a girl selects a juice .,a juice is selected by a girl .
the girl bothered the army .,the army was bothered by the girl .,a girl selects a juice .,a juice is selected by a girl .
the mother forgot the juice .,the juice was forgotten by the mother .,a girl selects a juice .,a juice is selected by a girl .
the parent described the juice .,the juice was described by the parent .,a girl selects a juice .,a juice is selected by a girl .
a husband followed a club .,a club was followed by a husband .,the husband eats the pie .,the pie is eaten by the husband .
a husband dragged a scientist .,a scientist was dragged by a husband .,the husband eats the pie .,the pie is eaten by the husband .
a husband surprised a partner .,a partner was surprised by a husband .,the husband eats the pie .,the pie is eaten by the husband .
a husband joined a girl .,a girl was joined by a husband .,the husband eats the pie .,the pie is eaten by the husband .
a husband hurried a winner .,a winner was hurried by a husband .,the husband eats the pie .,the pie is eaten by the husband .
a husband described a meal .,a meal was described by a husband .,the husband eats the pie .,the pie is eaten by the husband .
a husband prepared a glass .,a glass was prepared by a husband .,the husband eats the pie .,the pie is eaten by the husband .
a husband chased an actor .,an actor was chased by a husband .,the husband eats the pie .,the pie is eaten by the husband .
a husband joined a club .,a club was joined by a husband .,the husband eats the pie .,the pie is eaten by the husband .
a husband bothered a captain .,a captain was bothered by a husband .,the husband eats the pie .,the pie is eaten by the husband .
the actor joins the administration .,the administration is joined by the actor .,a buddy bothered an administration .,an administration was bothered by a buddy .
the buddy embraces the president .,the president is embraced by the buddy .,a buddy bothered an administration .,an administration was bothered by a buddy .
the buddy wraps the bottle .,the bottle is wrapped by the buddy .,a buddy bothered an administration .,an administration was bothered by a buddy .
the opponent joins the administration .,the administration is joined by the opponent .,a buddy bothered an administration .,an administration was bothered by a buddy .
the buddy carries the plate .,the plate is carried by the buddy .,a buddy bothered an administration .,an administration was bothered by a buddy .
the buddy describes the crystal .,the crystal is described by the buddy .,a buddy bothered an administration .,an administration was bothered by a buddy .
the buddy judges the employer .,the employer is judged by the buddy .,a buddy bothered an administration .,an administration was bothered by a buddy .
the sheriff forgives the administration .,the administration is forgiven by the sheriff .,a buddy bothered an administration .,an administration was bothered by a buddy .
the buddy leads the band .,the band is led by the buddy .,a buddy bothered an administration .,an administration was bothered by a buddy .
the buddy chases the club .,the club is chased by the buddy .,a buddy bothered an administration .,an administration was bothered by a buddy .
a writer describes a pie .,a pie is described by a writer .,the writer kissed the minister .,the minister was kissed by the writer .
a writer describes a card .,a card is described by a writer .,the writer kissed the minister .,the minister was kissed by the writer .
a lawyer surprises a minister .,a minister is surprised by a lawyer .,the writer kissed the minister .,the minister was kissed by the writer .
a writer follows a lady .,a lady is followed by a writer .,the writer kissed the minister .,the minister was kissed by the writer .
a writer asks a club .,a club is asked by a writer .,the writer kissed the minister .,the minister was kissed by the writer .
a corporation protects a minister .,a minister is protected by a corporation .,the writer kissed the minister .,the minister was kissed by the writer .
a colonel comforts a minister .,a minister is comforted by a colonel .,the writer kissed the minister .,the minister was kissed by the writer .
a writer drags a glass .,a glass is dragged by a writer .,the writer kissed the minister .,the minister was kissed by the writer .
a writer chases an army .,an army is chased by a writer .,the writer kissed the minister .,the minister was kissed by the writer .
a writer eats a candy .,a candy is eaten by a writer .,the writer kissed the minister .,the minister was kissed by the writer .
a priest forgets a box .,a box is forgotten by a priest .,the employer caught the box .,the box was caught by the employer .
a woman discovers a box .,a box is discovered by a woman .,the employer caught the box .,the box was caught by the employer .
an author selects a box .,a box is selected by an author .,the employer caught the box .,the box was caught by the employer .
an employer breaks a telephone .,a telephone is broken by an employer .,the employer caught the box .,the box was caught by the employer .
an employer discovers a salad .,a salad is discovered by an employer .,the employer caught the box .,the box was caught by the employer .
an employer selects a log .,a log is selected by an employer .,the employer caught the box .,the box was caught by the employer .
a woman describes a box .,a box is described by a woman .,the employer caught the box .,the box was caught by the employer .
a buddy raises a box .,a box is raised by a buddy .,the employer caught the box .,the box was caught by the employer .
a princess carries a box .,a box is carried by a princess .,the employer caught the box .,the box was caught by the employer .
a captain raises a box .,a box is raised by a captain .,the employer caught the box .,the box was caught by the employer .
a manager catches a chicken .,a chicken is caught by a manager .,the man forgot the chicken .,the chicken was forgotten by the man .
a worker carries a chicken .,a chicken is carried by a worker .,the man forgot the chicken .,the chicken was forgotten by the man .
a manager discovers a chicken .,a chicken is discovered by a manager .,the man forgot the chicken .,the chicken was forgotten by the man .
a man leads a company .,a company is led by a man .,the man forgot the chicken .,the chicken was forgotten by the man .
a hero grabs a chicken .,a chicken is grabbed by a hero .,the man forgot the chicken .,the chicken was forgotten by the man .
a kid carries a chicken .,a chicken is carried by a kid .,the man forgot the chicken .,the chicken was forgotten by the man .
a man hurts a corporation .,a corporation is hurt by a man .,the man forgot the chicken .,the chicken was forgotten by the man .
a man destroys a candy .,a candy is destroyed by a man .,the man forgot the chicken .,the chicken was forgotten by the man .
a man removes a cup .,a cup is removed by a man .,the man forgot the chicken .,the chicken was forgotten by the man .
a man destroys a motor .,a motor is destroyed by a man .,the man forgot the chicken .,the chicken was forgotten by the man .
a buddy smelled a salad .,a salad was smelled by a buddy .,the buddy hurts the nurse .,the nurse is hurt by the buddy .
a buddy joined an army .,an army was joined by a buddy .,the buddy hurts the nurse .,the nurse is hurt by the buddy .
a buddy dragged a mayor .,a mayor was dragged by a buddy .,the buddy hurts the nurse .,the nurse is hurt by the buddy .
a buddy embraced a cousin .,a cousin was embraced by a buddy .,the buddy hurts the nurse .,the nurse is hurt by the buddy .
a worker forgave a nurse .,a nurse was forgiven by a worker .,the buddy hurts the nurse .,the nurse is hurt by the buddy .
a buddy embraced a prince .,a prince was embraced by a buddy .,the buddy hurts the nurse .,the nurse is hurt by the buddy .
an opponent joined a nurse .,a nurse was joined by an opponent .,the buddy hurts the nurse .,the nurse is hurt by the buddy .
a president joined a nurse .,a nurse was joined by a president .,the buddy hurts the nurse .,the nurse is hurt by the buddy .
a buddy accepted a newspaper .,a newspaper was accepted by a buddy .,the buddy hurts the nurse .,the nurse is hurt by the buddy .
a buddy chased a scientist .,a scientist was chased by a buddy .,the buddy hurts the nurse .,the nurse is hurt by the buddy .
the employee wrapped the flower .,the flower was wrapped by the employee .,a guy accepts a flower .,a flower is accepted by a guy .
the scientist left the flower .,the flower was left by the scientist .,a guy accepts a flower .,a flower is accepted by a guy .
the guest wrapped the flower .,the flower was wrapped by the guest .,a guy accepts a flower .,a flower is accepted by a guy .
the minister broke the flower .,the flower was broken by the minister .,a guy accepts a flower .,a flower is accepted by a guy .
the guy drank the coffee .,the coffee was drunk by the guy .,a guy accepts a flower .,a flower is accepted by a guy .
the guy left the bag .,the bag was left by the guy .,a guy accepts a flower .,a flower is accepted by a guy .
the guy prepared the meal .,the meal was prepared by the guy .,a guy accepts a flower .,a flower is accepted by a guy .
the minister broke the flower .,the flower was broken by the minister .,a guy accepts a flower .,a flower is accepted by a guy .
the partner removed the flower .,the flower was removed by the partner .,a guy accepts a flower .,a flower is accepted by a guy .
the friend removed the flower .,the flower was removed by the friend .,a guy accepts a flower .,a flower is accepted by a guy .
the cop leads the corporation .,the corporation is led by the cop .,a cop taught a writer .,a writer was taught by a cop .
the cop asks the scientist .,the scientist is asked by the cop .,a cop taught a writer .,a writer was taught by a cop .
the bishop protects the writer .,the writer is protected by the bishop .,a cop taught a writer .,a writer was taught by a cop .
the cop comforts the man .,the man is comforted by the cop .,a cop taught a writer .,a writer was taught by a cop .
the cop forgets the tea .,the tea is forgotten by the cop .,a cop taught a writer .,a writer was taught by a cop .
the employer kisses the writer .,the writer is kissed by the employer .,a cop taught a writer .,a writer was taught by a cop .
the princess understands the writer .,the writer is understood by the princess .,a cop taught a writer .,a writer was taught by a cop .
the champion punches the writer .,the writer is punched by the champion .,a cop taught a writer .,a writer was taught by a cop .
the cop punches the princess .,the princess is punched by the cop .,a cop taught a writer .,a writer was taught by a cop .
the cop joins the winner .,the winner is joined by the cop .,a cop taught a writer .,a writer was taught by a cop .
the uncle chases the employer .,the employer is chased by the uncle .,an uncle hurried a minister .,a minister was hurried by an uncle .
the uncle strikes the guy .,the guy is struck by the uncle .,an uncle hurried a minister .,a minister was hurried by an uncle .
the aunt protects the minister .,the minister is protected by the aunt .,an uncle hurried a minister .,a minister was hurried by an uncle .
the wife teaches the minister .,the minister is taught by the wife .,an uncle hurried a minister .,a minister was hurried by an uncle .
the lawyer comforts the minister .,the minister is comforted by the lawyer .,an uncle hurried a minister .,a minister was hurried by an uncle .
the uncle catches the tea .,the tea is caught by the uncle .,an uncle hurried a minister .,a minister was hurried by an uncle .
the champion surprises the minister .,the minister is surprised by the champion .,an uncle hurried a minister .,a minister was hurried by an uncle .
the uncle beats the colonel .,the colonel is beaten by the uncle .,an uncle hurried a minister .,a minister was hurried by an uncle .
the princess teaches the minister .,the minister is taught by the princess .,an uncle hurried a minister .,a minister was hurried by an uncle .
the uncle discovers the beer .,the beer is discovered by the uncle .,an uncle hurried a minister .,a minister was hurried by an uncle .
the student drank the beer .,the beer was drunk by the student .,a student chases a company .,a company is chased by a student .
the winner hurt the company .,the company was hurt by the winner .,a student chases a company .,a company is chased by a student .
the husband bothered the company .,the company was bothered by the husband .,a student chases a company .,a company is chased by a student .
the student removed the hat .,the hat was removed by the student .,a student chases a company .,a company is chased by a student .
the writer asked the company .,the company was asked by the writer .,a student chases a company .,a company is chased by a student .
the priest hurt the company .,the company was hurt by the priest .,a student chases a company .,a company is chased by a student .
the student wrapped the card .,the card was wrapped by the student .,a student chases a company .,a company is chased by a student .
the priest hurt the company .,the company was hurt by the priest .,a student chases a company .,a company is chased by a student .
the student broke the box .,the box was broken by the student .,a student chases a company .,a company is chased by a student .
the student drank the coffee .,the coffee was drunk by the student .,a student chases a company .,a company is chased by a student .
a bishop comforts a child .,a child is comforted by a bishop .,the mother beat the child .,the child was beaten by the mother .
a mother hurries a man .,a man is hurried by a mother .,the mother beat the child .,the child was beaten by the mother .
a candidate surprises a child .,a child is surprised by a candidate .,the mother beat the child .,the child was beaten by the mother .
a mother accepts a plate .,a plate is accepted by a mother .,the mother beat the child .,the child was beaten by the mother .
a cousin surprises a child .,a child is surprised by a cousin .,the mother beat the child .,the child was beaten by the mother .
a minister surprises a child .,a child is surprised by a minister .,the mother beat the child .,the child was beaten by the mother .
a mother understands an author .,an author is understood by a mother .,the mother beat the child .,the child was beaten by the mother .
a woman understands a child .,a child is understood by a woman .,the mother beat the child .,the child was beaten by the mother .
a mother embraces an adult .,an adult is embraced by a mother .,the mother beat the child .,the child was beaten by the mother .
a husband understands a child .,a child is understood by a husband .,the mother beat the child .,the child was beaten by the mother .
an adult collected a candy .,a candy was collected by an adult .,the adult comforts the hero .,the hero is comforted by the adult .
a business protected a hero .,a hero was protected by a business .,the adult comforts the hero .,the hero is comforted by the adult .
a scientist hurried a hero .,a hero was hurried by a scientist .,the adult comforts the hero .,the hero is comforted by the adult .
an adult prepared a coffee .,a coffee was prepared by an adult .,the adult comforts the hero .,the hero is comforted by the adult .
an attorney kissed a hero .,a hero was kissed by an attorney .,the adult comforts the hero .,the hero is comforted by the adult .
a brother punched a hero .,a hero was punched by a brother .,the adult comforts the hero .,the hero is comforted by the adult .
an adult punched a manager .,a manager was punched by an adult .,the adult comforts the hero .,the hero is comforted by the adult .
an author understood a hero .,a hero was understood by an author .,the adult comforts the hero .,the hero is comforted by the adult .
a reader protected a hero .,a hero was protected by a reader .,the adult comforts the hero .,the hero is comforted by the adult .
a writer understood a hero .,a hero was understood by a writer .,the adult comforts the hero .,the hero is comforted by the adult .
the candidate used the coat .,the coat was used by the candidate .,a cousin leaves a coat .,a coat is left by a cousin .
the cousin described the coffee .,the coffee was described by the cousin .,a cousin leaves a coat .,a coat is left by a cousin .
the prince broke the coat .,the coat was broken by the prince .,a cousin leaves a coat .,a coat is left by a cousin .
the cousin broke the book .,the book was broken by the cousin .,a cousin leaves a coat .,a coat is left by a cousin .
the company used the coat .,the coat was used by the company .,a cousin leaves a coat .,a coat is left by a cousin .
the chief broke the coat .,the coat was broken by the chief .,a cousin leaves a coat .,a coat is left by a cousin .
the bishop broke the coat .,the coat was broken by the bishop .,a cousin leaves a coat .,a coat is left by a cousin .
the cousin kissed the hero .,the hero was kissed by the cousin .,a cousin leaves a coat .,a coat is left by a cousin .
the guest used the coat .,the coat was used by the guest .,a cousin leaves a coat .,a coat is left by a cousin .
the wife broke the coat .,the coat was broken by the wife .,a cousin leaves a coat .,a coat is left by a cousin .
the attorney leads the army .,the army is led by the attorney .,an attorney drank a coffee .,a coffee was drunk by an attorney .
the attorney prepares the candy .,the candy is prepared by the attorney .,an attorney drank a coffee .,a coffee was drunk by an attorney .
the attorney tastes the chicken .,the chicken is tasted by the attorney .,an attorney drank a coffee .,a coffee was drunk by an attorney .
the attorney describes the parent .,the parent is described by the attorney .,an attorney drank a coffee .,a coffee was drunk by an attorney .
the attorney washes the coat .,the coat is washed by the attorney .,an attorney drank a coffee .,a coffee was drunk by an attorney .
the attorney grabs the tea .,the tea is grabbed by the attorney .,an attorney drank a coffee .,a coffee was drunk by an attorney .
the attorney selects the partner .,the partner is selected by the attorney .,an attorney drank a coffee .,a coffee was drunk by an attorney .
the attorney hurries the princess .,the princess is hurried by the attorney .,an attorney drank a coffee .,a coffee was drunk by an attorney .
the attorney beats the minister .,the minister is beaten by the attorney .,an attorney drank a coffee .,a coffee was drunk by an attorney .
the attorney kills the captain .,the captain is killed by the attorney .,an attorney drank a coffee .,a coffee was drunk by an attorney .
the bishop carries the candy .,the candy is carried by the bishop .,a bishop punched a woman .,a woman was punched by a bishop .
the bishop hurts the army .,the army is hurt by the bishop .,a bishop punched a woman .,a woman was punched by a bishop .
the bishop embraces the child .,the child is embraced by the bishop .,a bishop punched a woman .,a woman was punched by a bishop .
the bishop beats the reader .,the reader is beaten by the bishop .,a bishop punched a woman .,a woman was punched by a bishop .
the bishop drags the pilot .,the pilot is dragged by the bishop .,a bishop punched a woman .,a woman was punched by a bishop .
the author comforts the woman .,the woman is comforted by the author .,a bishop punched a woman .,a woman was punched by a bishop .
the administration helps the woman .,the woman is helped by the administration .,a bishop punched a woman .,a woman was punched by a bishop .
the company protects the woman .,the woman is protected by the company .,a bishop punched a woman .,a woman was punched by a bishop .
the cop embraces the woman .,the woman is embraced by the cop .,a bishop punched a woman .,a woman was punched by a bishop .
the bishop understands the champion .,the champion is understood by the bishop .,a bishop punched a woman .,a woman was punched by a bishop .
a partner prepared a chicken .,a chicken was prepared by a partner .,the wife smells the chicken .,the chicken is smelled by the wife .
a prince collected a chicken .,a chicken was collected by a prince .,the wife smells the chicken .,the chicken is smelled by the wife .
a corporation kept a chicken .,a chicken was kept by a corporation .,the wife smells the chicken .,the chicken is smelled by the wife .
a wife embraced an employee .,an employee was embraced by a wife .,the wife smells the chicken .,the chicken is smelled by the wife .
a wife grabbed a coffee .,a coffee was grabbed by a wife .,the wife smells the chicken .,the chicken is smelled by the wife .
an aunt kept a chicken .,a chicken was kept by an aunt .,the wife smells the chicken .,the chicken is smelled by the wife .
a wife taught a minister .,a minister was taught by a wife .,the wife smells the chicken .,the chicken is smelled by the wife .
a wife kissed a prince .,a prince was kissed by a wife .,the wife smells the chicken .,the chicken is smelled by the wife .
a band kept a chicken .,a chicken was kept by a band .,the wife smells the chicken .,the chicken is smelled by the wife .
a wife selected a candy .,a candy was selected by a wife .,the wife smells the chicken .,the chicken is smelled by the wife .
an opponent collects a glass .,a glass is collected by an opponent .,the reader purchased the glass .,the glass was purchased by the reader .
a colonel prepares a glass .,a glass is prepared by a colonel .,the reader purchased the glass .,the glass was purchased by the reader .
a company keeps a glass .,a glass is kept by a company .,the reader purchased the glass .,the glass was purchased by the reader .
a reader uses a box .,a box is used by a reader .,the reader purchased the glass .,the glass was purchased by the reader .
an aunt prepares a glass .,a glass is prepared by an aunt .,the reader purchased the glass .,the glass was purchased by the reader .
a reader helps a father .,a father is helped by a reader .,the reader purchased the glass .,the glass was purchased by the reader .
a reader wants a bell .,a bell is wanted by a reader .,the reader purchased the glass .,the glass was purchased by the reader .
a reader uses a card .,a card is used by a reader .,the reader purchased the glass .,the glass was purchased by the reader .
a son prepares a glass .,a glass is prepared by a son .,the reader purchased the glass .,the glass was purchased by the reader .
a parent prepares a glass .,a glass is prepared by a parent .,the reader purchased the glass .,the glass was purchased by the reader .
an attorney hurried an uncle .,an uncle was hurried by an attorney .,the attorney collects the juice .,the juice is collected by the attorney .
an attorney led a band .,a band was led by an attorney .,the attorney collects the juice .,the juice is collected by the attorney .
a son wanted a juice .,a juice was wanted by a son .,the attorney collects the juice .,the juice is collected by the attorney .
a daughter prepared a juice .,a juice was prepared by a daughter .,the attorney collects the juice .,the juice is collected by the attorney .
an attorney discovered a beer .,a beer was discovered by an attorney .,the attorney collects the juice .,the juice is collected by the attorney .
an attorney broke a television .,a television was broken by an attorney .,the attorney collects the juice .,the juice is collected by the attorney .
an attorney described a winner .,a winner was described by an attorney .,the attorney collects the juice .,the juice is collected by the attorney .
an attorney understood a reader .,a reader was understood by an attorney .,the attorney collects the juice .,the juice is collected by the attorney .
an attorney left a telephone .,a telephone was left by an attorney .,the attorney collects the juice .,the juice is collected by the attorney .
an attorney surprised an actor .,an actor was surprised by an attorney .,the attorney collects the juice .,the juice is collected by the attorney .
the champion kept the tea .,the tea was kept by the champion .,a champion helps an author .,an author is helped by a champion .
the champion wanted the chocolate .,the chocolate was wanted by the champion .,a champion helps an author .,an author is helped by a champion .
the champion purchased the chocolate .,the chocolate was purchased by the champion .,a champion helps an author .,an author is helped by a champion .
the champion purchased the newspaper .,the newspaper was purchased by the champion .,a champion helps an author .,an author is helped by a champion .
the candidate killed the author .,the author was killed by the candidate .,a champion helps an author .,an author is helped by a champion .
the champion kept the salad .,the salad was kept by the champion .,a champion helps an author .,an author is helped by a champion .
the father struck the author .,the author was struck by the father .,a champion helps an author .,an author is helped by a champion .
the champion purchased the camera .,the camera was purchased by the champion .,a champion helps an author .,an author is helped by a champion .
the champion wanted the candy .,the candy was wanted by the champion .,a champion helps an author .,an author is helped by a champion .
the champion wanted the coffee .,the coffee was wanted by the champion .,a champion helps an author .,an author is helped by a champion .
the scientist selects the professor .,the professor is selected by the scientist .,a candidate described a professor .,a professor was described by a candidate .
the candidate washes the child .,the child is washed by the candidate .,a candidate described a professor .,a professor was described by a candidate .
the candidate asks the administration .,the administration is asked by the candidate .,a candidate described a professor .,a professor was described by a candidate .
the candidate joins the attorney .,the attorney is joined by the candidate .,a candidate described a professor .,a professor was described by a candidate .
the champion selects the professor .,the professor is selected by the champion .,a candidate described a professor .,a professor was described by a candidate .
the candidate breaks the glass .,the glass is broken by the candidate .,a candidate described a professor .,a professor was described by a candidate .
the candidate embraces the physician .,the physician is embraced by the candidate .,a candidate described a professor .,a professor was described by a candidate .
the man carries the professor .,the professor is carried by the man .,a candidate described a professor .,a professor was described by a candidate .
the candidate kills the adult .,the adult is killed by the candidate .,a candidate described a professor .,a professor was described by a candidate .
the captain grabs the professor .,the professor is grabbed by the captain .,a candidate described a professor .,a professor was described by a candidate .
the president leaves the crystal .,the crystal is left by the president .,a president caught a tea .,a tea was caught by a president .
the cop carries the tea .,the tea is carried by the cop .,a president caught a tea .,a tea was caught by a president .
the president breaks the bell .,the bell is broken by the president .,a president caught a tea .,a tea was caught by a president .
the president kills the reader .,the reader is killed by the president .,a president caught a tea .,a tea was caught by a president .
the mayor forgets the tea .,the tea is forgotten by the mayor .,a president caught a tea .,a tea was caught by a president .
the kid carries the tea .,the tea is carried by the kid .,a president caught a tea .,a tea was caught by a president .
the manager destroys the tea .,the tea is destroyed by the manager .,a president caught a tea .,a tea was caught by a president .
the president comforts the cop .,the cop is comforted by the president .,a president caught a tea .,a tea was caught by a president .
the husband discovers the tea .,the tea is discovered by the husband .,a president caught a tea .,a tea was caught by a president .
the president hurries the attorney .,the attorney is hurried by the president .,a president caught a tea .,a tea was caught by a president .
the mother comforted the worker .,the worker was comforted by the mother .,a mother prepares a bell .,a bell is prepared by a mother .
the mother bothered the hero .,the hero was bothered by the mother .,a mother prepares a bell .,a bell is prepared by a mother .
the mother removed the pot .,the pot was removed by the mother .,a mother prepares a bell .,a bell is prepared by a mother .
the king collected the bell .,the bell was collected by the king .,a mother prepares a bell .,a bell is prepared by a mother .
the mother broke the iron .,the iron was broken by the mother .,a mother prepares a bell .,a bell is prepared by a mother .
the band kept the bell .,the bell was kept by the band .,a mother prepares a bell .,a bell is prepared by a mother .
the mother chased the corporation .,the corporation was chased by the mother .,a mother prepares a bell .,a bell is prepared by a mother .
the lawyer wanted the bell .,the bell was wanted by the lawyer .,a mother prepares a bell .,a bell is prepared by a mother .
the mother drank the tea .,the tea was drunk by the mother .,a mother prepares a bell .,a bell is prepared by a mother .
the mother beat the mayor .,the mayor was beaten by the mother .,a mother prepares a bell .,a bell is prepared by a mother .
a boy hurried a writer .,a writer was hurried by a boy .,the boy asks the captain .,the captain is asked by the boy .
a boy hurt a business .,a business was hurt by a boy .,the boy asks the captain .,the captain is asked by the boy .
an adult bothered a captain .,a captain was bothered by an adult .,the boy asks the captain .,the captain is asked by the boy .
a boy hurried a secretary .,a secretary was hurried by a boy .,the boy asks the captain .,the captain is asked by the boy .
a kid followed a captain .,a captain was followed by a kid .,the boy asks the captain .,the captain is asked by the boy .
a boy drank a juice .,a juice was drunk by a boy .,the boy asks the captain .,the captain is asked by the boy .
a boy caught a minister .,a minister was caught by a boy .,the boy asks the captain .,the captain is asked by the boy .
a boy joined a wife .,a wife was joined by a boy .,the boy asks the captain .,the captain is asked by the boy .
a mother hurt a captain .,a captain was hurt by a mother .,the boy asks the captain .,the captain is asked by the boy .
a partner judged a captain .,a captain was judged by a partner .,the boy asks the captain .,the captain is asked by the boy .
the candidate chases the priest .,the priest is chased by the candidate .,a guest judged a priest .,a priest was judged by a guest .
the writer bothers the priest .,the priest is bothered by the writer .,a guest judged a priest .,a priest was judged by a guest .
the father follows the priest .,the priest is followed by the father .,a guest judged a priest .,a priest was judged by a guest .
the daughter bothers the priest .,the priest is bothered by the daughter .,a guest judged a priest .,a priest was judged by a guest .
the colonel chases the priest .,the priest is chased by the colonel .,a guest judged a priest .,a priest was judged by a guest .
the wife follows the priest .,the priest is followed by the wife .,a guest judged a priest .,a priest was judged by a guest .
the guest forgets the flower .,the flower is forgotten by the guest .,a guest judged a priest .,a priest was judged by a guest .
the guest tastes the salad .,the salad is tasted by the guest .,a guest judged a priest .,a priest was judged by a guest .
the girl forgives the priest .,the priest is forgiven by the girl .,a guest judged a priest .,a priest was judged by a guest .
the adult bothers the priest .,the priest is bothered by the adult .,a guest judged a priest .,a priest was judged by a guest .
a president wraps a glass .,a glass is wrapped by a president .,the president comforted the employer .,the employer was comforted by the president .
a president beats an aunt .,an aunt is beaten by a president .,the president comforted the employer .,the employer was comforted by the president .
a president discovers a mother .,a mother is discovered by a president .,the president comforted the employer .,the employer was comforted by the president .
a husband kisses an employer .,an employer is kissed by a husband .,the president comforted the employer .,the employer was comforted by the president .
a president embraces a girl .,a girl is embraced by a president .,the president comforted the employer .,the employer was comforted by the president .
a president discovers a husband .,a husband is discovered by a president .,the president comforted the employer .,the employer was comforted by the president .
a lady hurries an employer .,an employer is hurried by a lady .,the president comforted the employer .,the employer was comforted by the president .
a president carries a cheese .,a cheese is carried by a president .,the president comforted the employer .,the employer was comforted by the president .
a president embraces a wife .,a wife is embraced by a president .,the president comforted the employer .,the employer was comforted by the president .
a president leads a band .,a band is led by a president .,the president comforted the employer .,the employer was comforted by the president .
the professor drank the tea .,the tea was drunk by the professor .,a professor surprises an employee .,an employee is surprised by a professor .
the candidate embraced the employee .,the employee was embraced by the candidate .,a professor surprises an employee .,an employee is surprised by a professor .
the professor discovered the engine .,the engine was discovered by the professor .,a professor surprises an employee .,an employee is surprised by a professor .
the professor destroyed the chicken .,the chicken was destroyed by the professor .,a professor surprises an employee .,an employee is surprised by a professor .
the professor described the kid .,the kid was described by the professor .,a professor surprises an employee .,an employee is surprised by a professor .
the guy killed the employee .,the employee was killed by the guy .,a professor surprises an employee .,an employee is surprised by a professor .
the professor judged the teacher .,the teacher was judged by the professor .,a professor surprises an employee .,an employee is surprised by a professor .
the professor drank the juice .,the juice was drunk by the professor .,a professor surprises an employee .,an employee is surprised by a professor .
the band helped the employee .,the employee was helped by the band .,a professor surprises an employee .,an employee is surprised by a professor .
the professor prepared the juice .,the juice was prepared by the professor .,a professor surprises an employee .,an employee is surprised by a professor .
a corporation wants a key .,a key is wanted by a corporation .,the corporation protected the parent .,the parent was protected by the corporation .
a kid hurries a parent .,a parent is hurried by a kid .,the corporation protected the parent .,the parent was protected by the corporation .
a cop surprises a parent .,a parent is surprised by a cop .,the corporation protected the parent .,the parent was protected by the corporation .
a kid surprises a parent .,a parent is surprised by a kid .,the corporation protected the parent .,the parent was protected by the corporation .
a woman surprises a parent .,a parent is surprised by a woman .,the corporation protected the parent .,the parent was protected by the corporation .
a corporation uses a card .,a card is used by a corporation .,the corporation protected the parent .,the parent was protected by the corporation .
a prince strikes a parent .,a parent is struck by a prince .,the corporation protected the parent .,the parent was protected by the corporation .
a writer understands a parent .,a parent is understood by a writer .,the corporation protected the parent .,the parent was protected by the corporation .
a boy understands a parent .,a parent is understood by a boy .,the corporation protected the parent .,the parent was protected by the corporation .
a corporation wants a chicken .,a chicken is wanted by a corporation .,the corporation protected the parent .,the parent was protected by the corporation .
an army helps a boy .,a boy is helped by an army .,the army kept the book .,the book was kept by the army .
an army wants a beer .,a beer is wanted by an army .,the army kept the book .,the book was kept by the army .
an army purchases a beer .,a beer is purchased by an army .,the army kept the book .,the book was kept by the army .
an army helps a king .,a king is helped by an army .,the army kept the book .,the book was kept by the army .
an army purchases an iron .,an iron is purchased by an army .,the army kept the book .,the book was kept by the army .
a physician prepares a book .,a book is prepared by a physician .,the army kept the book .,the book was kept by the army .
a band purchases a book .,a book is purchased by a band .,the army kept the book .,the book was kept by the army .
an army purchases a telephone .,a telephone is purchased by an army .,the army kept the book .,the book was kept by the army .
an actress prepares a book .,a book is prepared by an actress .,the army kept the book .,the book was kept by the army .
an army purchases a key .,a key is purchased by an army .,the army kept the book .,the book was kept by the army .
