pa, pp, ta, tp
the opponent chased the lady .,the lady was chased by the opponent .,a glad champion accepts a wire .,a wire is accepted by a glad champion .
the minister chased the friend .,the friend was chased by the minister .,a lonely champion accepts a wire .,a wire is accepted by a lonely champion .
the singer washed the bowl .,the bowl was washed by the singer .,a innocent champion accepts a wire .,a wire is accepted by a innocent champion .
the buddy raised the hat .,the hat was raised by the buddy .,a strange champion accepts a wire .,a wire is accepted by a strange champion .
the priest raised the beer .,the beer was raised by the priest .,a good champion accepts a wire .,a wire is accepted by a good champion .
the son purchased the chocolate .,the chocolate was purchased by the son .,a kind champion accepts a wire .,a wire is accepted by a kind champion .
a guy understands a mother .,a mother is understood by a guy .,the friendly corporation wanted the tea .,the tea was wanted by the friendly corporation .
a father grabs a button .,a button is grabbed by a father .,the terrible corporation wanted the tea .,the tea was wanted by the terrible corporation .
a cousin embraces a nurse .,a nurse is embraced by a cousin .,the curious corporation wanted the tea .,the tea was wanted by the curious corporation .
an administration purchases a chocolate .,a chocolate is purchased by an administration .,the southern corporation wanted the tea .,the tea was wanted by the southern corporation .
a pilot strikes a reader .,a reader is struck by a pilot .,the busy corporation wanted the tea .,the tea was wanted by the busy corporation .
a singer beats a daughter .,a daughter is beaten by a singer .,the chinese corporation wanted the tea .,the tea was wanted by the chinese corporation .
an attorney follows a band .,a band is followed by an attorney .,the rich corporation wanted the tea .,the tea was wanted by the rich corporation .
an uncle destroys a meal .,a meal is destroyed by an uncle .,the strange corporation wanted the tea .,the tea was wanted by the strange corporation .
an administration helps a writer .,a writer is helped by an administration .,the strange corporation wanted the tea .,the tea was wanted by the strange corporation .
a writer uses a log .,a log is used by a writer .,the curious corporation wanted the tea .,the tea was wanted by the curious corporation .
a candidate killed a president .,a president was killed by a candidate .,the french scientist embraces the soldier .,the soldier is embraced by the french scientist .
a pilot accepted a cup .,a cup was accepted by a pilot .,the terrible scientist embraces the soldier .,the soldier is embraced by the terrible scientist .
a mayor selected a coffee .,a coffee was selected by a mayor .,the modern scientist embraces the soldier .,the soldier is embraced by the modern scientist .
an adult carried a juice .,a juice was carried by an adult .,the cool scientist embraces the soldier .,the soldier is embraced by the cool scientist .
a cousin destroyed a knife .,a knife was destroyed by a cousin .,the nice scientist embraces the soldier .,the soldier is embraced by the nice scientist .
a father left a glass .,a glass was left by a father .,the hungry scientist embraces the soldier .,the soldier is embraced by the hungry scientist .
a president hurt a band .,a band was hurt by a president .,the calm scientist embraces the soldier .,the soldier is embraced by the calm scientist .
a guest accepted an anchor .,an anchor was accepted by a guest .,the serious scientist embraces the soldier .,the soldier is embraced by the serious scientist .
a princess forgot a candidate .,a candidate was forgotten by a princess .,the peaceful scientist embraces the soldier .,the soldier is embraced by the peaceful scientist .
a buddy purchased a juice .,a juice was purchased by a buddy .,the bright scientist embraces the soldier .,the soldier is embraced by the bright scientist .
a wife understood an uncle .,an uncle was understood by a wife .,the sensitive son punches the champion .,the champion is punched by the sensitive son .
an author smelled a cheese .,a cheese was smelled by an author .,the loving son punches the champion .,the champion is punched by the loving son .
a guest washed a computer .,a computer was washed by a guest .,the sad son punches the champion .,the champion is punched by the sad son .
a reader wrapped a guitar .,a guitar was wrapped by a reader .,the poor son punches the champion .,the champion is punched by the poor son .
a prince beat a pilot .,a pilot was beaten by a prince .,the willing son punches the champion .,the champion is punched by the willing son .
an employer discovered an author .,an author was discovered by an employer .,the religious son punches the champion .,the champion is punched by the religious son .
a president grabbed a chocolate .,a chocolate was grabbed by a president .,the patient son punches the champion .,the champion is punched by the patient son .
a bishop protected a captain .,a captain was protected by a bishop .,the normal son punches the champion .,the champion is punched by the normal son .
a scientist caught a partner .,a partner was caught by a scientist .,the cute son punches the champion .,the champion is punched by the cute son .
a club helped a sheriff .,a sheriff was helped by a club .,the rough son punches the champion .,the champion is punched by the rough son .
the physician taught the scientist .,the scientist was taught by the physician .,an alert attorney removes a book .,a book is removed by an alert attorney .
the army kept the button .,the button was kept by the army .,an excellent attorney removes a book .,a book is removed by an excellent attorney .
the professor comforted the leader .,the leader was comforted by the professor .,an evil attorney removes a book .,a book is removed by an evil attorney .
the winner surprised the doctor .,the doctor was surprised by the winner .,an italian attorney removes a book .,a book is removed by an italian attorney .
the son joined the army .,the army was joined by the son .,an excited attorney removes a book .,a book is removed by an excited attorney .
the president dragged the princess .,the princess was dragged by the president .,an eager attorney removes a book .,a book is removed by an eager attorney .
the partner smelled the coffee .,the coffee was smelled by the partner .,an afraid attorney removes a book .,a book is removed by an afraid attorney .
the champion selected the pie .,the pie was selected by the champion .,an emotional attorney removes a book .,a book is removed by an emotional attorney .
the president selected the chocolate .,the chocolate was selected by the president .,an aggressive attorney removes a book .,a book is removed by an aggressive attorney .
the professor destroyed the juice .,the juice was destroyed by the professor .,an american attorney removes a book .,a book is removed by an american attorney .
the boy raises the princess .,the princess is raised by the boy .,an honest uncle helped a nurse .,a nurse was helped by an honest uncle .
the woman leads the army .,the army is led by the woman .,an awful uncle helped a nurse .,a nurse was helped by an awful uncle .
the kid catches the pie .,the pie is caught by the kid .,an awesome uncle helped a nurse .,a nurse was helped by an awesome uncle .
the hero kisses the guest .,the guest is kissed by the hero .,an awesome uncle helped a nurse .,a nurse was helped by an awesome uncle .
the guy beats the lawyer .,the lawyer is beaten by the guy .,an awful uncle helped a nurse .,a nurse was helped by an awful uncle .
the corporation wants the plate .,the plate is wanted by the corporation .,an insane uncle helped a nurse .,a nurse was helped by an insane uncle .
the champion chases the boy .,the boy is chased by the champion .,an italian uncle helped a nurse .,a nurse was helped by an italian uncle .
the author understands the sheriff .,the sheriff is understood by the author .,an attractive uncle helped a nurse .,a nurse was helped by an attractive uncle .
the physician raises the candy .,the candy is raised by the physician .,an athletic uncle helped a nurse .,a nurse was helped by an athletic uncle .
the boy selects the tea .,the tea is selected by the boy .,an important uncle helped a nurse .,a nurse was helped by an important uncle .
a mayor strikes a son .,a son is struck by a mayor .,the strong kid described the beer .,the beer was described by the strong kid .
a guy breaks a coat .,a coat is broken by a guy .,the french kid described the beer .,the beer was described by the french kid .
a soldier wants a tea .,a tea is wanted by a soldier .,the rough kid described the beer .,the beer was described by the rough kid .
a singer hurts an administration .,an administration is hurt by a singer .,the curious kid described the beer .,the beer was described by the curious kid .
a lawyer selects an instrument .,an instrument is selected by a lawyer .,the blind kid described the beer .,the beer was described by the blind kid .
a mayor surprises an actor .,an actor is surprised by a mayor .,the wise kid described the beer .,the beer was described by the wise kid .
a cop discovers a singer .,a singer is discovered by a cop .,the sophisticated kid described the beer .,the beer was described by the sophisticated kid .
a student asks a friend .,a friend is asked by a student .,the stupid kid described the beer .,the beer was described by the stupid kid .
a parent helps a father .,a father is helped by a parent .,the silent kid described the beer .,the beer was described by the silent kid .
a doctor smells a plate .,a plate is smelled by a doctor .,the brave kid described the beer .,the beer was described by the brave kid .
the princess left the gun .,the gun was left by the princess .,a dumb sheriff purchases a juice .,a juice is purchased by a dumb sheriff .
the guest destroyed the bag .,the bag was destroyed by the guest .,a calm sheriff purchases a juice .,a juice is purchased by a calm sheriff .
the bishop taught the wife .,the wife was taught by the bishop .,a catholic sheriff purchases a juice .,a juice is purchased by a catholic sheriff .
the buddy judged the nurse .,the nurse was judged by the buddy .,a friendly sheriff purchases a juice .,a juice is purchased by a friendly sheriff .
the writer prepared the salad .,the salad was prepared by the writer .,a strong sheriff purchases a juice .,a juice is purchased by a strong sheriff .
the leader washed the cigarette .,the cigarette was washed by the leader .,a silent sheriff purchases a juice .,a juice is purchased by a silent sheriff .
the priest destroyed the employer .,the employer was destroyed by the priest .,a fair sheriff purchases a juice .,a juice is purchased by a fair sheriff .
the princess taught the president .,the president was taught by the princess .,a sad sheriff purchases a juice .,a juice is purchased by a sad sheriff .
the brother surprised the buddy .,the buddy was surprised by the brother .,a chinese sheriff purchases a juice .,a juice is purchased by a chinese sheriff .
the reader struck the daughter .,the daughter was struck by the reader .,a cool sheriff purchases a juice .,a juice is purchased by a cool sheriff .
a writer wanted a chicken .,a chicken was wanted by a writer .,the beautiful candidate bothers the president .,the president is bothered by the beautiful candidate .
a reader grabbed a cheese .,a cheese was grabbed by a reader .,the dumb candidate bothers the president .,the president is bothered by the dumb candidate .
a pilot dragged a captain .,a captain was dragged by a pilot .,the sick candidate bothers the president .,the president is bothered by the sick candidate .
a cousin hurried a worker .,a worker was hurried by a cousin .,the curious candidate bothers the president .,the president is bothered by the curious candidate .
a husband beat a writer .,a writer was beaten by a husband .,the blind candidate bothers the president .,the president is bothered by the blind candidate .
a lady hurried a princess .,a princess was hurried by a lady .,the famous candidate bothers the president .,the president is bothered by the famous candidate .
a colonel carried a coffee .,a coffee was carried by a colonel .,the catholic candidate bothers the president .,the president is bothered by the catholic candidate .
a soldier forgot a coffee .,a coffee was forgotten by a soldier .,the crazy candidate bothers the president .,the president is bothered by the crazy candidate .
a colonel grabbed an instrument .,an instrument was grabbed by a colonel .,the tired candidate bothers the president .,the president is bothered by the tired candidate .
a princess tasted a chicken .,a chicken was tasted by a princess .,the religious candidate bothers the president .,the president is bothered by the religious candidate .
an uncle chases a father .,a father is chased by an uncle .,the foreign colonel hurt the band .,the band was hurt by the foreign colonel .
a winner breaks a log .,a log is broken by a winner .,the terrible colonel hurt the band .,the band was hurt by the terrible colonel .
a partner smells a candy .,a candy is smelled by a partner .,the strong colonel hurt the band .,the band was hurt by the strong colonel .
a partner purchases a juice .,a juice is purchased by a partner .,the beautiful colonel hurt the band .,the band was hurt by the beautiful colonel .
a boy teaches a reader .,a reader is taught by a boy .,the stupid colonel hurt the band .,the band was hurt by the stupid colonel .
a girl joins a worker .,a worker is joined by a girl .,the tough colonel hurt the band .,the band was hurt by the tough colonel .
a daughter catches a chocolate .,a chocolate is caught by a daughter .,the curious colonel hurt the band .,the band was hurt by the curious colonel .
a princess asks a physician .,a physician is asked by a princess .,the lonely colonel hurt the band .,the band was hurt by the lonely colonel .
a soldier follows a woman .,a woman is followed by a soldier .,the sad colonel hurt the band .,the band was hurt by the sad colonel .
an adult chases a business .,a business is chased by an adult .,the fantastic colonel hurt the band .,the band was hurt by the fantastic colonel .
the actor removes the box .,the box is removed by the actor .,a drunk king prepared a chicken .,a chicken was prepared by a drunk king .
the buddy wraps the ball .,the ball is wrapped by the buddy .,a serious king prepared a chicken .,a chicken was prepared by a serious king .
the lady joins the army .,the army is joined by the lady .,a modern king prepared a chicken .,a chicken was prepared by a modern king .
the boy teaches the teacher .,the teacher is taught by the boy .,a friendly king prepared a chicken .,a chicken was prepared by a friendly king .
the nurse wants the juice .,the juice is wanted by the nurse .,a powerful king prepared a chicken .,a chicken was prepared by a powerful king .
the secretary forgets the cop .,the cop is forgotten by the secretary .,a tall king prepared a chicken .,a chicken was prepared by a tall king .
the pilot follows the administration .,the administration is followed by the pilot .,a serious king prepared a chicken .,a chicken was prepared by a serious king .
the partner accepts the cup .,the cup is accepted by the partner .,a glad king prepared a chicken .,a chicken was prepared by a glad king .
the parent leads the company .,the company is led by the parent .,a peaceful king prepared a chicken .,a chicken was prepared by a peaceful king .
the singer carries the chocolate .,the chocolate is carried by the singer .,a brave king prepared a chicken .,a chicken was prepared by a brave king .
a father raises a pie .,a pie is raised by a father .,the poor wife prepared the candy .,the candy was prepared by the poor wife .
a buddy chases a company .,a company is chased by a buddy .,the french wife prepared the candy .,the candy was prepared by the french wife .
a guy wraps an anchor .,an anchor is wrapped by a guy .,the holy wife prepared the candy .,the candy was prepared by the holy wife .
a student raises a chicken .,a chicken is raised by a student .,the spanish wife prepared the candy .,the candy was prepared by the spanish wife .
an author hurts a worker .,a worker is hurt by an author .,the silent wife prepared the candy .,the candy was prepared by the silent wife .
a father selects a cigarette .,a cigarette is selected by a father .,the silly wife prepared the candy .,the candy was prepared by the silly wife .
a cousin describes a girl .,a girl is described by a cousin .,the spanish wife prepared the candy .,the candy was prepared by the spanish wife .
an adult forgets an uncle .,an uncle is forgotten by an adult .,the silent wife prepared the candy .,the candy was prepared by the silent wife .
a girl collects a pot .,a pot is collected by a girl .,the odd wife prepared the candy .,the candy was prepared by the odd wife .
a chief accepts a button .,a button is accepted by a chief .,the helpful wife prepared the candy .,the candy was prepared by the helpful wife .
the buddy surprised the professor .,the professor was surprised by the buddy .,an attractive uncle embraces a kid .,a kid is embraced by an attractive uncle .
the physician asked the business .,the business was asked by the physician .,an important uncle embraces a kid .,a kid is embraced by an important uncle .
the partner dragged the singer .,the singer was dragged by the partner .,an insane uncle embraces a kid .,a kid is embraced by an insane uncle .
the cop forgave the administration .,the administration was forgiven by the cop .,an afraid uncle embraces a kid .,a kid is embraced by an afraid uncle .
the winner understood the sheriff .,the sheriff was understood by the winner .,an alert uncle embraces a kid .,a kid is embraced by an alert uncle .
the husband wanted the beer .,the beer was wanted by the husband .,an angry uncle embraces a kid .,a kid is embraced by an angry uncle .
the friend chased the company .,the company was chased by the friend .,an excited uncle embraces a kid .,a kid is embraced by an excited uncle .
the reader judged the captain .,the captain was judged by the reader .,an honest uncle embraces a kid .,a kid is embraced by an honest uncle .
the prince forgot the pie .,the pie was forgotten by the prince .,an honest uncle embraces a kid .,a kid is embraced by an honest uncle .
the partner accepted the ball .,the ball was accepted by the partner .,an insane uncle embraces a kid .,a kid is embraced by an insane uncle .
a secretary dragged an employee .,an employee was dragged by a secretary .,the bright friend beats the opponent .,the opponent is beaten by the bright friend .
a singer understood a mayor .,a mayor was understood by a singer .,the reliable friend beats the opponent .,the opponent is beaten by the reliable friend .
a child discovered a beer .,a beer was discovered by a child .,the southern friend beats the opponent .,the opponent is beaten by the southern friend .
a lady tasted a chicken .,a chicken was tasted by a lady .,the critical friend beats the opponent .,the opponent is beaten by the critical friend .
an author dragged a telephone .,a telephone was dragged by an author .,the ill friend beats the opponent .,the opponent is beaten by the ill friend .
a bishop bothered a club .,a club was bothered by a bishop .,the bad friend beats the opponent .,the opponent is beaten by the bad friend .
a woman prepared an instrument .,an instrument was prepared by a woman .,the great friend beats the opponent .,the opponent is beaten by the great friend .
a king ate a pie .,a pie was eaten by a king .,the special friend beats the opponent .,the opponent is beaten by the special friend .
a man forgot a coffee .,a coffee was forgotten by a man .,the generous friend beats the opponent .,the opponent is beaten by the generous friend .
a writer understood a lawyer .,a lawyer was understood by a writer .,the nervous friend beats the opponent .,the opponent is beaten by the nervous friend .
a priest kills a reader .,a reader is killed by a priest .,the willing physician helped the kid .,the kid was helped by the willing physician .
a man describes a beer .,a beer is described by a man .,the pretty physician helped the kid .,the kid was helped by the pretty physician .
a lawyer grabs a worker .,a worker is grabbed by a lawyer .,the gentle physician helped the kid .,the kid was helped by the gentle physician .
an aunt drags a gun .,a gun is dragged by an aunt .,the fair physician helped the kid .,the kid was helped by the fair physician .
a chief follows an administration .,an administration is followed by a chief .,the modern physician helped the kid .,the kid was helped by the modern physician .
a worker punches a secretary .,a secretary is punched by a worker .,the loving physician helped the kid .,the kid was helped by the loving physician .
a lady describes an attorney .,an attorney is described by a lady .,the tough physician helped the kid .,the kid was helped by the tough physician .
a king tastes a candy .,a candy is tasted by a king .,the kind physician helped the kid .,the kid was helped by the kind physician .
a princess describes a bell .,a bell is described by a princess .,the guilty physician helped the kid .,the kid was helped by the guilty physician .
a corporation keeps a coffee .,a coffee is kept by a corporation .,the curious physician helped the kid .,the kid was helped by the curious physician .
the bishop drinks the tea .,the tea is drunk by the bishop .,a helpful prince understood a lady .,a lady was understood by a helpful prince .
the bishop raises the beer .,the beer is raised by the bishop .,a southern prince understood a lady .,a lady was understood by a southern prince .
the student embraces the friend .,the friend is embraced by the student .,a tall prince understood a lady .,a lady was understood by a tall prince .
the club wants the pie .,the pie is wanted by the club .,a dangerous prince understood a lady .,a lady was understood by a dangerous prince .
the writer catches the wife .,the wife is caught by the writer .,a silent prince understood a lady .,a lady was understood by a silent prince .
the writer smells the meal .,the meal is smelled by the writer .,a hungry prince understood a lady .,a lady was understood by a hungry prince .
the aunt discovers the cheese .,the cheese is discovered by the aunt .,a sexy prince understood a lady .,a lady was understood by a sexy prince .
the daughter hurries the boy .,the boy is hurried by the daughter .,a odd prince understood a lady .,a lady was understood by a odd prince .
the kid bothers the administration .,the administration is bothered by the kid .,a willing prince understood a lady .,a lady was understood by a willing prince .
the child describes the jacket .,the jacket is described by the child .,a loving prince understood a lady .,a lady was understood by a loving prince .
a colonel smells a ball .,a ball is smelled by a colonel .,the proud soldier removed the hat .,the hat was removed by the proud soldier .
a reader judges an aunt .,an aunt is judged by a reader .,the dangerous soldier removed the hat .,the hat was removed by the dangerous soldier .
a band uses a flower .,a flower is used by a band .,the tall soldier removed the hat .,the hat was removed by the tall soldier .
a lady bothers a doctor .,a doctor is bothered by a lady .,the famous soldier removed the hat .,the hat was removed by the famous soldier .
an uncle eats a cheese .,a cheese is eaten by an uncle .,the hungry soldier removed the hat .,the hat was removed by the hungry soldier .
a daughter follows a corporation .,a corporation is followed by a daughter .,the powerful soldier removed the hat .,the hat was removed by the powerful soldier .
an employer strikes a cousin .,a cousin is struck by an employer .,the scary soldier removed the hat .,the hat was removed by the scary soldier .
a woman chases a lawyer .,a lawyer is chased by a woman .,the dumb soldier removed the hat .,the hat was removed by the dumb soldier .
a guy joins an administration .,an administration is joined by a guy .,the modern soldier removed the hat .,the hat was removed by the modern soldier .
a secretary kisses an author .,an author is kissed by a secretary .,the famous soldier removed the hat .,the hat was removed by the famous soldier .
the woman smells the salad .,the salad is smelled by the woman .,a powerful doctor drank a tea .,a tea was drunk by a powerful doctor .
the wife describes the jacket .,the jacket is described by the wife .,a ill doctor drank a tea .,a tea was drunk by a ill doctor .
the father bothers the administration .,the administration is bothered by the father .,a brilliant doctor drank a tea .,a tea was drunk by a brilliant doctor .
the winner forgets the singer .,the singer is forgotten by the winner .,a gentle doctor drank a tea .,a tea was drunk by a gentle doctor .
the chief follows the wife .,the wife is followed by the chief .,a great doctor drank a tea .,a tea was drunk by a great doctor .
the chief embraces the friend .,the friend is embraced by the chief .,a cool doctor drank a tea .,a tea was drunk by a cool doctor .
the pilot hurries the cop .,the cop is hurried by the pilot .,a calm doctor drank a tea .,a tea was drunk by a calm doctor .
the wife kisses the manager .,the manager is kissed by the wife .,a criminal doctor drank a tea .,a tea was drunk by a criminal doctor .
the champion selects the television .,the television is selected by the champion .,a criminal doctor drank a tea .,a tea was drunk by a criminal doctor .
the bishop wraps the guitar .,the guitar is wrapped by the bishop .,a good doctor drank a tea .,a tea was drunk by a good doctor .
a professor hurries a soldier .,a soldier is hurried by a professor .,the calm prince embraced the father .,the father was embraced by the calm prince .
a physician hurries a guest .,a guest is hurried by a physician .,the proud prince embraced the father .,the father was embraced by the proud prince .
a hero wraps a bag .,a bag is wrapped by a hero .,the serious prince embraced the father .,the father was embraced by the serious prince .
a writer drags an instrument .,an instrument is dragged by a writer .,the peaceful prince embraced the father .,the father was embraced by the peaceful prince .
a teacher judges a club .,a club is judged by a teacher .,the tired prince embraced the father .,the father was embraced by the tired prince .
a manager follows a winner .,a winner is followed by a manager .,the tall prince embraced the father .,the father was embraced by the tall prince .
a company helps a pilot .,a pilot is helped by a company .,the religious prince embraced the father .,the father was embraced by the religious prince .
a bishop keeps a beer .,a beer is kept by a bishop .,the calm prince embraced the father .,the father was embraced by the calm prince .
a doctor hurts an administration .,an administration is hurt by a doctor .,the rough prince embraced the father .,the father was embraced by the rough prince .
a cop prepares a pie .,a pie is prepared by a cop .,the famous prince embraced the father .,the father was embraced by the famous prince .
the teacher carried the cup .,the cup was carried by the teacher .,a ill bishop wraps a telephone .,a telephone is wrapped by a ill bishop .
the guest hurt the girl .,the girl was hurt by the guest .,a special bishop wraps a telephone .,a telephone is wrapped by a special bishop .
the student taught the mayor .,the mayor was taught by the student .,a crazy bishop wraps a telephone .,a telephone is wrapped by a crazy bishop .
the reader led the business .,the business was led by the reader .,a critical bishop wraps a telephone .,a telephone is wrapped by a critical bishop .
the sheriff dragged the cup .,the cup was dragged by the sheriff .,a normal bishop wraps a telephone .,a telephone is wrapped by a normal bishop .
the lawyer kissed the aunt .,the aunt was kissed by the lawyer .,a pretty bishop wraps a telephone .,a telephone is wrapped by a pretty bishop .
the teacher forgot the president .,the president was forgotten by the teacher .,a famous bishop wraps a telephone .,a telephone is wrapped by a famous bishop .
the lawyer described the attorney .,the attorney was described by the lawyer .,a kind bishop wraps a telephone .,a telephone is wrapped by a kind bishop .
the boy described the tea .,the tea was described by the boy .,a bad bishop wraps a telephone .,a telephone is wrapped by a bad bishop .
the champion caught the bell .,the bell was caught by the champion .,a pale bishop wraps a telephone .,a telephone is wrapped by a pale bishop .
a guy accepted a bag .,a bag was accepted by a guy .,the funny soldier leads the corporation .,the corporation is led by the funny soldier .
a guy tasted a chocolate .,a chocolate was tasted by a guy .,the curious soldier leads the corporation .,the corporation is led by the curious soldier .
a buddy purchased a key .,a key was purchased by a buddy .,the odd soldier leads the corporation .,the corporation is led by the odd soldier .
a priest caught a meal .,a meal was caught by a priest .,the famous soldier leads the corporation .,the corporation is led by the famous soldier .
an employer carried a chicken .,a chicken was carried by an employer .,the stupid soldier leads the corporation .,the corporation is led by the stupid soldier .
an attorney selected a beer .,a beer was selected by an attorney .,the normal soldier leads the corporation .,the corporation is led by the normal soldier .
a lady caught a candy .,a candy was caught by a lady .,the silent soldier leads the corporation .,the corporation is led by the silent soldier .
a friend helped a captain .,a captain was helped by a friend .,the bad soldier leads the corporation .,the corporation is led by the bad soldier .
a cop joined a husband .,a husband was joined by a cop .,the creative soldier leads the corporation .,the corporation is led by the creative soldier .
a president ate a chicken .,a chicken was eaten by a president .,the patient soldier leads the corporation .,the corporation is led by the patient soldier .
a company helped a son .,a son was helped by a company .,the tough mother drags the secretary .,the secretary is dragged by the tough mother .
a manager destroyed a champion .,a champion was destroyed by a manager .,the odd mother drags the secretary .,the secretary is dragged by the odd mother .
a man killed a partner .,a partner was killed by a man .,the weird mother drags the secretary .,the secretary is dragged by the weird mother .
a prince tasted a chocolate .,a chocolate was tasted by a prince .,the powerful mother drags the secretary .,the secretary is dragged by the powerful mother .
a writer drank a beer .,a beer was drunk by a writer .,the spanish mother drags the secretary .,the secretary is dragged by the spanish mother .
a king asked a club .,a club was asked by a king .,the famous mother drags the secretary .,the secretary is dragged by the famous mother .
a president removed a pot .,a pot was removed by a president .,the criminal mother drags the secretary .,the secretary is dragged by the criminal mother .
an employer smelled a salad .,a salad was smelled by an employer .,the holy mother drags the secretary .,the secretary is dragged by the holy mother .
a king protected a boy .,a boy was protected by a king .,the french mother drags the secretary .,the secretary is dragged by the french mother .
a champion destroyed a tea .,a tea was destroyed by a champion .,the catholic mother drags the secretary .,the secretary is dragged by the catholic mother .
a parent surprises a mother .,a mother is surprised by a parent .,the normal pilot left the card .,the card was left by the normal pilot .
a singer smells a chocolate .,a chocolate is smelled by a singer .,the horrible pilot left the card .,the card was left by the horrible pilot .
a bishop leads a band .,a band is led by a bishop .,the horrible pilot left the card .,the card was left by the horrible pilot .
a chief beats a father .,a father is beaten by a chief .,the cute pilot left the card .,the card was left by the cute pilot .
a lawyer smells a plate .,a plate is smelled by a lawyer .,the pretty pilot left the card .,the card was left by the pretty pilot .
a singer carries a pie .,a pie is carried by a singer .,the nice pilot left the card .,the card was left by the nice pilot .
a worker kills a professor .,a professor is killed by a worker .,the southern pilot left the card .,the card was left by the southern pilot .
a friend raises an instrument .,an instrument is raised by a friend .,the rich pilot left the card .,the card was left by the rich pilot .
a candidate bothers a friend .,a friend is bothered by a candidate .,the patient pilot left the card .,the card was left by the patient pilot .
a princess kills a priest .,a priest is killed by a princess .,the pretty pilot left the card .,the card was left by the pretty pilot .
the boy asks the club .,the club is asked by the boy .,a great student comforted an actor .,an actor was comforted by a great student .
the hero washes the coat .,the coat is washed by the hero .,a proud student comforted an actor .,an actor was comforted by a proud student .
the secretary tastes the pie .,the pie is tasted by the secretary .,a helpful student comforted an actor .,an actor was comforted by a helpful student .
the aunt leaves the crystal .,the crystal is left by the aunt .,a horrible student comforted an actor .,an actor was comforted by a horrible student .
the winner raises the key .,the key is raised by the winner .,a criminal student comforted an actor .,an actor was comforted by a criminal student .
the minister forgives the president .,the president is forgiven by the minister .,a spanish student comforted an actor .,an actor was comforted by a spanish student .
the hero washes the anchor .,the anchor is washed by the hero .,a willing student comforted an actor .,an actor was comforted by a willing student .
the adult bothers the business .,the business is bothered by the adult .,a holy student comforted an actor .,an actor was comforted by a holy student .
the daughter hurts the business .,the business is hurt by the daughter .,a glad student comforted an actor .,an actor was comforted by a glad student .
the corporation uses the engine .,the engine is used by the corporation .,a lonely student comforted an actor .,an actor was comforted by a lonely student .
the professor collected the motor .,the motor was collected by the professor .,a guilty father wants an anchor .,an anchor is wanted by a guilty father .
the buddy broke the plate .,the plate was broken by the buddy .,a pretty father wants an anchor .,an anchor is wanted by a pretty father .
the doctor judged the chief .,the chief was judged by the doctor .,a strange father wants an anchor .,an anchor is wanted by a strange father .
the band used the machine .,the machine was used by the band .,a drunk father wants an anchor .,an anchor is wanted by a drunk father .
the attorney embraced the cousin .,the cousin was embraced by the attorney .,a foreign father wants an anchor .,an anchor is wanted by a foreign father .
the author dragged the wire .,the wire was dragged by the author .,a scary father wants an anchor .,an anchor is wanted by a scary father .
the hero hurt the band .,the band was hurt by the hero .,a powerful father wants an anchor .,an anchor is wanted by a powerful father .
the woman left the motor .,the motor was left by the woman .,a glad father wants an anchor .,an anchor is wanted by a glad father .
the child protected the secretary .,the secretary was protected by the child .,a generous father wants an anchor .,an anchor is wanted by a generous father .
the boy comforted the wife .,the wife was comforted by the boy .,a chinese father wants an anchor .,an anchor is wanted by a chinese father .
the woman kissed the parent .,the parent was kissed by the woman .,a brilliant president destroys a king .,a king is destroyed by a brilliant president .
the champion asked the army .,the army was asked by the champion .,a loud president destroys a king .,a king is destroyed by a loud president .
the partner surprised the doctor .,the doctor was surprised by the partner .,a silly president destroys a king .,a king is destroyed by a silly president .
the physician struck the employer .,the employer was struck by the physician .,a curious president destroys a king .,a king is destroyed by a curious president .
the son wrapped the cigarette .,the cigarette was wrapped by the son .,a pretty president destroys a king .,a king is destroyed by a pretty president .
the author embraced the sheriff .,the sheriff was embraced by the author .,a criminal president destroys a king .,a king is destroyed by a criminal president .
the lady carried the tea .,the tea was carried by the lady .,a rough president destroys a king .,a king is destroyed by a rough president .
the wife struck the physician .,the physician was struck by the wife .,a spanish president destroys a king .,a king is destroyed by a spanish president .
the professor chased the army .,the army was chased by the professor .,a guilty president destroys a king .,a king is destroyed by a guilty president .
the teacher caught the worker .,the worker was caught by the teacher .,a silent president destroys a king .,a king is destroyed by a silent president .
an employee described a juice .,a juice was described by an employee .,the hungry candidate prepares the gun .,the gun is prepared by the hungry candidate .
a partner struck a professor .,a professor was struck by a partner .,the catholic candidate prepares the gun .,the gun is prepared by the catholic candidate .
a wife collected a meal .,a meal was collected by a wife .,the nice candidate prepares the gun .,the gun is prepared by the nice candidate .
a cousin wanted a coffee .,a coffee was wanted by a cousin .,the wonderful candidate prepares the gun .,the gun is prepared by the wonderful candidate .
an actress surprised a physician .,a physician was surprised by an actress .,the tired candidate prepares the gun .,the gun is prepared by the tired candidate .
an army kept a juice .,a juice was kept by an army .,the stupid candidate prepares the gun .,the gun is prepared by the stupid candidate .
a reader punched a wife .,a wife was punched by a reader .,the guilty candidate prepares the gun .,the gun is prepared by the guilty candidate .
a son left a ball .,a ball was left by a son .,the healthy candidate prepares the gun .,the gun is prepared by the healthy candidate .
a guy broke a jacket .,a jacket was broken by a guy .,the chinese candidate prepares the gun .,the gun is prepared by the chinese candidate .
a kid drank a coffee .,a coffee was drunk by a kid .,the loving candidate prepares the gun .,the gun is prepared by the loving candidate .
the guy purchases the card .,the card is purchased by the guy .,a ridiculous mother followed a writer .,a writer was followed by a ridiculous mother .
