pa, pp, ta, tp
the father punches the attorney .,the attorney is punched by the father .,a cousin struck a partner .,a partner was struck by a cousin .
the author punches the physician .,the physician is punched by the author .,a cousin struck a partner .,a partner was struck by a cousin .
the employee punches the adult .,the adult is punched by the employee .,a cousin struck a partner .,a partner was struck by a cousin .
the candidate punches the doctor .,the doctor is punched by the candidate .,a cousin struck a partner .,a partner was struck by a cousin .
the student beats the lady .,the lady is beaten by the student .,a cousin struck a partner .,a partner was struck by a cousin .
the mayor punches the actor .,the actor is punched by the mayor .,a cousin struck a partner .,a partner was struck by a cousin .
the husband beats the pilot .,the pilot is beaten by the husband .,a cousin struck a partner .,a partner was struck by a cousin .
the cop punches the parent .,the parent is punched by the cop .,a cousin struck a partner .,a partner was struck by a cousin .
the sheriff beats the hero .,the hero is beaten by the sheriff .,a cousin struck a partner .,a partner was struck by a cousin .
the captain beats the candidate .,the candidate is beaten by the captain .,a cousin struck a partner .,a partner was struck by a cousin .
the mother hurt the corporation .,the corporation was hurt by the mother .,a son kills a scientist .,a scientist is killed by a son .
the opponent destroyed the pie .,the pie was destroyed by the opponent .,a son kills a scientist .,a scientist is killed by a son .
the mayor hurt the husband .,the husband was hurt by the mayor .,a son kills a scientist .,a scientist is killed by a son .
the guest hurt the hero .,the hero was hurt by the guest .,a son kills a scientist .,a scientist is killed by a son .
the parent destroyed the minister .,the minister was destroyed by the parent .,a son kills a scientist .,a scientist is killed by a son .
the reader hurt the corporation .,the corporation was hurt by the reader .,a son kills a scientist .,a scientist is killed by a son .
the man destroyed the camera .,the camera was destroyed by the man .,a son kills a scientist .,a scientist is killed by a son .
the winner hurt the administration .,the administration was hurt by the winner .,a son kills a scientist .,a scientist is killed by a son .
the captain hurt the worker .,the worker was hurt by the captain .,a son kills a scientist .,a scientist is killed by a son .
the employee hurt the band .,the band was hurt by the employee .,a son kills a scientist .,a scientist is killed by a son .
the club protected the champion .,the champion was protected by the club .,a company keeps a cheese .,a cheese is kept by a company .
the candidate protected the winner .,the winner was protected by the candidate .,a company keeps a cheese .,a cheese is kept by a company .
the prince protected the wife .,the wife was protected by the prince .,a company keeps a cheese .,a cheese is kept by a company .
the guy protected the actress .,the actress was protected by the guy .,a company keeps a cheese .,a cheese is kept by a company .
the club protected the man .,the man was protected by the club .,a company keeps a cheese .,a cheese is kept by a company .
the band protected the prince .,the prince was protected by the band .,a company keeps a cheese .,a cheese is kept by a company .
the administration protected the cop .,the cop was protected by the administration .,a company keeps a cheese .,a cheese is kept by a company .
the club protected the president .,the president was protected by the club .,a company keeps a cheese .,a cheese is kept by a company .
the singer protected the boy .,the boy was protected by the singer .,a company keeps a cheese .,a cheese is kept by a company .
the child protected the cop .,the cop was protected by the child .,a company keeps a cheese .,a cheese is kept by a company .
the administration helps the priest .,the priest is helped by the administration .,a guy prepared a cheese .,a cheese was prepared by a guy .
the administration helps the employer .,the employer is helped by the administration .,a guy prepared a cheese .,a cheese was prepared by a guy .
the club helps the employer .,the employer is helped by the club .,a guy prepared a cheese .,a cheese was prepared by a guy .
the business helps the manager .,the manager is helped by the business .,a guy prepared a cheese .,a cheese was prepared by a guy .
the corporation helps the king .,the king is helped by the corporation .,a guy prepared a cheese .,a cheese was prepared by a guy .
the company helps the worker .,the worker is helped by the company .,a guy prepared a cheese .,a cheese was prepared by a guy .
the business helps the soldier .,the soldier is helped by the business .,a guy prepared a cheese .,a cheese was prepared by a guy .
the company helps the writer .,the writer is helped by the company .,a guy prepared a cheese .,a cheese was prepared by a guy .
the cop helps the brother .,the brother is helped by the cop .,a guy prepared a cheese .,a cheese was prepared by a guy .
the administration helps the writer .,the writer is helped by the administration .,a guy prepared a cheese .,a cheese was prepared by a guy .
the man wanted the crystal .,the crystal was wanted by the man .,a mother asks a scientist .,a scientist is asked by a mother .
the employer helped the employee .,the employee was helped by the employer .,a mother asks a scientist .,a scientist is asked by a mother .
the army wanted the chocolate .,the chocolate was wanted by the army .,a mother asks a scientist .,a scientist is asked by a mother .
the business helped the minister .,the minister was helped by the business .,a mother asks a scientist .,a scientist is asked by a mother .
the student wanted the coffee .,the coffee was wanted by the student .,a mother asks a scientist .,a scientist is asked by a mother .
the administration wanted the coffee .,the coffee was wanted by the administration .,a mother asks a scientist .,a scientist is asked by a mother .
the manager wanted the camera .,the camera was wanted by the manager .,a mother asks a scientist .,a scientist is asked by a mother .
the uncle helped the pilot .,the pilot was helped by the uncle .,a mother asks a scientist .,a scientist is asked by a mother .
the colonel helped the aunt .,the aunt was helped by the colonel .,a mother asks a scientist .,a scientist is asked by a mother .
the chief wanted the juice .,the juice was wanted by the chief .,a mother asks a scientist .,a scientist is asked by a mother .
the princess leads the club .,the club is led by the princess .,a man followed a brother .,a brother was followed by a man .
the employee leads the band .,the band is led by the employee .,a man followed a brother .,a brother was followed by a man .
the buddy leads the army .,the army is led by the buddy .,a man followed a brother .,a brother was followed by a man .
the king leads the band .,the band is led by the king .,a man followed a brother .,a brother was followed by a man .
the buddy leads the administration .,the administration is led by the buddy .,a man followed a brother .,a brother was followed by a man .
the secretary leads the club .,the club is led by the secretary .,a man followed a brother .,a brother was followed by a man .
the captain leads the administration .,the administration is led by the captain .,a man followed a brother .,a brother was followed by a man .
the doctor leads the administration .,the administration is led by the doctor .,a man followed a brother .,a brother was followed by a man .
the employee leads the company .,the company is led by the employee .,a man followed a brother .,a brother was followed by a man .
the minister leads the band .,the band is led by the minister .,a man followed a brother .,a brother was followed by a man .
an administration uses a pot .,a pot is used by an administration .,the company helped the doctor .,the doctor was helped by the company .
an army uses a book .,a book is used by an army .,the company helped the doctor .,the doctor was helped by the company .
a man comforts a chief .,a chief is comforted by a man .,the company helped the doctor .,the doctor was helped by the company .
an administration uses a camera .,a camera is used by an administration .,the company helped the doctor .,the doctor was helped by the company .
a wife comforts a president .,a president is comforted by a wife .,the company helped the doctor .,the doctor was helped by the company .
a bishop comforts an attorney .,an attorney is comforted by a bishop .,the company helped the doctor .,the doctor was helped by the company .
a king comforts a pilot .,a pilot is comforted by a king .,the company helped the doctor .,the doctor was helped by the company .
an attorney comforts a daughter .,a daughter is comforted by an attorney .,the company helped the doctor .,the doctor was helped by the company .
a mother comforts a priest .,a priest is comforted by a mother .,the company helped the doctor .,the doctor was helped by the company .
a cousin comforts an attorney .,an attorney is comforted by a cousin .,the company helped the doctor .,the doctor was helped by the company .
a brother grabs a coffee .,a coffee is grabbed by a brother .,the reader caught the juice .,the juice was caught by the reader .
a guest grabs a husband .,a husband is grabbed by a guest .,the reader caught the juice .,the juice was caught by the reader .
a brother chases a corporation .,a corporation is chased by a brother .,the reader caught the juice .,the juice was caught by the reader .
a nurse grabs a coat .,a coat is grabbed by a nurse .,the reader caught the juice .,the juice was caught by the reader .
a lady grabs a pie .,a pie is grabbed by a lady .,the reader caught the juice .,the juice was caught by the reader .
a minister grabs a lawyer .,a lawyer is grabbed by a minister .,the reader caught the juice .,the juice was caught by the reader .
a chief chases a corporation .,a corporation is chased by a chief .,the reader caught the juice .,the juice was caught by the reader .
a brother chases an adult .,an adult is chased by a brother .,the reader caught the juice .,the juice was caught by the reader .
a boy chases a business .,a business is chased by a boy .,the reader caught the juice .,the juice was caught by the reader .
a cousin grabs a chocolate .,a chocolate is grabbed by a cousin .,the reader caught the juice .,the juice was caught by the reader .
a physician destroyed a cousin .,a cousin was destroyed by a physician .,the president breaks the motor .,the motor is broken by the president .
a colonel destroyed a tea .,a tea was destroyed by a colonel .,the president breaks the motor .,the motor is broken by the president .
a girl destroyed a meal .,a meal was destroyed by a girl .,the president breaks the motor .,the motor is broken by the president .
a student destroyed a salad .,a salad was destroyed by a student .,the president breaks the motor .,the motor is broken by the president .
a cop destroyed a cigarette .,a cigarette was destroyed by a cop .,the president breaks the motor .,the motor is broken by the president .
a child destroyed an author .,an author was destroyed by a child .,the president breaks the motor .,the motor is broken by the president .
a student destroyed an actor .,an actor was destroyed by a student .,the president breaks the motor .,the motor is broken by the president .
a child destroyed a juice .,a juice was destroyed by a child .,the president breaks the motor .,the motor is broken by the president .
a son destroyed a salad .,a salad was destroyed by a son .,the president breaks the motor .,the motor is broken by the president .
a boy destroyed a juice .,a juice was destroyed by a boy .,the president breaks the motor .,the motor is broken by the president .
a club protects a cousin .,a cousin is protected by a club .,the corporation kept the pie .,the pie was kept by the corporation .
a club protects a kid .,a kid is protected by a club .,the corporation kept the pie .,the pie was kept by the corporation .
a band protects a professor .,a professor is protected by a band .,the corporation kept the pie .,the pie was kept by the corporation .
a reader protects a doctor .,a doctor is protected by a reader .,the corporation kept the pie .,the pie was kept by the corporation .
a son protects a candidate .,a candidate is protected by a son .,the corporation kept the pie .,the pie was kept by the corporation .
an administration protects a worker .,a worker is protected by an administration .,the corporation kept the pie .,the pie was kept by the corporation .
a club protects a secretary .,a secretary is protected by a club .,the corporation kept the pie .,the pie was kept by the corporation .
a club protects a cop .,a cop is protected by a club .,the corporation kept the pie .,the pie was kept by the corporation .
an army protects a buddy .,a buddy is protected by an army .,the corporation kept the pie .,the pie was kept by the corporation .
a friend protects a singer .,a singer is protected by a friend .,the corporation kept the pie .,the pie was kept by the corporation .
the uncle helps the boy .,the boy is helped by the uncle .,a king carried an engine .,an engine was carried by a king .
the company helps the soldier .,the soldier is helped by the company .,a king carried an engine .,an engine was carried by a king .
the business helps the guest .,the guest is helped by the business .,a king carried an engine .,an engine was carried by a king .
the business helps the kid .,the kid is helped by the business .,a king carried an engine .,an engine was carried by a king .
the champion helps the priest .,the priest is helped by the champion .,a king carried an engine .,an engine was carried by a king .
the partner helps the lawyer .,the lawyer is helped by the partner .,a king carried an engine .,an engine was carried by a king .
the administration helps the buddy .,the buddy is helped by the administration .,a king carried an engine .,an engine was carried by a king .
the hero helps the guest .,the guest is helped by the hero .,a king carried an engine .,an engine was carried by a king .
the club helps the employee .,the employee is helped by the club .,a king carried an engine .,an engine was carried by a king .
the business helps the buddy .,the buddy is helped by the business .,a king carried an engine .,an engine was carried by a king .
the uncle chases the student .,the student is chased by the uncle .,a doctor caught a coffee .,a coffee was caught by a doctor .
the mayor chases the king .,the king is chased by the mayor .,a doctor caught a coffee .,a coffee was caught by a doctor .
the colonel grabs the juice .,the juice is grabbed by the colonel .,a doctor caught a coffee .,a coffee was caught by a doctor .
the woman chases the army .,the army is chased by the woman .,a doctor caught a coffee .,a coffee was caught by a doctor .
the candidate chases the father .,the father is chased by the candidate .,a doctor caught a coffee .,a coffee was caught by a doctor .
the worker grabs the juice .,the juice is grabbed by the worker .,a doctor caught a coffee .,a coffee was caught by a doctor .
the pilot chases the priest .,the priest is chased by the pilot .,a doctor caught a coffee .,a coffee was caught by a doctor .
the winner grabs the meal .,the meal is grabbed by the winner .,a doctor caught a coffee .,a coffee was caught by a doctor .
the daughter chases the business .,the business is chased by the daughter .,a doctor caught a coffee .,a coffee was caught by a doctor .
the kid chases the club .,the club is chased by the kid .,a doctor caught a coffee .,a coffee was caught by a doctor .
a mother forgives an administration .,an administration is forgiven by a mother .,the winner forgot the knife .,the knife was forgotten by the winner .
a manager forgives a corporation .,a corporation is forgiven by a manager .,the winner forgot the knife .,the knife was forgotten by the winner .
a child leaves a hat .,a hat is left by a child .,the winner forgot the knife .,the knife was forgotten by the winner .
a king forgives a singer .,a singer is forgiven by a king .,the winner forgot the knife .,the knife was forgotten by the winner .
a leader leaves a card .,a card is left by a leader .,the winner forgot the knife .,the knife was forgotten by the winner .
a pilot leaves a bell .,a bell is left by a pilot .,the winner forgot the knife .,the knife was forgotten by the winner .
a friend forgives a professor .,a professor is forgiven by a friend .,the winner forgot the knife .,the knife was forgotten by the winner .
a minister forgives a scientist .,a scientist is forgiven by a minister .,the winner forgot the knife .,the knife was forgotten by the winner .
a mayor forgives a nurse .,a nurse is forgiven by a mayor .,the winner forgot the knife .,the knife was forgotten by the winner .
an adult leaves a book .,a book is left by an adult .,the winner forgot the knife .,the knife was forgotten by the winner .
the man destroys the employee .,the employee is destroyed by the man .,a priest broke a glass .,a glass was broken by a priest .
the son destroys the engine .,the engine is destroyed by the son .,a priest broke a glass .,a glass was broken by a priest .
the girl destroys the candy .,the candy is destroyed by the girl .,a priest broke a glass .,a glass was broken by a priest .
the buddy destroys the tea .,the tea is destroyed by the buddy .,a priest broke a glass .,a glass was broken by a priest .
the champion destroys the box .,the box is destroyed by the champion .,a priest broke a glass .,a glass was broken by a priest .
the secretary destroys the pie .,the pie is destroyed by the secretary .,a priest broke a glass .,a glass was broken by a priest .
the boy destroys the gun .,the gun is destroyed by the boy .,a priest broke a glass .,a glass was broken by a priest .
the buddy destroys the cheese .,the cheese is destroyed by the buddy .,a priest broke a glass .,a glass was broken by a priest .
the soldier destroys the iron .,the iron is destroyed by the soldier .,a priest broke a glass .,a glass was broken by a priest .
the boy destroys the candy .,the candy is destroyed by the boy .,a priest broke a glass .,a glass was broken by a priest .
a leader accepted a key .,a key was accepted by a leader .,the army wants the cheese .,the cheese is wanted by the army .
a secretary accepted a plate .,a plate was accepted by a secretary .,the army wants the cheese .,the cheese is wanted by the army .
a chief asked a reader .,a reader was asked by a chief .,the army wants the cheese .,the cheese is wanted by the army .
an employer asked a hero .,a hero was asked by an employer .,the army wants the cheese .,the cheese is wanted by the army .
an actor accepted a wire .,a wire was accepted by an actor .,the army wants the cheese .,the cheese is wanted by the army .
a doctor accepted a wire .,a wire was accepted by a doctor .,the army wants the cheese .,the cheese is wanted by the army .
a worker asked an actress .,an actress was asked by a worker .,the army wants the cheese .,the cheese is wanted by the army .
a reader accepted a computer .,a computer was accepted by a reader .,the army wants the cheese .,the cheese is wanted by the army .
a cousin accepted a bell .,a bell was accepted by a cousin .,the army wants the cheese .,the cheese is wanted by the army .
an uncle asked a business .,a business was asked by an uncle .,the army wants the cheese .,the cheese is wanted by the army .
a wife comforts a professor .,a professor is comforted by a wife .,the king helped the soldier .,the soldier was helped by the king .
a husband uses a crystal .,a crystal is used by a husband .,the king helped the soldier .,the soldier was helped by the king .
a husband uses a glass .,a glass is used by a husband .,the king helped the soldier .,the soldier was helped by the king .
an employer asks a corporation .,a corporation is asked by an employer .,the king helped the soldier .,the soldier was helped by the king .
a pilot asks an administration .,an administration is asked by a pilot .,the king helped the soldier .,the soldier was helped by the king .
a brother uses a crystal .,a crystal is used by a brother .,the king helped the soldier .,the soldier was helped by the king .
a buddy uses an instrument .,an instrument is used by a buddy .,the king helped the soldier .,the soldier was helped by the king .
a kid asks a chief .,a chief is asked by a kid .,the king helped the soldier .,the soldier was helped by the king .
a winner comforts an actress .,an actress is comforted by a winner .,the king helped the soldier .,the soldier was helped by the king .
a colonel comforts an aunt .,an aunt is comforted by a colonel .,the king helped the soldier .,the soldier was helped by the king .
the minister left the machine .,the machine was left by the minister .,a buddy removes an instrument .,an instrument is removed by a buddy .
the boy left the cigarette .,the cigarette was left by the boy .,a buddy removes an instrument .,an instrument is removed by a buddy .
the doctor left the cup .,the cup was left by the doctor .,a buddy removes an instrument .,an instrument is removed by a buddy .
the parent left the gun .,the gun was left by the parent .,a buddy removes an instrument .,an instrument is removed by a buddy .
the parent left the cigarette .,the cigarette was left by the parent .,a buddy removes an instrument .,an instrument is removed by a buddy .
the son left the cigarette .,the cigarette was left by the son .,a buddy removes an instrument .,an instrument is removed by a buddy .
the manager left the ball .,the ball was left by the manager .,a buddy removes an instrument .,an instrument is removed by a buddy .
the minister left the wire .,the wire was left by the minister .,a buddy removes an instrument .,an instrument is removed by a buddy .
the aunt left the engine .,the engine was left by the aunt .,a buddy removes an instrument .,an instrument is removed by a buddy .
the guest left the computer .,the computer was left by the guest .,a buddy removes an instrument .,an instrument is removed by a buddy .
the lady grabbed the log .,the log was grabbed by the lady .,a professor catches a pot .,a pot is caught by a professor .
the singer chased the club .,the club was chased by the singer .,a professor catches a pot .,a pot is caught by a professor .
the opponent chased the wife .,the wife was chased by the opponent .,a professor catches a pot .,a pot is caught by a professor .
the author chased the adult .,the adult was chased by the author .,a professor catches a pot .,a pot is caught by a professor .
the leader grabbed the pilot .,the pilot was grabbed by the leader .,a professor catches a pot .,a pot is caught by a professor .
the guest chased the captain .,the captain was chased by the guest .,a professor catches a pot .,a pot is caught by a professor .
the opponent chased the woman .,the woman was chased by the opponent .,a professor catches a pot .,a pot is caught by a professor .
the daughter chased the candidate .,the candidate was chased by the daughter .,a professor catches a pot .,a pot is caught by a professor .
the colonel grabbed the cup .,the cup was grabbed by the colonel .,a professor catches a pot .,a pot is caught by a professor .
the colonel chased the administration .,the administration was chased by the colonel .,a professor catches a pot .,a pot is caught by a professor .
an uncle accepts a coat .,a coat is accepted by an uncle .,the wife understood the president .,the president was understood by the wife .
a reader forgives a friend .,a friend is forgiven by a reader .,the wife understood the president .,the president was understood by the wife .
a cop forgives a pilot .,a pilot is forgiven by a cop .,the wife understood the president .,the president was understood by the wife .
a sheriff forgives an administration .,an administration is forgiven by a sheriff .,the wife understood the president .,the president was understood by the wife .
a son accepts a cup .,a cup is accepted by a son .,the wife understood the president .,the president was understood by the wife .
an employer forgives a club .,a club is forgiven by an employer .,the wife understood the president .,the president was understood by the wife .
a colonel forgives an administration .,an administration is forgiven by a colonel .,the wife understood the president .,the president was understood by the wife .
a father accepts a glass .,a glass is accepted by a father .,the wife understood the president .,the president was understood by the wife .
a girl accepts a pot .,a pot is accepted by a girl .,the wife understood the president .,the president was understood by the wife .
a hero accepts a book .,a book is accepted by a hero .,the wife understood the president .,the president was understood by the wife .
an aunt beat a kid .,a kid was beaten by an aunt .,the leader strikes the singer .,the singer is struck by the leader .
a parent punched a doctor .,a doctor was punched by a parent .,the leader strikes the singer .,the singer is struck by the leader .
a reader beat a hero .,a hero was beaten by a reader .,the leader strikes the singer .,the singer is struck by the leader .
an employee punched a hero .,a hero was punched by an employee .,the leader strikes the singer .,the singer is struck by the leader .
a father beat a teacher .,a teacher was beaten by a father .,the leader strikes the singer .,the singer is struck by the leader .
a nurse beat a boy .,a boy was beaten by a nurse .,the leader strikes the singer .,the singer is struck by the leader .
a friend punched a guest .,a guest was punched by a friend .,the leader strikes the singer .,the singer is struck by the leader .
a pilot punched a kid .,a kid was punched by a pilot .,the leader strikes the singer .,the singer is struck by the leader .
a sheriff punched a champion .,a champion was punched by a sheriff .,the leader strikes the singer .,the singer is struck by the leader .
a champion punched a boy .,a boy was punched by a champion .,the leader strikes the singer .,the singer is struck by the leader .
the teacher catches the cheese .,the cheese is caught by the teacher .,a winner chased a cop .,a cop was chased by a winner .
the son catches the cigarette .,the cigarette is caught by the son .,a winner chased a cop .,a cop was chased by a winner .
the pilot catches the beer .,the beer is caught by the pilot .,a winner chased a cop .,a cop was chased by a winner .
the manager catches the meal .,the meal is caught by the manager .,a winner chased a cop .,a cop was chased by a winner .
the guy catches the beer .,the beer is caught by the guy .,a winner chased a cop .,a cop was chased by a winner .
the worker catches the jacket .,the jacket is caught by the worker .,a winner chased a cop .,a cop was chased by a winner .
the priest catches the tea .,the tea is caught by the priest .,a winner chased a cop .,a cop was chased by a winner .
the opponent catches the cheese .,the cheese is caught by the opponent .,a winner chased a cop .,a cop was chased by a winner .
the employer catches the engine .,the engine is caught by the employer .,a winner chased a cop .,a cop was chased by a winner .
the girl catches the cheese .,the cheese is caught by the girl .,a winner chased a cop .,a cop was chased by a winner .
the author asked the administration .,the administration was asked by the author .,a company wants a meal .,a meal is wanted by a company .
the child asked the prince .,the prince was asked by the child .,a company wants a meal .,a meal is wanted by a company .
the actress accepted the bowl .,the bowl was accepted by the actress .,a company wants a meal .,a meal is wanted by a company .
the champion accepted the ball .,the ball was accepted by the champion .,a company wants a meal .,a meal is wanted by a company .
the physician accepted the newspaper .,the newspaper was accepted by the physician .,a company wants a meal .,a meal is wanted by a company .
the reader asked the actor .,the actor was asked by the reader .,a company wants a meal .,a meal is wanted by a company .
the winner asked the band .,the band was asked by the winner .,a company wants a meal .,a meal is wanted by a company .
the winner accepted the machine .,the machine was accepted by the winner .,a company wants a meal .,a meal is wanted by a company .
the mayor accepted the book .,the book was accepted by the mayor .,a company wants a meal .,a meal is wanted by a company .
the uncle accepted the hat .,the hat was accepted by the uncle .,a company wants a meal .,a meal is wanted by a company .
the princess smells the candy .,the candy is smelled by the princess .,a champion tasted a chicken .,a chicken was tasted by a champion .
the friend smells the knife .,the knife is smelled by the friend .,a champion tasted a chicken .,a chicken was tasted by a champion .
the opponent smells the cheese .,the cheese is smelled by the opponent .,a champion tasted a chicken .,a chicken was tasted by a champion .
the singer smells the tea .,the tea is smelled by the singer .,a champion tasted a chicken .,a chicken was tasted by a champion .
the author smells the coat .,the coat is smelled by the author .,a champion tasted a chicken .,a chicken was tasted by a champion .
the singer eats the cheese .,the cheese is eaten by the singer .,a champion tasted a chicken .,a chicken was tasted by a champion .
the father smells the tea .,the tea is smelled by the father .,a champion tasted a chicken .,a chicken was tasted by a champion .
the wife smells the pie .,the pie is smelled by the wife .,a champion tasted a chicken .,a chicken was tasted by a champion .
the employee eats the cheese .,the cheese is eaten by the employee .,a champion tasted a chicken .,a chicken was tasted by a champion .
the king smells the gun .,the gun is smelled by the king .,a champion tasted a chicken .,a chicken was tasted by a champion .
the corporation keeps the tea .,the tea is kept by the corporation .,a buddy collected a guitar .,a guitar was collected by a buddy .
the guy keeps the beer .,the beer is kept by the guy .,a buddy collected a guitar .,a guitar was collected by a buddy .
the club keeps the pie .,the pie is kept by the club .,a buddy collected a guitar .,a guitar was collected by a buddy .
the club keeps the chocolate .,the chocolate is kept by the club .,a buddy collected a guitar .,a guitar was collected by a buddy .
the administration keeps the juice .,the juice is kept by the administration .,a buddy collected a guitar .,a guitar was collected by a buddy .
the administration keeps the salad .,the salad is kept by the administration .,a buddy collected a guitar .,a guitar was collected by a buddy .
the attorney keeps the coffee .,the coffee is kept by the attorney .,a buddy collected a guitar .,a guitar was collected by a buddy .
the army keeps the pie .,the pie is kept by the army .,a buddy collected a guitar .,a guitar was collected by a buddy .
the club keeps the chocolate .,the chocolate is kept by the club .,a buddy collected a guitar .,a guitar was collected by a buddy .
the club keeps the chicken .,the chicken is kept by the club .,a buddy collected a guitar .,a guitar was collected by a buddy .
the pilot killed the student .,the student was killed by the pilot .,a doctor hurts a mother .,a mother is hurt by a doctor .
the worker beat the hero .,the hero was beaten by the worker .,a doctor hurts a mother .,a mother is hurt by a doctor .
the chief killed the king .,the king was killed by the chief .,a doctor hurts a mother .,a mother is hurt by a doctor .
the winner killed the sheriff .,the sheriff was killed by the winner .,a doctor hurts a mother .,a mother is hurt by a doctor .
the minister beat the pilot .,the pilot was beaten by the minister .,a doctor hurts a mother .,a mother is hurt by a doctor .
the secretary killed the son .,the son was killed by the secretary .,a doctor hurts a mother .,a mother is hurt by a doctor .
the captain beat the employee .,the employee was beaten by the captain .,a doctor hurts a mother .,a mother is hurt by a doctor .
the actor killed the aunt .,the aunt was killed by the actor .,a doctor hurts a mother .,a mother is hurt by a doctor .
the champion beat the uncle .,the uncle was beaten by the champion .,a doctor hurts a mother .,a mother is hurt by a doctor .
the president killed the writer .,the writer was killed by the president .,a doctor hurts a mother .,a mother is hurt by a doctor .
an administration protected a wife .,a wife was protected by an administration .,the manager keeps the engine .,the engine is kept by the manager .
a band protected a cousin .,a cousin was protected by a band .,the manager keeps the engine .,the engine is kept by the manager .
a student protected a singer .,a singer was protected by a student .,the manager keeps the engine .,the engine is kept by the manager .
an aunt protected a writer .,a writer was protected by an aunt .,the manager keeps the engine .,the engine is kept by the manager .
a chief protected a child .,a child was protected by a chief .,the manager keeps the engine .,the engine is kept by the manager .
a father protected a king .,a king was protected by a father .,the manager keeps the engine .,the engine is kept by the manager .
a club protected a brother .,a brother was protected by a club .,the manager keeps the engine .,the engine is kept by the manager .
a club protected a teacher .,a teacher was protected by a club .,the manager keeps the engine .,the engine is kept by the manager .
a woman protected a teacher .,a teacher was protected by a woman .,the manager keeps the engine .,the engine is kept by the manager .
a company protected a father .,a father was protected by a company .,the manager keeps the engine .,the engine is kept by the manager .
a company helped a physician .,a physician was helped by a company .,the king carries the flower .,the flower is carried by the king .
a guy helped a husband .,a husband was helped by a guy .,the king carries the flower .,the flower is carried by the king .
a company helped a lady .,a lady was helped by a company .,the king carries the flower .,the flower is carried by the king .
a woman helped a man .,a man was helped by a woman .,the king carries the flower .,the flower is carried by the king .
a daughter helped a cop .,a cop was helped by a daughter .,the king carries the flower .,the flower is carried by the king .
a company helped an aunt .,an aunt was helped by a company .,the king carries the flower .,the flower is carried by the king .
an army helped a parent .,a parent was helped by an army .,the king carries the flower .,the flower is carried by the king .
an opponent helped a guest .,a guest was helped by an opponent .,the king carries the flower .,the flower is carried by the king .
a band helped a nurse .,a nurse was helped by a band .,the king carries the flower .,the flower is carried by the king .
an army helped an author .,an author was helped by an army .,the king carries the flower .,the flower is carried by the king .
a secretary joins an adult .,an adult is joined by a secretary .,the mayor left the cup .,the cup was left by the mayor .
an employee forgets a pie .,a pie is forgotten by an employee .,the mayor left the cup .,the cup was left by the mayor .
a captain joins a company .,a company is joined by a captain .,the mayor left the cup .,the cup was left by the mayor .
a worker forgets a cheese .,a cheese is forgotten by a worker .,the mayor left the cup .,the cup was left by the mayor .
a minister removes a hat .,a hat is removed by a minister .,the mayor left the cup .,the cup was left by the mayor .
an attorney removes a cigarette .,a cigarette is removed by an attorney .,the mayor left the cup .,the cup was left by the mayor .
a parent joins a club .,a club is joined by a parent .,the mayor left the cup .,the cup was left by the mayor .
a princess joins a corporation .,a corporation is joined by a princess .,the mayor left the cup .,the cup was left by the mayor .
a doctor forgets a mother .,a mother is forgotten by a doctor .,the mayor left the cup .,the cup was left by the mayor .
a teacher forgets a bag .,a bag is forgotten by a teacher .,the mayor left the cup .,the cup was left by the mayor .
the worker kept the cheese .,the cheese was kept by the worker .,a leader collects a meal .,a meal is collected by a leader .
the kid kept the juice .,the juice was kept by the kid .,a leader collects a meal .,a meal is collected by a leader .
the attorney kept the candy .,the candy was kept by the attorney .,a leader collects a meal .,a meal is collected by a leader .
the company kept the iron .,the iron was kept by the company .,a leader collects a meal .,a meal is collected by a leader .
the company kept the pie .,the pie was kept by the company .,a leader collects a meal .,a meal is collected by a leader .
the student kept the book .,the book was kept by the student .,a leader collects a meal .,a meal is collected by a leader .
the army kept the anchor .,the anchor was kept by the army .,a leader collects a meal .,a meal is collected by a leader .
the father kept the candy .,the candy was kept by the father .,a leader collects a meal .,a meal is collected by a leader .
the army kept the juice .,the juice was kept by the army .,a leader collects a meal .,a meal is collected by a leader .
the uncle kept the bottle .,the bottle was kept by the uncle .,a leader collects a meal .,a meal is collected by a leader .
a candidate struck a reader .,a reader was struck by a candidate .,the kid punches the nurse .,the nurse is punched by the kid .
a reader drank a beer .,a beer was drunk by a reader .,the kid punches the nurse .,the nurse is punched by the kid .
an aunt drank a beer .,a beer was drunk by an aunt .,the kid punches the nurse .,the nurse is punched by the kid .
a minister struck a princess .,a princess was struck by a minister .,the kid punches the nurse .,the nurse is punched by the kid .
a leader drank a tea .,a tea was drunk by a leader .,the kid punches the nurse .,the nurse is punched by the kid .
a prince drank a coffee .,a coffee was drunk by a prince .,the kid punches the nurse .,the nurse is punched by the kid .
a son drank a beer .,a beer was drunk by a son .,the kid punches the nurse .,the nurse is punched by the kid .
a friend struck a buddy .,a buddy was struck by a friend .,the kid punches the nurse .,the nurse is punched by the kid .
a winner drank a coffee .,a coffee was drunk by a winner .,the kid punches the nurse .,the nurse is punched by the kid .
a lawyer struck a minister .,a minister was struck by a lawyer .,the kid punches the nurse .,the nurse is punched by the kid .
the teacher kissed the girl .,the girl was kissed by the teacher .,a doctor embraces a guest .,a guest is embraced by a doctor .
the brother kissed the champion .,the champion was kissed by the brother .,a doctor embraces a guest .,a guest is embraced by a doctor .
